NodeID,PacketNo,RSSI,PacketNo,AbsTime
0,-21,868000000,24425,0098825
0,-21,868000000,24171,0098854
0,-21,868000000,24428,0098914
0,-21,868000000,24174,0098943
0,-21,868000000,24431,0099002
0,-21,868000000,24177,0099032
0,-21,868000000,24434,0099091
0,-21,868000000,24180,0099120
0,-22,868000000,24437,0099179
0,-21,868000000,24183,0099209
0,-22,868000000,24440,0099268
0,-22,868000000,24186,0099298
0,-22,868000000,24443,0099357
0,-22,868000000,24189,0099386
0,-22,868000000,24446,0099445
0,-22,868000000,24192,0099475
0,-22,868000000,24449,0099534
0,-22,868000000,24195,0099563
0,-22,868000000,24452,0099623
0,-22,868000000,24198,0099652
0,-22,868000000,24455,0099711
0,-22,868000000,24201,0099741
0,-22,868000000,24458,0099800
0,-22,868000000,24204,0099829
0,-22,868000000,24461,0099888
0,-22,868000000,24207,0099918
0,-22,868000000,24464,0099977
0,-22,868000000,24210,0100007
0,-22,868000000,24467,0100066
0,-22,868000000,24213,0100095
0,-22,868000000,24470,0100154
0,-22,868000000,24216,0100184
0,-22,868000000,24473,0100243
0,-22,868000000,24219,0100272
0,-22,868000000,24476,0100331
0,-22,868000000,24222,0100361
0,-22,868000000,24479,0100420
0,-22,868000000,24225,0100450
0,-22,868000000,24481,0100509
0,-22,868000000,24227,0100538
0,-22,868000000,24484,0100597
0,-22,868000000,24230,0100627
0,-22,868000000,24487,0100686
0,-22,868000000,24233,0100715
0,-22,868000000,24490,0100775
0,-22,868000000,24236,0100804
0,-22,868000000,24493,0100863
0,-22,868000000,24239,0100893
0,-22,868000000,24496,0100952
0,-22,868000000,24242,0100981
0,-22,868000000,24499,0101040
0,-22,868000000,24245,0101070
0,-22,868000000,24502,0101129
0,-22,868000000,24248,0101159
0,-22,868000000,24505,0101218
0,-22,868000000,24251,0101247
0,-22,868000000,24508,0101306
0,-22,868000000,24254,0101336
0,-22,868000000,24511,0101395
0,-22,868000000,24257,0101424
0,-22,868000000,24514,0101483
0,-22,868000000,24260,0101513
0,-22,868000000,24517,0101572
0,-22,868000000,24263,0101602
0,-22,868000000,24520,0101661
0,-22,868000000,24266,0101690
0,-22,868000000,24523,0101749
0,-22,868000000,24269,0101779
0,-22,868000000,24526,0101838
0,-22,868000000,24272,0101867
0,-22,868000000,24529,0101927
0,-22,868000000,24275,0101956
0,-22,868000000,24532,0102015
0,-22,868000000,24278,0102045
0,-22,868000000,24535,0102104
0,-22,868000000,24281,0102133
0,-22,868000000,24538,0102192
0,-22,868000000,24284,0102222
0,-22,868000000,24541,0102281
0,-22,868000000,24287,0102311
0,-22,868000000,24544,0102370
0,-22,868000000,24290,0102399
0,-22,868000000,24547,0102458
0,-22,868000000,24293,0102488
0,-22,868000000,24550,0102547
0,-22,868000000,24296,0102576
0,-22,868000000,24553,0102636
0,-22,868000000,24299,0102665
0,-22,868000000,24556,0102724
0,-22,868000000,24302,0102754
0,-22,868000000,24559,0102813
0,-22,868000000,24305,0102842
0,-22,868000000,24562,0102901
0,-22,868000000,24308,0102931
0,-22,868000000,24565,0102990
0,-22,868000000,24311,0103020
0,-22,868000000,24568,0103079
