NodeID,PacketNo,RSSI,PacketNo,AbsTime
0,-20,868000000,50480,0879044
0,-20,868000000,50737,0879104
0,-20,868000000,50483,0879133
0,-20,868000000,50740,0879192
0,-20,868000000,50486,0879222
0,-20,868000000,50743,0879281
0,-20,868000000,50489,0879310
0,-20,868000000,50745,0879369
0,-20,868000000,50491,0879399
0,-20,868000000,50748,0879458
0,-20,868000000,50494,0879488
0,-20,868000000,50751,0879547
0,-20,868000000,50497,0879576
0,-20,868000000,50754,0879635
0,-20,868000000,50500,0879665
0,-20,868000000,50757,0879724
0,-20,868000000,50503,0879753
0,-20,868000000,50760,0879813
0,-20,868000000,50506,0879842
0,-20,868000000,50763,0879901
0,-20,868000000,50509,0879931
0,-20,868000000,50766,0879990
0,-20,868000000,50512,0880019
0,-20,868000000,50769,0880078
0,-20,868000000,50515,0880108
0,-20,868000000,50772,0880167
0,-20,868000000,50518,0880197
0,-20,868000000,50775,0880256
0,-20,868000000,50521,0880285
0,-20,868000000,50778,0880344
0,-20,868000000,50524,0880374
0,-20,868000000,50781,0880433
0,-20,868000000,50527,0880462
0,-20,868000000,50784,0880521
0,-20,868000000,50530,0880551
0,-20,868000000,50787,0880610
0,-20,868000000,50533,0880640
0,-20,868000000,50790,0880699
0,-20,868000000,50536,0880728
0,-20,868000000,50793,0880787
0,-20,868000000,50539,0880817
0,-20,868000000,50796,0880876
0,-20,868000000,50542,0880905
0,-20,868000000,50799,0880965
0,-20,868000000,50545,0880994
0,-20,868000000,50802,0881053
0,-20,868000000,50548,0881083
0,-20,868000000,50805,0881142
0,-20,868000000,50551,0881171
0,-20,868000000,50808,0881230
0,-20,868000000,50554,0881260
0,-20,868000000,50811,0881319
0,-20,868000000,50557,0881349
0,-20,868000000,50814,0881408
0,-20,868000000,50560,0881437
0,-20,868000000,50817,0881496
0,-20,868000000,50563,0881526
0,-20,868000000,50820,0881585
0,-20,868000000,50566,0881614
0,-20,868000000,50823,0881673
0,-20,868000000,50569,0881703
0,-20,868000000,50826,0881762
0,-20,868000000,50572,0881792
0,-20,868000000,50829,0881851
0,-20,868000000,50575,0881880
0,-20,868000000,50832,0881939
0,-20,868000000,50578,0881969
0,-20,868000000,50835,0882028
0,-20,868000000,50581,0882058
0,-20,868000000,50838,0882117
0,-20,868000000,50584,0882146
0,-20,868000000,50841,0882205
0,-20,868000000,50587,0882235
0,-20,868000000,50844,0882294
0,-20,868000000,50590,0882323
0,-20,868000000,50847,0882382
0,-20,868000000,50593,0882412
0,-20,868000000,50850,0882471
0,-20,868000000,50596,0882501
0,-20,868000000,50853,0882560
0,-20,868000000,50599,0882589
0,-20,868000000,50856,0882648
0,-20,868000000,50602,0882678
0,-20,868000000,50859,0882737
0,-20,868000000,50605,0882766
0,-20,868000000,50862,0882826
0,-20,868000000,50608,0882855
0,-20,868000000,50865,0882914
0,-20,868000000,50611,0882944
0,-20,868000000,50868,0883003
0,-20,868000000,50614,0883032
0,-20,868000000,50871,0883091
0,-20,868000000,50617,0883121
0,-20,868000000,50874,0883180
0,-20,868000000,50620,0883210
0,-20,868000000,50877,0883269
0,-20,868000000,50623,0883298
0,-20,868000000,50880,0883357
0,-20,868000000,50626,0883387
0,-20,868000000,50883,0883446
0,-20,868000000,50629,0883475
0,-20,868000000,50886,0883535
0,-20,868000000,50632,0883564
0,-20,868000000,50889,0883623
