NodeID,PacketNo,RSSI,PacketNo,AbsTime
0,-21,868000000,32102,0326482
0,-21,868000000,31848,0326511
0,-21,868000000,32105,0326570
0,-21,868000000,31851,0326600
0,-21,868000000,32108,0326659
0,-21,868000000,31854,0326688
0,-21,868000000,32111,0326748
0,-21,868000000,31857,0326777
0,-21,868000000,32114,0326836
0,-21,868000000,31860,0326866
0,-21,868000000,32117,0326925
0,-21,868000000,31863,0326954
0,-21,868000000,32120,0327013
0,-21,868000000,31866,0327043
0,-21,868000000,32123,0327102
0,-21,868000000,31869,0327132
0,-21,868000000,32126,0327191
0,-21,868000000,31872,0327220
0,-21,868000000,32129,0327279
0,-21,868000000,31875,0327309
0,-21,868000000,32131,0327368
0,-21,868000000,31877,0327397
0,-21,868000000,32134,0327456
0,-21,868000000,31880,0327486
0,-21,868000000,32137,0327545
0,-21,868000000,31883,0327575
0,-21,868000000,32140,0327634
0,-21,868000000,31886,0327663
0,-21,868000000,32143,0327722
0,-21,868000000,31889,0327752
0,-21,868000000,32146,0327811
0,-21,868000000,31892,0327840
0,-21,868000000,32149,0327900
0,-21,868000000,31895,0327929
0,-21,868000000,32152,0327988
0,-21,868000000,31898,0328018
0,-21,868000000,32155,0328077
0,-21,868000000,31901,0328106
0,-21,868000000,32158,0328165
0,-21,868000000,31904,0328195
0,-21,868000000,32161,0328254
0,-21,868000000,31907,0328284
0,-21,868000000,32164,0328343
0,-21,868000000,31910,0328372
0,-21,868000000,32167,0328431
0,-21,868000000,31913,0328461
0,-21,868000000,32170,0328520
0,-21,868000000,31916,0328549
0,-21,868000000,32173,0328609
0,-21,868000000,31919,0328638
0,-21,868000000,32176,0328697
0,-21,868000000,31922,0328727
0,-21,868000000,32179,0328786
0,-21,868000000,31925,0328815
0,-21,868000000,32182,0328874
0,-21,868000000,31928,0328904
0,-21,868000000,32185,0328963
0,-21,868000000,31931,0328993
0,-21,868000000,32188,0329052
0,-21,868000000,31934,0329081
0,-21,868000000,32191,0329140
0,-21,868000000,31937,0329170
0,-21,868000000,32194,0329229
0,-21,868000000,31940,0329258
0,-21,868000000,32197,0329317
0,-21,868000000,31943,0329347
0,-21,868000000,32200,0329406
0,-21,868000000,31946,0329436
0,-21,868000000,32203,0329495
0,-21,868000000,31949,0329524
0,-21,868000000,32206,0329583
0,-21,868000000,31952,0329613
0,-21,868000000,32209,0329672
0,-21,868000000,31955,0329701
0,-22,868000000,32212,0329761
0,-22,868000000,31958,0329790
0,-24,868000000,32215,0329849
0,-24,868000000,31961,0329879
0,-25,868000000,32218,0329938
0,-27,868000000,31964,0329967
0,-30,868000000,32221,0330026
0,-33,868000000,31967,0330056
0,-39,868000000,32224,0330115
0,-41,868000000,31970,0330145
0,-33,868000000,32227,0330204
0,-31,868000000,31973,0330233
0,-27,868000000,32230,0330292
0,-26,868000000,31976,0330322
0,-25,868000000,32233,0330381
0,-24,868000000,31979,0330410
0,-24,868000000,32236,0330469
0,-24,868000000,31982,0330499
0,-24,868000000,32239,0330558
0,-24,868000000,31985,0330588
0,-24,868000000,32242,0330647
0,-24,868000000,31988,0330676
0,-24,868000000,32245,0330735
0,-24,868000000,31991,0330765
0,-24,868000000,32248,0330824
0,-24,868000000,31994,0330853
0,-24,868000000,32251,0330913
0,-24,868000000,31997,0330942
0,-24,868000000,32254,0331001
0,-24,868000000,32000,0331031
0,-25,868000000,32257,0331090
0,-25,868000000,32003,0331119
0,-26,868000000,32260,0331178
0,-26,868000000,32006,0331208
0,-26,868000000,32263,0331267
0,-26,868000000,32009,0331297
0,-26,868000000,32266,0331356
0,-26,868000000,32012,0331385
0,-26,868000000,32269,0331444
0,-26,868000000,32015,0331474
0,-26,868000000,32272,0331533
0,-25,868000000,32018,0331562
0,-25,868000000,32275,0331621
0,-25,868000000,32021,0331651
0,-25,868000000,32278,0331710
0,-26,868000000,32024,0331740
0,-27,868000000,32281,0331799
0,-29,868000000,32027,0331828
0,-33,868000000,32284,0331887
0,-36,868000000,32030,0331917
0,-34,868000000,32287,0331976
0,-33,868000000,32033,0332005
0,-33,868000000,32290,0332065
0,-33,868000000,32036,0332094
0,-37,868000000,32293,0332153
0,-39,868000000,32039,0332183
0,-42,868000000,32296,0332242
0,-42,868000000,32042,0332271
0,-40,868000000,32299,0332330
0,-38,868000000,32045,0332360
0,-34,868000000,32302,0332419
0,-33,868000000,32048,0332449
0,-33,868000000,32305,0332508
0,-35,868000000,32051,0332537
0,-33,868000000,32308,0332596
0,-32,868000000,32054,0332626
0,-30,868000000,32311,0332685
0,-30,868000000,32057,0332714
0,-29,868000000,32314,0332773
0,-29,868000000,32060,0332803
0,-29,868000000,32317,0332862
0,-30,868000000,32063,0332892
0,-32,868000000,32320,0332951
0,-33,868000000,32066,0332980
0,-39,868000000,32323,0333039
0,-41,868000000,32069,0333069
0,-42,868000000,32326,0333128
0,-42,868000000,32072,0333157
0,-41,868000000,32329,0333217
0,-39,868000000,32075,0333246
0,-37,868000000,32332,0333305
0,-35,868000000,32078,0333335
0,-31,868000000,32335,0333394
0,-30,868000000,32081,0333423
0,-29,868000000,32338,0333482
0,-28,868000000,32084,0333512
0,-29,868000000,32341,0333571
0,-29,868000000,32087,0333601
0,-28,868000000,32344,0333660
0,-27,868000000,32090,0333689
0,-27,868000000,32347,0333748
0,-28,868000000,32093,0333778
0,-30,868000000,32350,0333837
0,-30,868000000,32096,0333866
0,-32,868000000,32353,0333926
0,-33,868000000,32099,0333955
0,-38,868000000,32356,0334014
0,-39,868000000,32102,0334044
0,-36,868000000,32359,0334103
0,-33,868000000,32105,0334132
0,-30,868000000,32362,0334191
0,-29,868000000,32108,0334221
0,-27,868000000,32365,0334280
0,-26,868000000,32111,0334310
0,-24,868000000,32368,0334369
0,-24,868000000,32114,0334398
0,-24,868000000,32371,0334457
0,-24,868000000,32117,0334487
0,-25,868000000,32374,0334546
0,-25,868000000,32120,0334575
0,-25,868000000,32377,0334634
0,-25,868000000,32123,0334664
0,-25,868000000,32380,0334723
0,-26,868000000,32126,0334753
0,-26,868000000,32383,0334812
0,-27,868000000,32129,0334841
0,-29,868000000,32385,0334900
0,-30,868000000,32131,0334930
0,-32,868000000,32388,0334989
0,-33,868000000,32134,0335018
0,-33,868000000,32391,0335078
0,-32,868000000,32137,0335107
0,-31,868000000,32394,0335166
0,-31,868000000,32140,0335196
0,-30,868000000,32397,0335255
0,-30,868000000,32143,0335284
0,-30,868000000,32400,0335343
0,-31,868000000,32146,0335373
0,-32,868000000,32403,0335432
0,-32,868000000,32149,0335462
0,-33,868000000,32406,0335521
0,-33,868000000,32152,0335550
0,-32,868000000,32409,0335609
0,-32,868000000,32155,0335639
0,-31,868000000,32412,0335698
0,-31,868000000,32158,0335727
0,-31,868000000,32415,0335786
0,-31,868000000,32161,0335816
0,-33,868000000,32418,0335875
0,-34,868000000,32164,0335905
0,-36,868000000,32421,0335964
0,-36,868000000,32167,0335993
0,-35,868000000,32424,0336052
0,-35,868000000,32170,0336082
0,-36,868000000,32427,0336141
0,-37,868000000,32173,0336170
0,-42,868000000,32430,0336230
0,-45,868000000,32176,0336259
0,-55,868000000,32433,0336318
0,-48,868000000,32179,0336348
0,-44,868000000,32436,0336407
0,-43,868000000,32182,0336436
0,-45,868000000,32439,0336495
0,-46,868000000,32185,0336525
0,-44,868000000,32442,0336584
0,-42,868000000,32188,0336614
0,-42,868000000,32445,0336673
0,-44,868000000,32191,0336702
0,-48,868000000,32448,0336761
0,-47,868000000,32194,0336791
0,-41,868000000,32451,0336850
0,-38,868000000,32197,0336879
0,-34,868000000,32454,0336938
0,-33,868000000,32200,0336968
0,-32,868000000,32457,0337027
0,-32,868000000,32203,0337057
0,-33,868000000,32460,0337116
0,-33,868000000,32206,0337145
0,-33,868000000,32463,0337204
0,-32,868000000,32209,0337234
0,-33,868000000,32466,0337293
0,-33,868000000,32212,0337323
0,-34,868000000,32469,0337382
0,-33,868000000,32215,0337411
0,-34,868000000,32472,0337470
0,-36,868000000,32218,0337500
0,-41,868000000,32475,0337559
0,-48,868000000,32221,0337588
0,-48,868000000,32478,0337647
0,-43,868000000,32224,0337677
0,-36,868000000,32481,0337736
0,-35,868000000,32227,0337766
0,-34,868000000,32484,0337825
0,-33,868000000,32230,0337854
0,-37,868000000,32487,0337913
0,-42,868000000,32233,0337943
0,-40,868000000,32490,0338002
0,-36,868000000,32236,0338031
0,-31,868000000,32493,0338091
0,-30,868000000,32239,0338120
0,-32,868000000,32496,0338179
0,-33,868000000,32242,0338209
0,-38,868000000,32499,0338268
0,-37,868000000,32245,0338297
0,-36,868000000,32502,0338356
0,-36,868000000,32248,0338386
0,-43,868000000,32505,0338445
0,-48,868000000,32251,0338475
0,-36,868000000,32508,0338534
0,-35,868000000,32254,0338563
0,-33,868000000,32511,0338622
0,-32,868000000,32257,0338652
0,-31,868000000,32514,0338711
0,-31,868000000,32260,0338740
0,-31,868000000,32517,0338799
0,-31,868000000,32263,0338829
0,-31,868000000,32520,0338888
0,-31,868000000,32266,0338918
0,-31,868000000,32523,0338977
0,-31,868000000,32269,0339006
0,-31,868000000,32526,0339065
0,-31,868000000,32272,0339095
0,-31,868000000,32529,0339154
0,-31,868000000,32275,0339183
0,-31,868000000,32532,0339243
0,-31,868000000,32278,0339272
0,-31,868000000,32535,0339331
0,-31,868000000,32281,0339361
0,-31,868000000,32538,0339420
0,-31,868000000,32284,0339449
0,-31,868000000,32541,0339508
0,-31,868000000,32287,0339538
0,-31,868000000,32544,0339597
0,-31,868000000,32290,0339627
0,-31,868000000,32547,0339686
0,-31,868000000,32293,0339715
0,-31,868000000,32550,0339774
0,-31,868000000,32296,0339804
0,-31,868000000,32553,0339863
0,-31,868000000,32299,0339892
0,-31,868000000,32556,0339951
0,-31,868000000,32302,0339981
0,-31,868000000,32559,0340040
0,-31,868000000,32305,0340070
0,-31,868000000,32562,0340129
0,-31,868000000,32308,0340158
0,-31,868000000,32565,0340217
0,-31,868000000,32311,0340247
0,-31,868000000,32568,0340306
0,-31,868000000,32314,0340335
0,-31,868000000,32571,0340395
0,-31,868000000,32317,0340424
0,-31,868000000,32574,0340483
0,-31,868000000,32320,0340513
0,-31,868000000,32577,0340572
0,-31,868000000,32323,0340601
0,-31,868000000,32580,0340660
0,-31,868000000,32326,0340690
0,-31,868000000,32583,0340749
0,-31,868000000,32329,0340779
0,-31,868000000,32586,0340838
0,-31,868000000,32332,0340867
0,-31,868000000,32589,0340926
0,-31,868000000,32335,0340956
0,-31,868000000,32592,0341015
0,-31,868000000,32338,0341044
0,-31,868000000,32595,0341104
0,-31,868000000,32341,0341133
0,-31,868000000,32598,0341192
0,-31,868000000,32344,0341222
0,-31,868000000,32601,0341281
0,-31,868000000,32347,0341310
0,-31,868000000,32604,0341369
0,-31,868000000,32350,0341399
0,-31,868000000,32607,0341458
0,-31,868000000,32353,0341488
0,-31,868000000,32610,0341547
0,-31,868000000,32356,0341576
0,-31,868000000,32613,0341635
0,-31,868000000,32359,0341665
0,-31,868000000,32616,0341724
0,-31,868000000,32362,0341753
0,-31,868000000,32619,0341812
0,-31,868000000,32365,0341842
0,-31,868000000,32622,0341901
0,-31,868000000,32368,0341931
0,-31,868000000,32625,0341990
0,-31,868000000,32371,0342019
0,-31,868000000,32628,0342078
0,-31,868000000,32374,0342108
0,-31,868000000,32631,0342167
0,-31,868000000,32377,0342196
0,-31,868000000,32634,0342256
0,-31,868000000,32380,0342285
0,-31,868000000,32637,0342344
0,-31,868000000,32383,0342374
0,-31,868000000,32640,0342433
0,-31,868000000,32385,0342462
0,-31,868000000,32642,0342521
0,-31,868000000,32388,0342551
0,-31,868000000,32645,0342610
0,-31,868000000,32391,0342640
0,-31,868000000,32648,0342699
0,-31,868000000,32394,0342728
0,-31,868000000,32651,0342787
0,-31,868000000,32397,0342817
0,-31,868000000,32654,0342876
0,-31,868000000,32400,0342905
0,-31,868000000,32657,0342964
0,-31,868000000,32403,0342994
0,-31,868000000,32660,0343053
0,-31,868000000,32406,0343083
0,-31,868000000,32663,0343142
0,-31,868000000,32409,0343171
0,-31,868000000,32666,0343230
0,-31,868000000,32412,0343260
0,-31,868000000,32669,0343319
0,-31,868000000,32415,0343348
0,-31,868000000,32672,0343408
0,-31,868000000,32418,0343437
0,-31,868000000,32675,0343496
0,-31,868000000,32421,0343526
0,-31,868000000,32678,0343585
0,-31,868000000,32424,0343614
0,-31,868000000,32681,0343673
0,-31,868000000,32427,0343703
0,-31,868000000,32684,0343762
0,-31,868000000,32430,0343792
0,-31,868000000,32687,0343851
0,-31,868000000,32433,0343880
0,-31,868000000,32690,0343939
0,-31,868000000,32436,0343969
0,-31,868000000,32693,0344028
0,-31,868000000,32439,0344057
0,-31,868000000,32696,0344116
0,-31,868000000,32442,0344146
0,-31,868000000,32699,0344205
0,-31,868000000,32445,0344235
0,-31,868000000,32702,0344294
0,-31,868000000,32448,0344323
0,-31,868000000,32705,0344382
0,-31,868000000,32451,0344412
0,-31,868000000,32708,0344471
0,-31,868000000,32454,0344501
0,-31,868000000,32711,0344560
0,-31,868000000,32457,0344589
0,-31,868000000,32714,0344648
0,-31,868000000,32460,0344678
0,-31,868000000,32717,0344737
0,-31,868000000,32463,0344766
0,-31,868000000,32720,0344825
0,-31,868000000,32466,0344855
0,-31,868000000,32723,0344914
0,-31,868000000,32469,0344944
0,-31,868000000,32726,0345003
0,-31,868000000,32472,0345032
0,-31,868000000,32729,0345091
0,-31,868000000,32475,0345121
0,-31,868000000,32732,0345180
0,-31,868000000,32478,0345209
0,-31,868000000,32735,0345269
0,-31,868000000,32481,0345298
0,-31,868000000,32738,0345357
0,-31,868000000,32484,0345387
0,-31,868000000,32741,0345446
0,-31,868000000,32487,0345475
0,-31,868000000,32744,0345534
0,-31,868000000,32490,0345564
0,-31,868000000,32747,0345623
0,-31,868000000,32493,0345653
0,-31,868000000,32750,0345712
0,-31,868000000,32496,0345741
0,-31,868000000,32753,0345800
0,-31,868000000,32499,0345830
0,-31,868000000,32756,0345889
0,-30,868000000,32502,0345918
0,-31,868000000,32759,0345977
0,-31,868000000,32505,0346007
0,-31,868000000,32762,0346066
0,-30,868000000,32508,0346096
0,-30,868000000,32765,0346155
0,-31,868000000,32511,0346184
0,-31,868000000,32768,0346243
0,-30,868000000,32514,0346273
0,-31,868000000,32771,0346332
0,-30,868000000,32517,0346361
0,-30,868000000,32774,0346421
0,-30,868000000,32520,0346450
0,-30,868000000,32777,0346509
0,-31,868000000,32523,0346539
0,-30,868000000,32780,0346598
0,-30,868000000,32526,0346627
0,-31,868000000,32783,0346686
0,-31,868000000,32529,0346716
0,-31,868000000,32786,0346775
0,-31,868000000,32532,0346805
0,-31,868000000,32789,0346864
0,-30,868000000,32535,0346893
0,-30,868000000,32792,0346952
0,-30,868000000,32538,0346982
0,-31,868000000,32795,0347041
0,-30,868000000,32541,0347070
0,-30,868000000,32798,0347130
0,-31,868000000,32544,0347159
0,-31,868000000,32801,0347218
0,-30,868000000,32547,0347248
0,-30,868000000,32804,0347307
0,-31,868000000,32550,0347336
