NodeID,PacketNo,Iteration,RSSI,AbsTime,RecordedTime
0,5,47,-28,0523130,00000000
0,6,47,-27,0523160,00000000
0,7,47,-26,0523189,00000000
0,8,47,-27,0523219,00000000
0,9,47,-30,0523248,00000000
0,0,48,-21,0523587,00000000
0,1,48,-20,0523617,00000000
0,2,48,-21,0523646,00000000
0,3,48,-21,0523676,00000000
0,4,48,-21,0523705,00000000
0,5,48,-20,0523735,00000000
0,6,48,-21,0523764,00000000
0,7,48,-21,0523794,00000000
0,8,48,-20,0523823,00000000
0,9,48,-20,0523853,00000000
0,0,49,-21,0524192,00000000
0,1,49,-21,0524221,00000000
0,2,49,-21,0524251,00000000
0,3,49,-21,0524280,00000000
0,4,49,-21,0524310,00000000
0,5,49,-21,0524339,00000000
0,6,49,-21,0524369,00000000
0,7,49,-21,0524398,00000000
0,8,49,-20,0524428,00000000
0,9,49,-20,0524458,00000000
0,0,50,-21,0524796,00000000
0,1,50,-21,0524826,00000000
0,2,50,-21,0524855,00000000
0,3,50,-21,0524885,00000000
0,4,50,-20,0524914,00000000
0,5,50,-21,0524944,00000000
0,6,50,-21,0524974,00000000
0,7,50,-21,0525003,00000000
0,8,50,-21,0525033,00000000
0,9,50,-21,0525062,00000000
0,0,51,-21,0525401,00000000
0,1,51,-21,0525430,00000000
0,2,51,-21,0525460,00000000
0,3,51,-21,0525489,00000000
0,4,51,-21,0525519,00000000
0,5,51,-21,0525548,00000000
0,6,51,-21,0525578,00000000
0,7,51,-21,0525608,00000000
0,8,51,-21,0525637,00000000
0,9,51,-21,0525667,00000000
0,0,52,-21,0526005,00000000
0,1,52,-21,0526035,00000000
0,2,52,-21,0526064,00000000
0,3,52,-21,0526094,00000000
0,4,52,-22,0526123,00000000
0,5,52,-22,0526153,00000000
0,6,52,-22,0526183,00000000
0,7,52,-22,0526212,00000000
0,8,52,-22,0526242,00000000
0,9,52,-22,0526271,00000000
0,0,53,-22,0526610,00000000
0,1,53,-22,0526639,00000000
0,2,53,-22,0526669,00000000
0,3,53,-22,0526698,00000000
0,4,53,-22,0526728,00000000
0,5,53,-22,0526758,00000000
0,6,53,-22,0526787,00000000
0,7,53,-22,0526817,00000000
0,8,53,-22,0526846,00000000
0,9,53,-22,0526876,00000000
0,0,54,-23,0527214,00000000
0,1,54,-23,0527244,00000000
0,2,54,-23,0527273,00000000
0,3,54,-23,0527303,00000000
0,4,54,-23,0527332,00000000
0,5,54,-23,0527362,00000000
0,6,54,-23,0527392,00000000
0,7,54,-23,0527421,00000000
0,8,54,-23,0527451,00000000
0,9,54,-23,0527480,00000000
0,0,55,-23,0527819,00000000
0,1,55,-23,0527848,00000000
0,2,55,-23,0527878,00000000
0,3,55,-23,0527908,00000000
0,4,55,-23,0527937,00000000
0,5,55,-23,0527967,00000000
0,6,55,-23,0527996,00000000
0,7,55,-23,0528026,00000000
0,8,55,-22,0528055,00000000
0,9,55,-21,0528085,00000000
0,0,56,-20,0528423,00000000
0,1,56,-20,0528453,00000000
0,2,56,-20,0528482,00000000
0,3,56,-20,0528512,00000000
0,4,56,-20,0528542,00000000
0,5,56,-20,0528571,00000000
0,6,56,-20,0528601,00000000
0,7,56,-20,0528630,00000000
0,8,56,-20,0528660,00000000
0,9,56,-20,0528689,00000000
0,0,57,-20,0529028,00000000
0,1,57,-20,0529057,00000000
0,2,57,-20,0529087,00000000
0,3,57,-20,0529117,00000000
0,4,57,-20,0529146,00000000
0,5,57,-20,0529176,00000000
0,6,57,-20,0529205,00000000
0,7,57,-20,0529235,00000000
0,8,57,-20,0529264,00000000
0,9,57,-20,0529294,00000000
0,0,58,-20,0529632,00000000
0,1,58,-20,0529662,00000000
0,2,58,-20,0529692,00000000
0,3,58,-21,0529721,00000000
0,4,58,-21,0529751,00000000
0,5,58,-21,0529780,00000000
0,6,58,-21,0529810,00000000
0,7,58,-20,0529839,00000000
0,8,58,-20,0529869,00000000
0,9,58,-20,0529898,00000000
0,0,59,-21,0530237,00000000
0,1,59,-21,0530267,00000000
0,2,59,-21,0530296,00000000
0,3,59,-21,0530326,00000000
0,4,59,-21,0530355,00000000
0,5,59,-21,0530385,00000000
0,6,59,-20,0530414,00000000
0,7,59,-20,0530444,00000000
0,8,59,-20,0530473,00000000
0,9,59,-20,0530503,00000000
0,0,60,-21,0530841,00000000
0,1,60,-21,0530871,00000000
0,2,60,-20,0530901,00000000
0,3,60,-21,0530930,00000000
0,4,60,-21,0530960,00000000
0,5,60,-21,0530989,00000000
0,6,60,-21,0531019,00000000
0,7,60,-21,0531048,00000000
0,8,60,-21,0531078,00000000
0,9,60,-21,0531107,00000000
0,0,61,-22,0531446,00000000
0,1,61,-22,0531476,00000000
0,2,61,-21,0531505,00000000
0,3,61,-21,0531535,00000000
0,4,61,-21,0531564,00000000
0,5,61,-21,0531594,00000000
0,6,61,-22,0531623,00000000
0,7,61,-21,0531653,00000000
0,8,61,-21,0531683,00000000
0,9,61,-21,0531712,00000000
0,0,62,-22,0532051,00000000
0,1,62,-23,0532080,00000000
0,2,62,-23,0532110,00000000
0,3,62,-24,0532139,00000000
0,4,62,-24,0532169,00000000
0,5,62,-24,0532198,00000000
0,6,62,-25,0532228,00000000
0,7,62,-27,0532258,00000000
0,8,62,-27,0532287,00000000
0,9,62,-26,0532317,00000000
0,0,63,-28,0532655,00000000
0,1,63,-27,0532685,00000000
0,2,63,-27,0532714,00000000
0,3,63,-27,0532744,00000000
0,4,63,-28,0532773,00000000
0,5,63,-30,0532803,00000000
0,6,63,-32,0532833,00000000
0,7,63,-32,0532862,00000000
0,8,63,-33,0532892,00000000
0,9,63,-35,0532921,00000000
0,0,64,-35,0533260,00000000
0,1,64,-35,0533289,00000000
0,2,64,-35,0533319,00000000
0,3,64,-36,0533348,00000000
0,4,64,-36,0533378,00000000
0,5,64,-36,0533408,00000000
0,6,64,-36,0533437,00000000
0,7,64,-36,0533467,00000000
0,8,64,-37,0533496,00000000
0,9,64,-37,0533526,00000000
0,0,65,-36,0533864,00000000
0,1,65,-37,0533894,00000000
0,2,65,-38,0533923,00000000
0,3,65,-39,0533953,00000000
0,4,65,-41,0533983,00000000
0,5,65,-44,0534012,00000000
0,6,65,-47,0534042,00000000
0,7,65,-49,0534071,00000000
0,8,65,-50,0534101,00000000
0,9,65,-50,0534130,00000000
0,0,66,-57,0534469,00000000
0,1,66,-59,0534498,00000000
0,2,66,-54,0534528,00000000
0,3,66,-55,0534557,00000000
0,4,66,-59,0534587,00000000
0,5,66,-53,0534617,00000000
0,6,66,-48,0534646,00000000
0,7,66,-48,0534676,00000000
0,8,66,-52,0534705,00000000
0,9,66,-53,0534735,00000000
0,0,67,-42,0535073,00000000
0,1,67,-43,0535103,00000000
0,2,67,-45,0535132,00000000
0,3,67,-44,0535162,00000000
0,4,67,-44,0535192,00000000
0,5,67,-46,0535221,00000000
0,6,67,-46,0535251,00000000
0,7,67,-48,0535280,00000000
0,8,67,-51,0535310,00000000
0,9,67,-50,0535339,00000000
0,0,68,-43,0535678,00000000
0,1,68,-43,0535707,00000000
0,2,68,-44,0535737,00000000
0,3,68,-46,0535766,00000000
0,4,68,-48,0535796,00000000
0,5,68,-48,0535826,00000000
0,6,68,-48,0535855,00000000
0,7,68,-48,0535885,00000000
0,8,68,-49,0535914,00000000
0,9,68,-50,0535944,00000000
0,0,69,-43,0536282,00000000
0,1,69,-42,0536312,00000000
0,2,69,-43,0536341,00000000
0,3,69,-45,0536371,00000000
0,4,69,-46,0536401,00000000
0,5,69,-48,0536430,00000000
0,6,69,-52,0536460,00000000
0,7,69,-54,0536489,00000000
0,8,69,-52,0536519,00000000
0,9,69,-51,0536548,00000000
0,0,70,-42,0536887,00000000
0,1,70,-41,0536916,00000000
0,2,70,-40,0536946,00000000
0,3,70,-40,0536976,00000000
0,4,70,-40,0537005,00000000
0,5,70,-40,0537035,00000000
0,6,70,-40,0537064,00000000
0,7,70,-40,0537094,00000000
0,8,70,-40,0537123,00000000
0,9,70,-40,0537153,00000000
0,0,71,-42,0537491,00000000
0,1,71,-42,0537521,00000000
0,2,71,-41,0537551,00000000
0,3,71,-41,0537580,00000000
0,4,71,-41,0537610,00000000
0,5,71,-42,0537639,00000000
0,6,71,-42,0537669,00000000
0,7,71,-43,0537698,00000000
0,8,71,-44,0537728,00000000
0,9,71,-47,0537757,00000000
0,0,72,-42,0538096,00000000
0,1,72,-42,0538126,00000000
0,2,72,-42,0538155,00000000
0,3,72,-45,0538185,00000000
0,4,72,-48,0538214,00000000
0,5,72,-48,0538244,00000000
0,6,72,-48,0538273,00000000
0,7,72,-45,0538303,00000000
0,8,72,-46,0538333,00000000
0,9,72,-47,0538362,00000000
0,0,73,-52,0538701,00000000
0,1,73,-54,0538730,00000000
0,2,73,-60,0538760,00000000
0,3,73,-59,0538789,00000000
0,4,73,-50,0538819,00000000
0,5,73,-46,0538848,00000000
0,6,73,-44,0538878,00000000
0,7,73,-43,0538907,00000000
0,8,73,-43,0538937,00000000
0,9,73,-44,0538967,00000000
0,0,74,-54,0539305,00000000
0,1,74,-62,0539335,00000000
0,2,74,-56,0539364,00000000
0,3,74,-52,0539394,00000000
0,4,74,-52,0539423,00000000
0,5,74,-57,0539453,00000000
0,6,74,-63,0539482,00000000
0,7,74,-66,0539512,00000000
0,8,74,-73,0539542,00000000
0,9,74,-76,0539571,00000000
0,0,75,-54,0539910,00000000
0,1,75,-60,0539939,00000000
0,2,75,-62,0539969,00000000
0,3,75,-54,0539998,00000000
0,4,75,-53,0540028,00000000
0,5,75,-55,0540058,00000000
0,6,75,-62,0540087,00000000
0,7,75,-62,0540117,00000000
0,8,75,-56,0540146,00000000
0,9,75,-54,0540176,00000000
0,0,76,-61,0540514,00000000
0,1,76,-56,0540544,00000000
0,2,76,-60,0540573,00000000
0,3,76,-67,0540603,00000000
0,4,76,-58,0540632,00000000
0,5,76,-54,0540662,00000000
0,6,76,-52,0540692,00000000
0,7,76,-53,0540721,00000000
0,8,76,-57,0540751,00000000
0,9,76,-59,0540780,00000000
0,0,77,-60,0541119,00000000
0,1,77,-68,0541148,00000000
0,2,77,-69,0541178,00000000
0,3,77,-59,0541207,00000000
0,4,77,-58,0541237,00000000
0,5,77,-59,0541267,00000000
0,6,77,-64,0541296,00000000
0,7,77,-70,0541326,00000000
0,8,77,-73,0541355,00000000
0,9,77,-74,0541385,00000000
0,0,78,-55,0541723,00000000
0,1,78,-62,0541753,00000000
0,2,78,-72,0541782,00000000
0,3,78,-60,0541812,00000000
0,4,78,-59,0541842,00000000
0,5,78,-61,0541871,00000000
0,6,78,-76,0541901,00000000
0,7,78,-61,0541930,00000000
0,8,78,-57,0541960,00000000
0,9,78,-60,0541989,00000000
0,0,79,-65,0542328,00000000
0,1,79,-65,0542357,00000000
0,2,79,-66,0542387,00000000
0,3,79,-68,0542417,00000000
0,4,79,-66,0542446,00000000
0,5,79,-62,0542476,00000000
0,6,79,-60,0542505,00000000
0,7,79,-60,0542535,00000000
0,8,79,-60,0542564,00000000
0,9,79,-60,0542594,00000000
0,0,80,-62,0542932,00000000
0,1,80,-62,0542962,00000000
0,2,80,-64,0542992,00000000
0,3,80,-64,0543021,00000000
0,4,80,-64,0543051,00000000
0,5,80,-60,0543080,00000000
0,6,80,-58,0543110,00000000
0,7,80,-57,0543139,00000000
0,8,80,-57,0543169,00000000
0,9,80,-58,0543198,00000000
0,0,81,-69,0543537,00000000
0,1,81,-61,0543567,00000000
0,2,81,-56,0543596,00000000
0,3,81,-54,0543626,00000000
0,4,81,-54,0543655,00000000
0,5,81,-54,0543685,00000000
0,6,81,-54,0543714,00000000
0,7,81,-55,0543744,00000000
0,8,81,-54,0543773,00000000
0,9,81,-54,0543803,00000000
0,0,82,-56,0544141,00000000
0,1,82,-54,0544171,00000000
0,2,82,-53,0544201,00000000
0,3,82,-53,0544230,00000000
0,4,82,-53,0544260,00000000
0,5,82,-54,0544289,00000000
0,6,82,-54,0544319,00000000
0,7,82,-55,0544348,00000000
0,8,82,-56,0544378,00000000
0,9,82,-57,0544407,00000000
0,0,83,-64,0544746,00000000
0,1,83,-59,0544776,00000000
0,2,83,-58,0544805,00000000
0,3,83,-57,0544835,00000000
0,4,83,-58,0544864,00000000
0,5,83,-60,0544894,00000000
0,6,83,-69,0544923,00000000
0,7,83,-67,0544953,00000000
0,8,83,-60,0544982,00000000
0,9,83,-58,0545012,00000000
0,0,84,-62,0545351,00000000
0,1,84,-60,0545380,00000000
0,2,84,-60,0545410,00000000
0,3,84,-61,0545439,00000000
0,4,84,-62,0545469,00000000
0,5,84,-64,0545498,00000000
0,6,84,-65,0545528,00000000
0,7,84,-63,0545557,00000000
0,8,84,-60,0545587,00000000
0,9,84,-59,0545617,00000000
0,0,85,-52,0545955,00000000
0,1,85,-53,0545985,00000000
0,2,85,-53,0546014,00000000
0,3,85,-53,0546044,00000000
0,4,85,-53,0546073,00000000
0,5,85,-54,0546103,00000000
0,6,85,-55,0546132,00000000
0,7,85,-58,0546162,00000000
0,8,85,-62,0546192,00000000
0,9,85,-65,0546221,00000000
0,0,86,-52,0546560,00000000
0,1,86,-53,0546589,00000000
0,2,86,-54,0546619,00000000
0,3,86,-53,0546648,00000000
0,4,86,-53,0546678,00000000
0,5,86,-54,0546707,00000000
0,6,86,-55,0546737,00000000
0,7,86,-54,0546767,00000000
0,8,86,-54,0546796,00000000
0,9,86,-54,0546826,00000000
0,0,87,-50,0547164,00000000
0,1,87,-48,0547194,00000000
0,2,87,-49,0547223,00000000
0,3,87,-50,0547253,00000000
0,4,87,-52,0547282,00000000
0,5,87,-54,0547312,00000000
0,6,87,-52,0547341,00000000
0,7,87,-50,0547371,00000000
0,8,87,-49,0547401,00000000
0,9,87,-50,0547430,00000000
0,0,88,-61,0547769,00000000
0,1,88,-59,0547798,00000000
0,2,88,-60,0547828,00000000
0,3,88,-58,0547857,00000000
0,4,88,-58,0547887,00000000
0,5,88,-58,0547917,00000000
0,6,88,-58,0547946,00000000
0,7,88,-60,0547976,00000000
0,8,88,-63,0548005,00000000
0,9,88,-68,0548035,00000000
0,0,89,-62,0548373,00000000
0,1,89,-64,0548403,00000000
0,2,89,-66,0548432,00000000
0,3,89,-66,0548462,00000000
0,4,89,-66,0548492,00000000
0,5,89,-65,0548521,00000000
0,6,89,-64,0548551,00000000
0,7,89,-64,0548580,00000000
0,8,89,-64,0548610,00000000
0,9,89,-65,0548639,00000000
0,0,90,-73,0548978,00000000
0,1,90,-73,0549007,00000000
0,2,90,-76,0549037,00000000
0,3,90,-76,0549067,00000000
0,4,90,-77,0549096,00000000
0,5,90,-79,0549126,00000000
0,6,90,-77,0549155,00000000
0,7,90,-78,0549185,00000000
0,8,90,-79,0549214,00000000
0,9,90,-79,0549244,00000000
0,0,91,-73,0549582,00000000
0,1,91,-73,0549612,00000000
0,2,91,-74,0549641,00000000
0,3,91,-72,0549671,00000000
0,4,91,-68,0549701,00000000
0,5,91,-66,0549730,00000000
0,6,91,-66,0549760,00000000
0,7,91,-67,0549789,00000000
0,8,91,-68,0549819,00000000
0,9,91,-67,0549848,00000000
0,0,92,-59,0550187,00000000
0,1,92,-60,0550217,00000000
0,2,92,-60,0550246,00000000
0,3,92,-61,0550276,00000000
0,4,92,-61,0550305,00000000
0,5,92,-62,0550335,00000000
0,6,92,-62,0550364,00000000
0,7,92,-60,0550394,00000000
0,8,92,-60,0550423,00000000
0,9,92,-61,0550453,00000000
0,0,93,-56,0550792,00000000
0,1,93,-55,0550821,00000000
0,2,93,-54,0550851,00000000
0,3,93,-54,0550880,00000000
0,4,93,-54,0550910,00000000
0,5,93,-54,0550939,00000000
0,6,93,-54,0550969,00000000
0,7,93,-54,0550998,00000000
0,8,93,-54,0551028,00000000
0,9,93,-55,0551058,00000000
0,0,94,-57,0551396,00000000
0,1,94,-57,0551426,00000000
0,2,94,-56,0551455,00000000
0,3,94,-56,0551485,00000000
0,4,94,-56,0551514,00000000
0,5,94,-56,0551544,00000000
0,6,94,-56,0551573,00000000
0,7,94,-56,0551603,00000000
0,8,94,-55,0551633,00000000
0,9,94,-55,0551662,00000000
0,0,95,-56,0552001,00000000
0,1,95,-56,0552030,00000000
0,2,95,-56,0552060,00000000
0,3,95,-56,0552089,00000000
0,4,95,-56,0552119,00000000
0,5,95,-56,0552148,00000000
0,6,95,-56,0552178,00000000
0,7,95,-56,0552207,00000000
0,8,95,-56,0552237,00000000
0,9,95,-56,0552267,00000000
0,0,96,-57,0552605,00000000
0,1,96,-57,0552635,00000000
0,2,96,-57,0552664,00000000
0,3,96,-56,0552694,00000000
0,4,96,-56,0552723,00000000
0,5,96,-56,0552753,00000000
0,6,96,-55,0552783,00000000
0,7,96,-55,0552812,00000000
0,8,96,-55,0552842,00000000
0,9,96,-55,0552871,00000000
0,0,97,-55,0553210,00000000
0,1,97,-55,0553239,00000000
0,2,97,-55,0553269,00000000
0,3,97,-56,0553298,00000000
0,4,97,-55,0553328,00000000
0,5,97,-55,0553357,00000000
0,6,97,-55,0553387,00000000
0,7,97,-55,0553417,00000000
0,8,97,-56,0553446,00000000
0,9,97,-56,0553476,00000000
0,0,98,-56,0553814,00000000
0,1,98,-56,0553844,00000000
0,2,98,-55,0553873,00000000
0,3,98,-55,0553903,00000000
0,4,98,-55,0553932,00000000
0,5,98,-54,0553962,00000000
0,6,98,-54,0553992,00000000
0,7,98,-54,0554021,00000000
0,8,98,-54,0554051,00000000
0,9,98,-54,0554080,00000000
0,0,99,-55,0554419,00000000
0,1,99,-55,0554448,00000000
0,2,99,-55,0554478,00000000
0,3,99,-55,0554507,00000000
0,4,99,-56,0554537,00000000
0,5,99,-56,0554567,00000000
0,6,99,-56,0554596,00000000
0,7,99,-55,0554626,00000000
0,8,99,-55,0554655,00000000
0,9,99,-56,0554685,00000000
0,0,100,-55,0555023,00000000
0,1,100,-55,0555053,00000000
0,2,100,-55,0555082,00000000
0,3,100,-55,0555112,00000000
0,4,100,-55,0555142,00000000
0,5,100,-55,0555171,00000000
0,6,100,-55,0555201,00000000
0,7,100,-55,0555230,00000000
0,8,100,-55,0555260,00000000
0,9,100,-55,0555289,00000000
0,0,101,-55,0555628,00000000
0,1,101,-55,0555657,00000000
0,2,101,-55,0555687,00000000
0,3,101,-55,0555717,00000000
0,4,101,-55,0555746,00000000
0,5,101,-55,0555776,00000000
0,6,101,-55,0555805,00000000
0,7,101,-55,0555835,00000000
0,8,101,-55,0555864,00000000
0,9,101,-55,0555894,00000000
0,0,102,-55,0556232,00000000
0,1,102,-55,0556262,00000000
0,2,102,-55,0556292,00000000
0,3,102,-55,0556321,00000000
0,4,102,-55,0556351,00000000
0,5,102,-55,0556380,00000000
0,6,102,-55,0556410,00000000
0,7,102,-56,0556439,00000000
0,8,102,-55,0556469,00000000
0,9,102,-55,0556498,00000000
0,0,103,-55,0556837,00000000
0,1,103,-55,0556867,00000000
0,2,103,-55,0556896,00000000
0,3,103,-55,0556926,00000000
0,4,103,-56,0556955,00000000
0,5,103,-55,0556985,00000000
0,6,103,-55,0557014,00000000
0,7,103,-55,0557044,00000000
0,8,103,-55,0557073,00000000
0,9,103,-55,0557103,00000000
0,0,104,-56,0557442,00000000
0,1,104,-55,0557471,00000000
0,2,104,-55,0557501,00000000
0,3,104,-55,0557530,00000000
0,4,104,-55,0557560,00000000
0,5,104,-55,0557589,00000000
0,6,104,-55,0557619,00000000
0,7,104,-55,0557648,00000000
0,8,104,-55,0557678,00000000
0,9,104,-55,0557708,00000000
0,0,105,-55,0558046,00000000
0,1,105,-55,0558076,00000000
0,2,105,-55,0558105,00000000
0,3,105,-55,0558135,00000000
0,4,105,-55,0558164,00000000
0,5,105,-55,0558194,00000000
0,6,105,-55,0558223,00000000
0,7,105,-55,0558253,00000000
0,8,105,-55,0558283,00000000
0,9,105,-55,0558312,00000000
0,0,106,-55,0558651,00000000
0,1,106,-55,0558680,00000000
0,2,106,-55,0558710,00000000
0,3,106,-55,0558739,00000000
0,4,106,-55,0558769,00000000
0,5,106,-55,0558798,00000000
0,6,106,-55,0558828,00000000
0,7,106,-55,0558858,00000000
0,8,106,-55,0558887,00000000
