RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,20,-36,"['-39', '120', '-32', '-59']"
1,1,21,-36,"['-39', '120', '-32', '-59']"
1,1,22,-36,"['-39', '120', '-32', '-59']"
1,1,23,-36,"['-39', '120', '-32', '-59']"
1,1,19,-36,"['-39', '120', '-32', '-59']"
2,1,20,-36,"['-54', '-33', '0', '-36']"
2,1,21,-36,"['-54', '-33', '0', '-36']"
2,1,22,-36,"['-54', '-33', '0', '-36']"
2,1,23,-36,"['-54', '-33', '0', '-36']"
2,1,19,-36,"['-54', '-33', '0', '-36']"
3,1,20,-62,"['-40', '-60', '-36', '0']"
3,1,21,-62,"['-40', '-60', '-36', '0']"
3,1,22,-62,"['-40', '-60', '-36', '0']"
3,1,23,-62,"['-40', '-60', '-36', '0']"
3,1,19,-62,"['-40', '-60', '-36', '0']"
0,1,21,-46,"[0, '-40', '-54', '-41']"
0,1,22,-46,"[0, '-40', '-54', '-41']"
0,1,23,-46,"[0, '-40', '-54', '-41']"
0,1,19,-46,"[0, '-40', '-54', '-41']"
0,1,20,-47,"[0, '-40', '-54', '-41']"
1,1,25,-36,"['-39', '120', '-32', '-59']"
1,1,26,-36,"['-39', '120', '-32', '-59']"
1,1,27,-36,"['-39', '120', '-32', '-59']"
1,1,28,-36,"['-39', '120', '-32', '-59']"
1,1,24,-36,"['-39', '120', '-32', '-59']"
2,1,25,-36,"['-54', '-33', '0', '-36']"
2,1,26,-36,"['-54', '-33', '0', '-36']"
2,1,27,-36,"['-54', '-33', '0', '-36']"
2,1,28,-36,"['-54', '-33', '0', '-36']"
2,1,24,-36,"['-54', '-33', '0', '-36']"
3,1,25,-62,"['-41', '-60', '-36', '0']"
3,1,26,-62,"['-41', '-60', '-36', '0']"
3,1,27,-62,"['-41', '-60', '-36', '0']"
3,1,28,-62,"['-41', '-60', '-36', '0']"
3,1,24,-62,"['-41', '-60', '-36', '0']"
0,1,26,-46,"[0, '-40', '-54', '-41']"
0,1,27,-46,"[0, '-40', '-54', '-41']"
0,1,28,-46,"[0, '-40', '-54', '-41']"
0,1,24,-46,"[0, '-40', '-54', '-41']"
0,1,25,-46,"[0, '-40', '-54', '-41']"
1,1,30,-36,"['-39', '120', '-32', '-59']"
1,1,31,-36,"['-39', '120', '-32', '-59']"
1,1,32,-36,"['-39', '120', '-32', '-59']"
1,1,33,-36,"['-39', '120', '-32', '-59']"
1,1,29,-36,"['-39', '120', '-32', '-59']"
2,1,30,-36,"['-54', '-33', '0', '-36']"
2,1,31,-36,"['-54', '-33', '0', '-36']"
2,1,32,-36,"['-54', '-33', '0', '-36']"
2,1,33,-36,"['-54', '-33', '0', '-36']"
