RxNID,TXNID,PacketNo,RSSI
1,1,208,-28
1,1,204,-28
1,1,205,-28
1,1,206,-28
1,1,207,-28
2,1,205,-33
2,1,206,-33
2,1,207,-33
2,1,208,-33
2,1,204,-33
0,1,204,-31
0,1,205,-31
0,1,206,-31
0,1,207,-31
0,1,208,-31
1,1,213,-28
1,1,209,-28
1,1,210,-28
1,1,211,-28
1,1,212,-28
2,1,210,-33
2,1,211,-33
2,1,212,-33
2,1,213,-33
2,1,209,-33
0,1,209,-31
0,1,210,-31
0,1,211,-31
0,1,212,-31
0,1,213,-31
1,1,218,-28
1,1,214,-27
1,1,215,-28
1,1,216,-28
1,1,217,-28
2,1,215,-33
2,1,216,-33
2,1,217,-33
2,1,218,-33
2,1,214,-33
0,1,214,-31
0,1,215,-31
0,1,216,-31
0,1,217,-31
0,1,218,-31
1,1,223,-28
1,1,219,-27
1,1,220,-28
1,1,221,-27
1,1,222,-28
2,1,220,-33
2,1,221,-33
2,1,222,-33
2,1,223,-33
2,1,219,-33
0,1,219,-31
0,1,220,-31
0,1,221,-31
0,1,222,-31
0,1,223,-31
1,1,228,-28
1,1,224,-28
1,1,225,-27
1,1,226,-28
1,1,227,-28
2,1,225,-33
2,1,226,-33
2,1,227,-33
2,1,228,-33
2,1,224,-33
0,1,224,-31
0,1,225,-31
0,1,226,-31
0,1,227,-31
0,1,228,-31
1,1,233,-28
1,1,229,-28
1,1,230,-27
1,1,231,-28
1,1,232,-28
2,1,230,-33
2,1,231,-33
2,1,232,-33
2,1,233,-33
2,1,229,-33
0,1,229,-31
0,1,230,-31
0,1,231,-31
0,1,232,-31
0,1,233,-31
1,1,238,-28
1,1,234,-27
1,1,235,-27
1,1,236,-28
1,1,237,-28
2,1,235,-33
2,1,236,-33
2,1,237,-33
2,1,238,-33
2,1,234,-33
0,1,234,-31
0,1,235,-31
0,1,236,-31
0,1,237,-31
0,1,238,-31
1,1,243,-28
1,1,239,-27
1,1,240,-28
1,1,241,-28
1,1,242,-28
