RxNID,TXNID,PacketNo,RSSI
1,1,187,-36
1,1,183,-36
1,1,184,-36
1,1,185,-36
1,1,186,-36
2,1,184,-36
2,1,185,-37
2,1,186,-37
2,1,187,-38
2,1,183,-36
0,1,183,-30
0,1,184,-30
0,1,185,-30
0,1,186,-30
0,1,187,-30
1,1,192,-38
1,1,188,-36
1,1,189,-37
1,1,190,-37
1,1,191,-38
2,1,189,-37
2,1,190,-37
2,1,191,-37
2,1,192,-37
2,1,188,-37
0,1,188,-31
0,1,189,-31
0,1,190,-31
0,1,191,-31
0,1,192,-32
1,1,197,-37
1,1,193,-36
1,1,194,-36
1,1,195,-37
1,1,196,-37
2,1,194,-38
2,1,195,-38
2,1,196,-38
2,1,197,-37
2,1,193,-38
0,1,193,-30
0,1,194,-30
0,1,195,-30
0,1,196,-30
0,1,197,-30
1,1,202,-36
1,1,198,-36
1,1,199,-36
1,1,200,-36
1,1,201,-36
2,1,199,-37
2,1,200,-37
2,1,201,-37
2,1,202,-37
2,1,198,-37
0,1,198,-30
0,1,199,-30
0,1,200,-30
0,1,201,-30
0,1,202,-30
1,1,207,-37
1,1,203,-36
1,1,204,-36
1,1,205,-36
1,1,206,-36
2,1,204,-37
2,1,205,-37
2,1,206,-37
2,1,207,-37
2,1,203,-37
0,1,203,-30
0,1,204,-30
0,1,205,-30
0,1,206,-30
0,1,207,-30
1,1,212,-38
1,1,208,-38
1,1,209,-38
1,1,210,-38
1,1,211,-38
2,1,209,-37
2,1,210,-37
2,1,211,-37
2,1,212,-37
2,1,208,-37
0,1,208,-30
0,1,209,-30
0,1,210,-30
0,1,211,-30
0,1,212,-30
1,1,217,-38
1,1,213,-38
1,1,214,-38
1,1,215,-38
1,1,216,-38
2,1,214,-37
2,1,215,-37
2,1,216,-37
2,1,217,-37
2,1,213,-37
0,1,213,-30
0,1,214,-30
0,1,215,-30
0,1,216,-30
0,1,217,-30
1,1,222,-38
1,1,218,-38
1,1,219,-38
1,1,220,-38
1,1,221,-38
