RxNID,TXNID,PacketNo,RSSI
1,1,88,-33
1,1,84,-32
1,1,85,-33
1,1,86,-33
1,1,87,-33
2,1,85,-42
2,1,86,-42
2,1,87,-42
2,1,88,-42
2,1,84,-43
0,1,84,-38
0,1,85,-37
0,1,86,-38
0,1,87,-40
0,1,88,-39
1,1,93,-31
1,1,89,-31
1,1,90,-31
1,1,91,-31
1,1,92,-31
2,1,90,-42
2,1,91,-42
2,1,92,-42
2,1,93,-42
2,1,89,-42
0,1,89,-44
0,1,90,-47
0,1,91,-48
0,1,92,-48
0,1,93,-45
1,1,98,-31
1,1,94,-31
1,1,95,-31
1,1,96,-31
1,1,97,-31
2,1,95,-42
2,1,96,-42
2,1,97,-42
2,1,98,-42
2,1,94,-42
0,1,94,-41
0,1,95,-41
0,1,96,-41
0,1,97,-41
0,1,98,-41
1,1,103,-31
1,1,99,-31
1,1,100,-31
1,1,101,-31
1,1,102,-31
2,1,100,-42
2,1,101,-42
2,1,102,-42
2,1,103,-42
2,1,99,-42
0,1,99,-40
0,1,100,-40
0,1,101,-39
0,1,102,-39
0,1,103,-39
1,1,108,-31
1,1,104,-31
1,1,105,-31
1,1,106,-31
1,1,107,-31
2,1,105,-42
2,1,106,-42
2,1,107,-42
2,1,108,-42
2,1,104,-42
0,1,104,-39
0,1,105,-39
0,1,106,-39
0,1,107,-39
0,1,108,-39
1,1,113,-31
1,1,109,-31
1,1,110,-31
1,1,111,-31
1,1,112,-31
2,1,110,-42
2,1,111,-42
2,1,112,-42
2,1,113,-42
2,1,109,-42
0,1,109,-39
0,1,110,-39
0,1,111,-39
0,1,112,-39
0,1,113,-39
1,1,118,-31
1,1,114,-31
1,1,115,-31
1,1,116,-31
1,1,117,-31
2,1,115,-42
2,1,116,-42
2,1,117,-42
2,1,118,-42
2,1,114,-42
0,1,114,-39
0,1,115,-39
0,1,116,-39
0,1,117,-39
0,1,118,-39
1,1,123,-31
1,1,119,-31
1,1,120,-31
1,1,121,-31
1,1,122,-31
