RxNID,TXNID,PacketNo,RSSI
1,1,21,-37
1,1,17,-37
1,1,18,-37
1,1,19,-37
1,1,20,-37
2,1,18,-28
2,1,19,-28
2,1,20,-28
2,1,21,-28
2,1,17,-28
0,1,17,-33
0,1,18,-33
0,1,19,-33
0,1,20,-33
0,1,21,-33
1,1,26,-37
1,1,22,-37
1,1,23,-37
1,1,24,-37
1,1,25,-37
2,1,23,-28
2,1,24,-28
2,1,25,-28
2,1,26,-28
2,1,22,-28
0,1,22,-33
0,1,23,-33
0,1,24,-33
0,1,25,-33
0,1,26,-33
1,1,31,-37
1,1,27,-37
1,1,28,-37
1,1,29,-37
1,1,30,-37
2,1,28,-28
2,1,29,-28
2,1,30,-28
2,1,31,-28
2,1,27,-28
0,1,27,-33
0,1,28,-33
0,1,29,-33
0,1,30,-33
0,1,31,-33
1,1,36,-37
1,1,32,-37
1,1,33,-37
1,1,34,-37
1,1,35,-37
2,1,33,-28
2,1,34,-28
2,1,35,-28
2,1,36,-28
2,1,32,-28
0,1,32,-33
0,1,33,-33
0,1,34,-33
0,1,35,-33
0,1,36,-33
1,1,41,-37
1,1,37,-37
1,1,38,-37
1,1,39,-37
1,1,40,-37
2,1,38,-28
2,1,39,-28
2,1,40,-28
2,1,41,-28
2,1,37,-28
0,1,37,-33
0,1,38,-33
0,1,39,-33
0,1,40,-33
0,1,41,-33
1,1,46,-37
1,1,42,-37
1,1,43,-37
1,1,44,-37
1,1,45,-37
2,1,43,-28
2,1,44,-28
2,1,45,-28
2,1,46,-28
2,1,42,-28
0,1,42,-33
0,1,43,-33
0,1,44,-33
0,1,45,-33
0,1,46,-33
1,1,51,-37
1,1,47,-37
1,1,48,-37
1,1,49,-37
1,1,50,-37
2,1,48,-28
2,1,49,-28
2,1,50,-28
2,1,51,-28
2,1,47,-28
0,1,47,-33
0,1,48,-33
0,1,49,-33
0,1,50,-33
0,1,51,-33
1,1,56,-37
1,1,52,-37
1,1,53,-37
1,1,54,-37
1,1,55,-37
