RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,202,-51,"['-52', '120', '-28', '-51']"
1,1,203,-51,"['-52', '120', '-28', '-51']"
1,1,204,-51,"['-52', '120', '-28', '-51']"
1,1,205,-51,"['-52', '120', '-28', '-51']"
1,1,206,-51,"['-52', '120', '-28', '-51']"
2,1,202,-51,"['-65', '-29', '0', '-43']"
2,1,203,-51,"['-65', '-29', '0', '-43']"
2,1,204,-51,"['-65', '-29', '0', '-43']"
2,1,205,-51,"['-65', '-29', '0', '-43']"
2,1,206,-51,"['-65', '-29', '0', '-43']"
3,1,202,-43,"['-36', '-52', '-42', '0']"
3,1,203,-43,"['-36', '-52', '-42', '0']"
3,1,204,-43,"['-36', '-52', '-42', '0']"
3,1,205,-43,"['-36', '-52', '-42', '0']"
3,1,206,-43,"['-36', '-52', '-42', '0']"
0,1,203,-24,"[0, '-52', '-66', '-36']"
0,1,204,-23,"[0, '-52', '-66', '-36']"
0,1,205,-24,"[0, '-52', '-66', '-36']"
0,1,206,-24,"[0, '-52', '-66', '-36']"
0,1,202,-23,"[0, '-52', '-66', '-36']"
1,1,207,-51,"['-51', '120', '-28', '-51']"
1,1,208,-51,"['-51', '120', '-28', '-51']"
1,1,209,-51,"['-51', '120', '-28', '-51']"
1,1,210,-51,"['-51', '120', '-28', '-51']"
1,1,211,-51,"['-51', '120', '-28', '-51']"
2,1,207,-51,"['-65', '-29', '0', '-43']"
2,1,208,-51,"['-65', '-29', '0', '-43']"
2,1,209,-51,"['-65', '-29', '0', '-43']"
2,1,210,-51,"['-65', '-29', '0', '-43']"
2,1,211,-51,"['-65', '-29', '0', '-43']"
3,1,207,-43,"['-36', '-52', '-42', '0']"
3,1,208,-43,"['-36', '-52', '-42', '0']"
3,1,209,-43,"['-36', '-52', '-42', '0']"
3,1,210,-43,"['-36', '-52', '-42', '0']"
3,1,211,-43,"['-36', '-52', '-42', '0']"
0,1,208,-23,"[0, '-52', '-66', '-36']"
0,1,209,-23,"[0, '-52', '-66', '-36']"
0,1,210,-23,"[0, '-52', '-66', '-36']"
0,1,211,-23,"[0, '-52', '-66', '-36']"
0,1,207,-23,"[0, '-52', '-66', '-36']"
1,1,212,-51,"['-52', '120', '-28', '-51']"
1,1,213,-51,"['-52', '120', '-28', '-51']"
1,1,214,-51,"['-52', '120', '-28', '-51']"
1,1,215,-51,"['-52', '120', '-28', '-51']"
1,1,216,-51,"['-52', '120', '-28', '-51']"
2,1,212,-51,"['-65', '-29', '0', '-43']"
2,1,213,-51,"['-65', '-29', '0', '-43']"
2,1,214,-51,"['-65', '-29', '0', '-43']"
2,1,215,-51,"['-65', '-29', '0', '-43']"
2,1,216,-51,"['-65', '-29', '0', '-43']"
3,1,212,-43,"['-36', '-52', '-43', '0']"
3,1,213,-43,"['-36', '-52', '-43', '0']"
3,1,214,-43,"['-36', '-52', '-43', '0']"
3,1,215,-43,"['-36', '-52', '-43', '0']"
3,1,216,-43,"['-36', '-52', '-43', '0']"
0,1,213,-23,"[0, '-52', '-66', '-36']"
0,1,214,-23,"[0, '-52', '-66', '-36']"
0,1,215,-23,"[0, '-52', '-66', '-36']"
0,1,216,-23,"[0, '-52', '-66', '-36']"
0,1,212,-23,"[0, '-52', '-66', '-36']"
1,1,217,-51,"['-52', '120', '-28', '-51']"
1,1,218,-51,"['-52', '120', '-28', '-51']"
1,1,219,-51,"['-52', '120', '-28', '-51']"
1,1,220,-51,"['-52', '120', '-28', '-51']"
1,1,221,-51,"['-52', '120', '-28', '-51']"
2,1,217,-51,"['-65', '-29', '0', '-43']"
2,1,218,-51,"['-65', '-29', '0', '-43']"
2,1,219,-51,"['-65', '-29', '0', '-43']"
2,1,220,-51,"['-65', '-29', '0', '-43']"
2,1,221,-51,"['-65', '-29', '0', '-43']"
3,1,217,-43,"['-36', '-52', '-43', '0']"
