RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,195,-31,"['-53', '120', '-28', '-56']"
1,1,196,-31,"['-53', '120', '-28', '-56']"
1,1,197,-31,"['-53', '120', '-28', '-56']"
1,1,198,-31,"['-53', '120', '-28', '-56']"
1,1,199,-31,"['-53', '120', '-28', '-56']"
2,1,195,-30,"['-60', '-29', '0', '-42']"
2,1,196,-30,"['-60', '-29', '0', '-42']"
2,1,197,-31,"['-60', '-29', '0', '-42']"
2,1,198,-30,"['-60', '-29', '0', '-42']"
2,1,199,-30,"['-60', '-29', '0', '-42']"
3,1,195,-60,"['-36', '-56', '-42', '0']"
3,1,196,-60,"['-36', '-56', '-42', '0']"
3,1,197,-60,"['-36', '-56', '-42', '0']"
3,1,198,-60,"['-36', '-56', '-42', '0']"
3,1,199,-60,"['-36', '-56', '-42', '0']"
0,1,195,-48,"[0, '-54', '-60', '-36']"
0,1,196,-48,"[0, '-54', '-60', '-36']"
0,1,197,-48,"[0, '-54', '-60', '-36']"
0,1,198,-48,"[0, '-54', '-60', '-36']"
0,1,199,-48,"[0, '-54', '-60', '-36']"
1,1,200,-31,"['-53', '120', '-28', '-55']"
1,1,201,-31,"['-53', '120', '-28', '-55']"
1,1,202,-31,"['-53', '120', '-28', '-55']"
1,1,203,-31,"['-53', '120', '-28', '-55']"
1,1,204,-31,"['-53', '120', '-28', '-55']"
2,1,200,-30,"['-60', '-29', '0', '-42']"
2,1,201,-30,"['-60', '-29', '0', '-42']"
2,1,202,-30,"['-60', '-29', '0', '-42']"
2,1,203,-31,"['-60', '-29', '0', '-42']"
2,1,204,-30,"['-60', '-29', '0', '-42']"
3,1,200,-60,"['-36', '-56', '-42', '0']"
3,1,201,-60,"['-36', '-56', '-42', '0']"
3,1,202,-60,"['-36', '-56', '-42', '0']"
3,1,203,-60,"['-36', '-56', '-42', '0']"
3,1,204,-60,"['-36', '-56', '-42', '0']"
0,1,200,-48,"[0, '-54', '-60', '-36']"
0,1,201,-48,"[0, '-54', '-60', '-36']"
0,1,202,-47,"[0, '-54', '-60', '-36']"
0,1,203,-48,"[0, '-54', '-60', '-36']"
0,1,204,-48,"[0, '-54', '-60', '-36']"
1,1,205,-31,"['-53', '120', '-28', '-55']"
1,1,206,-31,"['-53', '120', '-28', '-55']"
1,1,207,-31,"['-53', '120', '-28', '-55']"
1,1,208,-31,"['-53', '120', '-28', '-55']"
1,1,209,-31,"['-53', '120', '-28', '-55']"
2,1,205,-30,"['-60', '-29', '0', '-42']"
2,1,206,-30,"['-60', '-29', '0', '-42']"
2,1,207,-30,"['-60', '-29', '0', '-42']"
2,1,208,-30,"['-60', '-29', '0', '-42']"
2,1,209,-30,"['-60', '-29', '0', '-42']"
3,1,205,-60,"['-36', '-56', '-42', '0']"
