RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,228,-35,"['-59', '120', '-37', '-51']"
1,1,229,-34,"['-59', '120', '-37', '-51']"
1,1,230,-34,"['-59', '120', '-37', '-51']"
1,1,231,-34,"['-59', '120', '-37', '-51']"
1,1,232,-34,"['-59', '120', '-37', '-51']"
2,1,228,-41,"['-64', '-38', '0', '-42']"
2,1,229,-41,"['-64', '-38', '0', '-42']"
2,1,230,-41,"['-64', '-38', '0', '-42']"
2,1,231,-42,"['-64', '-38', '0', '-42']"
2,1,232,-41,"['-64', '-38', '0', '-42']"
3,1,228,-52,"['-36', '-52', '-42', '0']"
3,1,229,-52,"['-36', '-52', '-42', '0']"
3,1,230,-52,"['-36', '-52', '-42', '0']"
3,1,231,-52,"['-36', '-52', '-42', '0']"
3,1,232,-52,"['-36', '-52', '-42', '0']"
0,1,228,-65,"[0, '-59', '-65', '-36']"
0,1,229,-65,"[0, '-59', '-65', '-36']"
0,1,230,-65,"[0, '-59', '-65', '-36']"
0,1,231,-65,"[0, '-59', '-65', '-36']"
0,1,232,-65,"[0, '-59', '-65', '-36']"
1,1,233,-34,"['-59', '120', '-37', '-51']"
1,1,234,-34,"['-59', '120', '-37', '-51']"
1,1,235,-34,"['-59', '120', '-37', '-51']"
1,1,236,-34,"['-59', '120', '-37', '-51']"
1,1,237,-34,"['-59', '120', '-37', '-51']"
2,1,233,-41,"['-64', '-38', '0', '-42']"
2,1,234,-41,"['-64', '-38', '0', '-42']"
2,1,235,-41,"['-64', '-38', '0', '-42']"
2,1,236,-42,"['-64', '-38', '0', '-42']"
2,1,237,-41,"['-64', '-38', '0', '-42']"
3,1,233,-52,"['-36', '-52', '-42', '0']"
3,1,234,-52,"['-36', '-52', '-42', '0']"
3,1,235,-52,"['-36', '-52', '-42', '0']"
3,1,236,-52,"['-36', '-52', '-42', '0']"
3,1,237,-52,"['-36', '-52', '-42', '0']"
0,1,233,-65,"[0, '-59', '-65', '-37']"
0,1,234,-65,"[0, '-59', '-65', '-37']"
0,1,235,-64,"[0, '-59', '-65', '-37']"
0,1,236,-65,"[0, '-59', '-65', '-37']"
0,1,237,-65,"[0, '-59', '-65', '-37']"
1,1,238,-34,"['-59', '120', '-37', '-51']"
1,1,239,-34,"['-59', '120', '-37', '-51']"
1,1,240,-34,"['-59', '120', '-37', '-51']"
1,1,241,-34,"['-59', '120', '-37', '-51']"
1,1,242,-34,"['-59', '120', '-37', '-51']"
2,1,238,-41,"['-64', '-38', '0', '-42']"
2,1,239,-41,"['-64', '-38', '0', '-42']"
2,1,240,-41,"['-64', '-38', '0', '-42']"
2,1,241,-41,"['-64', '-38', '0', '-42']"
2,1,242,-42,"['-64', '-38', '0', '-42']"
3,1,238,-52,"['-36', '-52', '-42', '0']"
3,1,239,-52,"['-36', '-52', '-42', '0']"
3,1,240,-52,"['-36', '-52', '-42', '0']"
3,1,241,-52,"['-36', '-52', '-42', '0']"
3,1,242,-52,"['-36', '-52', '-42', '0']"
0,1,238,-65,"[0, '-59', '-65', '-36']"
0,1,239,-65,"[0, '-59', '-65', '-36']"
0,1,240,-65,"[0, '-59', '-65', '-36']"
0,1,241,-65,"[0, '-59', '-65', '-36']"
0,1,242,-65,"[0, '-59', '-65', '-36']"
1,1,243,-34,"['-59', '120', '-37', '-51']"
1,1,244,-34,"['-59', '120', '-37', '-51']"
1,1,245,-34,"['-59', '120', '-37', '-51']"
1,1,246,-34,"['-59', '120', '-37', '-51']"
1,1,247,-34,"['-59', '120', '-37', '-51']"
2,1,243,-41,"['-64', '-38', '0', '-42']"
2,1,244,-41,"['-64', '-38', '0', '-42']"
2,1,245,-41,"['-64', '-38', '0', '-42']"
2,1,246,-42,"['-64', '-38', '0', '-42']"
2,1,247,-41,"['-64', '-38', '0', '-42']"
3,1,243,-52,"['-36', '-52', '-42', '0']"
3,1,244,-52,"['-36', '-52', '-42', '0']"
3,1,245,-52,"['-36', '-52', '-42', '0']"
3,1,246,-52,"['-36', '-52', '-42', '0']"
3,1,247,-52,"['-36', '-52', '-42', '0']"
0,1,243,-65,"[0, '-59', '-65', '-36']"
0,1,244,-65,"[0, '-59', '-65', '-36']"
0,1,245,-65,"[0, '-59', '-65', '-36']"
0,1,246,-65,"[0, '-59', '-65', '-36']"
0,1,247,-65,"[0, '-59', '-65', '-36']"
1,1,248,-34,"['-59', '120', '-37', '-51']"
1,1,249,-34,"['-59', '120', '-37', '-51']"
1,1,250,-34,"['-59', '120', '-37', '-51']"
1,1,251,-34,"['-59', '120', '-37', '-51']"
1,1,252,-34,"['-59', '120', '-37', '-51']"
2,1,248,-41,"['-64', '-38', '0', '-42']"
2,1,249,-41,"['-64', '-38', '0', '-42']"
2,1,250,-41,"['-64', '-38', '0', '-42']"
2,1,251,-41,"['-64', '-38', '0', '-42']"
2,1,252,-42,"['-64', '-38', '0', '-42']"
3,1,248,-52,"['-36', '-52', '-42', '0']"
3,1,249,-52,"['-36', '-52', '-42', '0']"
3,1,250,-52,"['-36', '-52', '-42', '0']"
3,1,251,-52,"['-36', '-52', '-42', '0']"
3,1,252,-52,"['-36', '-52', '-42', '0']"
0,1,248,-65,"[0, '-59', '-65', '-37']"
0,1,249,-65,"[0, '-59', '-65', '-37']"
0,1,250,-65,"[0, '-59', '-65', '-37']"
