RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,202,-47,"['-52', '120', '-28', '-50']"
1,1,203,-47,"['-52', '120', '-28', '-50']"
1,1,204,-47,"['-52', '120', '-28', '-50']"
1,1,205,-47,"['-52', '120', '-28', '-50']"
1,1,206,-47,"['-52', '120', '-28', '-50']"
2,1,202,-45,"['-63', '-29', '0', '-43']"
2,1,203,-45,"['-63', '-29', '0', '-43']"
2,1,204,-45,"['-63', '-29', '0', '-43']"
2,1,205,-45,"['-63', '-29', '0', '-43']"
2,1,206,-45,"['-63', '-29', '0', '-43']"
3,1,202,-47,"['-36', '-51', '-43', '0']"
3,1,203,-47,"['-36', '-51', '-43', '0']"
3,1,204,-48,"['-36', '-51', '-43', '0']"
3,1,205,-48,"['-36', '-51', '-43', '0']"
3,1,206,-48,"['-36', '-51', '-43', '0']"
0,1,202,-39,"[0, '-53', '-64', '-36']"
0,1,203,-39,"[0, '-53', '-64', '-36']"
0,1,204,-39,"[0, '-53', '-64', '-36']"
0,1,205,-39,"[0, '-53', '-64', '-36']"
0,1,206,-39,"[0, '-53', '-64', '-36']"
1,1,207,-47,"['-52', '120', '-28', '-50']"
1,1,208,-47,"['-52', '120', '-28', '-50']"
1,1,209,-47,"['-52', '120', '-28', '-50']"
1,1,210,-47,"['-52', '120', '-28', '-50']"
1,1,211,-47,"['-52', '120', '-28', '-50']"
2,1,207,-45,"['-63', '-29', '0', '-43']"
2,1,208,-45,"['-63', '-29', '0', '-43']"
2,1,209,-45,"['-63', '-29', '0', '-43']"
2,1,210,-45,"['-63', '-29', '0', '-43']"
2,1,211,-45,"['-63', '-29', '0', '-43']"
3,1,207,-47,"['-36', '-52', '-43', '0']"
3,1,208,-47,"['-36', '-52', '-43', '0']"
3,1,209,-47,"['-36', '-52', '-43', '0']"
3,1,210,-47,"['-36', '-52', '-43', '0']"
3,1,211,-47,"['-36', '-52', '-43', '0']"
0,1,207,-39,"[0, '-53', '-64', '-36']"
0,1,208,-40,"[0, '-53', '-64', '-36']"
0,1,209,-40,"[0, '-53', '-64', '-36']"
0,1,210,-40,"[0, '-53', '-64', '-36']"
0,1,211,-40,"[0, '-53', '-64', '-36']"
1,1,212,-47,"['-52', '120', '-28', '-50']"
1,1,213,-47,"['-52', '120', '-28', '-50']"
1,1,214,-47,"['-52', '120', '-28', '-50']"
1,1,215,-47,"['-52', '120', '-28', '-50']"
1,1,216,-47,"['-52', '120', '-28', '-50']"
2,1,212,-45,"['-64', '-29', '0', '-43']"
2,1,213,-45,"['-64', '-29', '0', '-43']"
2,1,214,-45,"['-64', '-29', '0', '-43']"
2,1,215,-45,"['-64', '-29', '0', '-43']"
2,1,216,-45,"['-64', '-29', '0', '-43']"
3,1,212,-47,"['-36', '-51', '-43', '0']"
3,1,213,-46,"['-36', '-51', '-43', '0']"
3,1,214,-46,"['-36', '-51', '-43', '0']"
3,1,215,-46,"['-36', '-51', '-43', '0']"
3,1,216,-46,"['-36', '-51', '-43', '0']"
0,1,212,-39,"[0, '-53', '-64', '-36']"
0,1,213,-40,"[0, '-53', '-64', '-36']"
0,1,214,-40,"[0, '-53', '-64', '-36']"
0,1,215,-40,"[0, '-53', '-64', '-36']"
0,1,216,-39,"[0, '-53', '-64', '-36']"
1,1,217,-47,"['-52', '120', '-28', '-50']"
1,1,218,-47,"['-52', '120', '-28', '-50']"
1,1,219,-47,"['-52', '120', '-28', '-50']"
1,1,220,-47,"['-52', '120', '-28', '-50']"
1,1,221,-47,"['-52', '120', '-28', '-50']"
2,1,217,-45,"['-66', '-29', '0', '-43']"
2,1,218,-45,"['-66', '-29', '0', '-43']"
2,1,219,-45,"['-66', '-29', '0', '-43']"
2,1,220,-45,"['-66', '-29', '0', '-43']"
2,1,221,-45,"['-66', '-29', '0', '-43']"
3,1,217,-46,"['-36', '-51', '-43', '0']"
3,1,218,-46,"['-36', '-51', '-43', '0']"
3,1,219,-46,"['-36', '-51', '-43', '0']"
3,1,220,-46,"['-36', '-51', '-43', '0']"
3,1,221,-46,"['-36', '-51', '-43', '0']"
0,1,217,-39,"[0, '-53', '-65', '-36']"
0,1,218,-40,"[0, '-53', '-65', '-36']"
0,1,219,-40,"[0, '-53', '-65', '-36']"
0,1,220,-40,"[0, '-53', '-65', '-36']"
0,1,221,-40,"[0, '-53', '-65', '-36']"
1,1,222,-47,"['-52', '120', '-28', '-50']"
1,1,223,-47,"['-52', '120', '-28', '-50']"
1,1,224,-47,"['-52', '120', '-28', '-50']"
1,1,225,-47,"['-52', '120', '-28', '-50']"
1,1,226,-47,"['-52', '120', '-28', '-50']"
2,1,222,-45,"['-64', '-29', '0', '-43']"
2,1,223,-45,"['-64', '-29', '0', '-43']"
2,1,224,-45,"['-64', '-29', '0', '-43']"
2,1,225,-45,"['-64', '-29', '0', '-43']"
2,1,226,-45,"['-64', '-29', '0', '-43']"
3,1,222,-46,"['-36', '-51', '-43', '0']"
3,1,223,-46,"['-36', '-51', '-43', '0']"
3,1,224,-46,"['-36', '-51', '-43', '0']"
3,1,225,-46,"['-36', '-51', '-43', '0']"
3,1,226,-46,"['-36', '-51', '-43', '0']"
0,1,222,-40,"[0, '-53', '-64', '-36']"
0,1,223,-40,"[0, '-53', '-64', '-36']"
0,1,224,-40,"[0, '-53', '-64', '-36']"
