RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
3,1,211,-47,"['-36', '-52', '-42', '0']"
3,1,212,-47,"['-36', '-52', '-42', '0']"
3,1,213,-47,"['-36', '-52', '-42', '0']"
3,1,214,-47,"['-36', '-52', '-42', '0']"
3,1,215,-47,"['-36', '-52', '-42', '0']"
0,1,211,-57,"[0, 1, 2, '-37']"
0,1,212,-57,"[0, 1, 2, '-37']"
0,1,213,-57,"[0, 1, 2, '-37']"
0,1,214,-57,"[0, 1, 2, '-37']"
0,1,215,-57,"[0, 1, 2, '-37']"
1,1,216,-56,"['-58', '120', '-36', '-52']"
1,1,217,-56,"['-58', '120', '-36', '-52']"
1,1,218,-56,"['-58', '120', '-36', '-52']"
1,1,219,-56,"['-58', '120', '-36', '-52']"
1,1,220,-56,"['-58', '120', '-36', '-52']"
2,1,216,-38,"['-60', '-37', '0', '-42']"
2,1,217,-38,"['-60', '-37', '0', '-42']"
2,1,218,-38,"['-60', '-37', '0', '-42']"
2,1,219,-39,"['-60', '-37', '0', '-42']"
2,1,220,-39,"['-60', '-37', '0', '-42']"
3,1,216,-47,"['-37', '-52', '-42', '0']"
3,1,217,-47,"['-37', '-52', '-42', '0']"
3,1,218,-47,"['-37', '-52', '-42', '0']"
3,1,219,-47,"['-37', '-52', '-42', '0']"
3,1,220,-47,"['-37', '-52', '-42', '0']"
0,1,216,-57,"[0, '-58', '-60', '-37']"
0,1,217,-57,"[0, '-58', '-60', '-37']"
0,1,218,-57,"[0, '-58', '-60', '-37']"
0,1,219,-57,"[0, '-58', '-60', '-37']"
0,1,220,-57,"[0, '-58', '-60', '-37']"
1,1,221,-56,"['-58', '120', '-36', '-52']"
1,1,222,-56,"['-58', '120', '-36', '-52']"
1,1,223,-56,"['-58', '120', '-36', '-52']"
1,1,224,-56,"['-58', '120', '-36', '-52']"
1,1,225,-56,"['-58', '120', '-36', '-52']"
2,1,221,-38,"['-60', '-37', '0', '-42']"
2,1,222,-39,"['-60', '-37', '0', '-42']"
2,1,223,-39,"['-60', '-37', '0', '-42']"
2,1,224,-39,"['-60', '-37', '0', '-42']"
2,1,225,-39,"['-60', '-37', '0', '-42']"
3,1,221,-47,"['-37', '-52', '-42', '0']"
3,1,222,-47,"['-37', '-52', '-42', '0']"
3,1,223,-47,"['-37', '-52', '-42', '0']"
3,1,224,-47,"['-37', '-52', '-42', '0']"
3,1,225,-47,"['-37', '-52', '-42', '0']"
0,1,221,-57,"[0, '-58', '-60', '-37']"
0,1,222,-57,"[0, '-58', '-60', '-37']"
0,1,223,-57,"[0, '-58', '-60', '-37']"
0,1,224,-57,"[0, '-58', '-60', '-37']"
0,1,225,-57,"[0, '-58', '-60', '-37']"
1,1,226,-57,"['-58', '120', '-36', '-52']"
1,1,227,-56,"['-58', '120', '-36', '-52']"
1,1,228,-56,"['-58', '120', '-36', '-52']"
1,1,229,-56,"['-58', '120', '-36', '-52']"
1,1,230,-56,"['-58', '120', '-36', '-52']"
2,1,226,-38,"['-60', '-37', '0', '-42']"
2,1,227,-39,"['-60', '-37', '0', '-42']"
2,1,228,-39,"['-60', '-37', '0', '-42']"
2,1,229,-38,"['-60', '-37', '0', '-42']"
2,1,230,-39,"['-60', '-37', '0', '-42']"
3,1,226,-47,"['-37', '-52', '-42', '0']"
3,1,227,-47,"['-37', '-52', '-42', '0']"
3,1,228,-47,"['-37', '-52', '-42', '0']"
3,1,229,-47,"['-37', '-52', '-42', '0']"
3,1,230,-47,"['-37', '-52', '-42', '0']"
0,1,226,-57,"[0, '-58', '-60', '-37']"
0,1,227,-57,"[0, '-58', '-60', '-37']"
0,1,228,-57,"[0, '-58', '-60', '-37']"
0,1,229,-57,"[0, '-58', '-60', '-37']"
0,1,230,-57,"[0, '-58', '-60', '-37']"
1,1,231,-56,"['-58', '120', '-36', '-52']"
1,1,232,-56,"['-58', '120', '-36', '-52']"
1,1,233,-56,"['-58', '120', '-36', '-52']"
1,1,234,-56,"['-58', '120', '-36', '-52']"
1,1,235,-56,"['-58', '120', '-36', '-52']"
2,1,231,-39,"['-60', '-37', '0', '-42']"
2,1,232,-39,"['-60', '-37', '0', '-42']"
2,1,233,-39,"['-60', '-37', '0', '-42']"
2,1,234,-39,"['-60', '-37', '0', '-42']"
2,1,235,-39,"['-60', '-37', '0', '-42']"
3,1,231,-47,"['-37', '-52', '-42', '0']"
3,1,232,-47,"['-37', '-52', '-42', '0']"
3,1,233,-47,"['-37', '-52', '-42', '0']"
3,1,234,-47,"['-37', '-52', '-42', '0']"
3,1,235,-47,"['-37', '-52', '-42', '0']"
0,1,231,-56,"[0, '-58', '-61', '-37']"
0,1,232,-57,"[0, '-58', '-61', '-37']"
0,1,233,-57,"[0, '-58', '-61', '-37']"
0,1,234,-57,"[0, '-58', '-61', '-37']"
0,1,235,-57,"[0, '-58', '-61', '-37']"
1,1,236,-56,"['-58', '120', '-36', '-52']"
1,1,237,-56,"['-58', '120', '-36', '-52']"
1,1,238,-56,"['-58', '120', '-36', '-52']"
1,1,239,-56,"['-58', '120', '-36', '-52']"
1,1,240,-56,"['-58', '120', '-36', '-52']"
2,1,236,-39,"['-60', '-37', '0', '-42']"
2,1,237,-39,"['-60', '-37', '0', '-42']"
2,1,238,-39,"['-60', '-37', '0', '-42']"
2,1,239,-39,"['-60', '-37', '0', '-42']"
2,1,240,-38,"['-60', '-37', '0', '-42']"
3,1,236,-47,"['-37', '-52', '-42', '0']"
3,1,237,-47,"['-37', '-52', '-42', '0']"
3,1,238,-47,"['-37', '-52', '-42', '0']"
3,1,239,-47,"['-37', '-52', '-42', '0']"
3,1,240,-47,"['-37', '-52', '-42', '0']"
0,1,236,-57,"[0, '-58', '-60', '-37']"
0,1,237,-57,"[0, '-58', '-60', '-37']"
0,1,238,-57,"[0, '-58', '-60', '-37']"
0,1,239,-57,"[0, '-58', '-60', '-37']"
0,1,240,-57,"[0, '-58', '-60', '-37']"
