RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,166,-39,"['-52', '120', '-28', '-50']"
1,1,167,-39,"['-52', '120', '-28', '-50']"
1,1,168,-39,"['-52', '120', '-28', '-50']"
1,1,169,-39,"['-52', '120', '-28', '-50']"
1,1,170,-39,"['-52', '120', '-28', '-50']"
2,1,166,-35,"['-60', '-29', '0', '-42']"
2,1,167,-35,"['-60', '-29', '0', '-42']"
2,1,168,-35,"['-60', '-29', '0', '-42']"
2,1,169,-35,"['-60', '-29', '0', '-42']"
2,1,170,-35,"['-60', '-29', '0', '-42']"
3,1,166,-43,"['-36', '-51', '-42', '0']"
3,1,167,-43,"['-36', '-51', '-42', '0']"
3,1,168,-43,"['-36', '-51', '-42', '0']"
3,1,169,-43,"['-36', '-51', '-42', '0']"
3,1,170,-43,"['-36', '-51', '-42', '0']"
0,1,166,-47,"[0, '-53', '-60', '-37']"
0,1,167,-47,"[0, '-53', '-60', '-37']"
0,1,168,-47,"[0, '-53', '-60', '-37']"
0,1,169,-47,"[0, '-53', '-60', '-37']"
0,1,170,-47,"[0, '-53', '-60', '-37']"
1,1,171,-39,"['-53', '120', '-28', '-50']"
1,1,172,-39,"['-53', '120', '-28', '-50']"
1,1,173,-39,"['-53', '120', '-28', '-50']"
1,1,174,-39,"['-53', '120', '-28', '-50']"
1,1,175,-39,"['-53', '120', '-28', '-50']"
2,1,171,-35,"['-60', '-29', '0', '-42']"
2,1,172,-35,"['-60', '-29', '0', '-42']"
2,1,173,-35,"['-60', '-29', '0', '-42']"
2,1,174,-35,"['-60', '-29', '0', '-42']"
2,1,175,-35,"['-60', '-29', '0', '-42']"
3,1,171,-43,"['-37', '-51', '-42', '0']"
3,1,172,-43,"['-37', '-51', '-42', '0']"
3,1,173,-43,"['-37', '-51', '-42', '0']"
3,1,174,-43,"['-37', '-51', '-42', '0']"
3,1,175,-43,"['-37', '-51', '-42', '0']"
0,1,171,-47,"[0, '-54', '-60', '-37']"
0,1,172,-47,"[0, '-54', '-60', '-37']"
0,1,173,-47,"[0, '-54', '-60', '-37']"
0,1,174,-47,"[0, '-54', '-60', '-37']"
0,1,175,-47,"[0, '-54', '-60', '-37']"
1,1,176,-39,"['-53', '120', '-28', '-50']"
1,1,177,-39,"['-53', '120', '-28', '-50']"
1,1,178,-39,"['-53', '120', '-28', '-50']"
1,1,179,-39,"['-53', '120', '-28', '-50']"
1,1,180,-39,"['-53', '120', '-28', '-50']"
2,1,176,-35,"['-60', '-29', '0', '-42']"
2,1,177,-35,"['-60', '-29', '0', '-42']"
2,1,178,-35,"['-60', '-29', '0', '-42']"
2,1,179,-35,"['-60', '-29', '0', '-42']"
2,1,180,-35,"['-60', '-29', '0', '-42']"
3,1,176,-43,"['-37', '-51', '-42', '0']"
3,1,177,-43,"['-37', '-51', '-42', '0']"
3,1,178,-43,"['-37', '-51', '-42', '0']"
3,1,179,-43,"['-37', '-51', '-42', '0']"
3,1,180,-43,"['-37', '-51', '-42', '0']"
0,1,176,-47,"[0, '-54', '-60', '-37']"
0,1,177,-47,"[0, '-54', '-60', '-37']"
0,1,178,-47,"[0, '-54', '-60', '-37']"
0,1,179,-47,"[0, '-54', '-60', '-37']"
0,1,180,-47,"[0, '-54', '-60', '-37']"
1,1,181,-39,"['-53', '120', '-28', '-50']"
1,1,182,-39,"['-53', '120', '-28', '-50']"
1,1,183,-39,"['-53', '120', '-28', '-50']"
1,1,184,-39,"['-53', '120', '-28', '-50']"
1,1,185,-39,"['-53', '120', '-28', '-50']"
2,1,181,-35,"['-60', '-29', '0', '-42']"
2,1,182,-35,"['-60', '-29', '0', '-42']"
2,1,183,-35,"['-60', '-29', '0', '-42']"
2,1,184,-35,"['-60', '-29', '0', '-42']"
2,1,185,-35,"['-60', '-29', '0', '-42']"
3,1,181,-43,"['-37', '-51', '-42', '0']"
3,1,182,-43,"['-37', '-51', '-42', '0']"
3,1,183,-43,"['-37', '-51', '-42', '0']"
3,1,184,-43,"['-37', '-51', '-42', '0']"
3,1,185,-43,"['-37', '-51', '-42', '0']"
0,1,181,-47,"[0, '-54', '-60', '-37']"
0,1,182,-47,"[0, '-54', '-60', '-37']"
0,1,183,-47,"[0, '-54', '-60', '-37']"
0,1,184,-47,"[0, '-54', '-60', '-37']"
0,1,185,-47,"[0, '-54', '-60', '-37']"
1,1,186,-39,"['-53', '120', '-28', '-50']"
1,1,187,-39,"['-53', '120', '-28', '-50']"
1,1,188,-39,"['-53', '120', '-28', '-50']"
1,1,189,-39,"['-53', '120', '-28', '-50']"
1,1,190,-39,"['-53', '120', '-28', '-50']"
2,1,186,-35,"['-60', '-29', '0', '-42']"
2,1,187,-35,"['-60', '-29', '0', '-42']"
2,1,188,-35,"['-60', '-29', '0', '-42']"
2,1,189,-35,"['-60', '-29', '0', '-42']"
2,1,190,-35,"['-60', '-29', '0', '-42']"
3,1,186,-43,"['-37', '-51', '-42', '0']"
3,1,187,-43,"['-37', '-51', '-42', '0']"
3,1,188,-43,"['-37', '-51', '-42', '0']"
3,1,189,-43,"['-37', '-51', '-42', '0']"
3,1,190,-43,"['-37', '-51', '-42', '0']"
0,1,186,-47,"[0, '-54', '-60', '-37']"
0,1,187,-47,"[0, '-54', '-60', '-37']"
0,1,188,-47,"[0, '-54', '-60', '-37']"
0,1,189,-47,"[0, '-54', '-60', '-37']"
0,1,190,-47,"[0, '-54', '-60', '-37']"
1,1,191,-39,"['-53', '120', '-28', '-50']"
1,1,192,-39,"['-53', '120', '-28', '-50']"
1,1,193,-39,"['-53', '120', '-28', '-50']"
1,1,194,-39,"['-53', '120', '-28', '-50']"
1,1,195,-39,"['-53', '120', '-28', '-50']"
2,1,191,-35,"['-60', '-29', '0', '-42']"
2,1,192,-35,"['-60', '-29', '0', '-42']"
2,1,193,-35,"['-60', '-29', '0', '-42']"
2,1,194,-35,"['-60', '-29', '0', '-42']"
2,1,195,-35,"['-60', '-29', '0', '-42']"
