RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
2,1,179,-41,"['-61', '-29', '0', '-43']"
2,1,180,-41,"['-61', '-29', '0', '-43']"
2,1,181,-40,"['-61', '-29', '0', '-43']"
2,1,182,-41,"['-61', '-29', '0', '-43']"
2,1,183,-41,"['-61', '-29', '0', '-43']"
3,1,179,-27,"['-36', '-50', '-43', '0']"
3,1,180,-27,"['-36', '-50', '-43', '0']"
3,1,181,-27,"['-36', '-50', '-43', '0']"
3,1,182,-27,"['-36', '-50', '-43', '0']"
3,1,183,-27,"['-36', '-50', '-43', '0']"
0,1,179,-33,"[0, 1, '-60', '-36']"
0,1,180,-34,"[0, 1, '-60', '-36']"
0,1,181,-33,"[0, 1, '-60', '-36']"
0,1,182,-33,"[0, 1, '-60', '-36']"
0,1,183,-33,"[0, 1, '-60', '-36']"
1,1,184,-42,"['-52', '120', '-28', '-49']"
1,1,185,-42,"['-52', '120', '-28', '-49']"
1,1,186,-42,"['-52', '120', '-28', '-49']"
1,1,187,-42,"['-52', '120', '-28', '-49']"
1,1,188,-42,"['-52', '120', '-28', '-49']"
2,1,184,-40,"['-61', '-29', '0', '-43']"
2,1,185,-40,"['-61', '-29', '0', '-43']"
2,1,186,-40,"['-61', '-29', '0', '-43']"
2,1,187,-41,"['-61', '-29', '0', '-43']"
2,1,188,-40,"['-61', '-29', '0', '-43']"
3,1,184,-27,"['-36', '-50', '-43', '0']"
3,1,185,-27,"['-36', '-50', '-43', '0']"
3,1,186,-27,"['-36', '-50', '-43', '0']"
3,1,187,-27,"['-36', '-50', '-43', '0']"
3,1,188,-27,"['-36', '-50', '-43', '0']"
0,1,184,-33,"[0, '-52', '-61', '-36']"
0,1,185,-33,"[0, '-52', '-61', '-36']"
0,1,186,-33,"[0, '-52', '-61', '-36']"
0,1,187,-34,"[0, '-52', '-61', '-36']"
0,1,188,-34,"[0, '-52', '-61', '-36']"
1,1,189,-41,"['-52', '120', '-28', '-49']"
1,1,190,-42,"['-52', '120', '-28', '-49']"
1,1,191,-42,"['-52', '120', '-28', '-49']"
1,1,192,-42,"['-52', '120', '-28', '-49']"
1,1,193,-42,"['-52', '120', '-28', '-49']"
2,1,189,-41,"['-61', '-30', '0', '-43']"
2,1,190,-41,"['-61', '-30', '0', '-43']"
2,1,191,-41,"['-61', '-30', '0', '-43']"
2,1,192,-41,"['-61', '-30', '0', '-43']"
2,1,193,-40,"['-61', '-30', '0', '-43']"
3,1,189,-27,"['-36', '-50', '-43', '0']"
3,1,190,-27,"['-36', '-50', '-43', '0']"
3,1,191,-27,"['-36', '-50', '-43', '0']"
3,1,192,-27,"['-36', '-50', '-43', '0']"
3,1,193,-27,"['-36', '-50', '-43', '0']"
0,1,189,-34,"[0, '-52', '-61', '-36']"
0,1,190,-34,"[0, '-52', '-61', '-36']"
0,1,191,-34,"[0, '-52', '-61', '-36']"
0,1,192,-34,"[0, '-52', '-61', '-36']"
0,1,193,-34,"[0, '-52', '-61', '-36']"
1,1,194,-42,"['-51', '120', '-28', '-49']"
1,1,195,-42,"['-51', '120', '-28', '-49']"
1,1,196,-42,"['-51', '120', '-28', '-49']"
1,1,197,-42,"['-51', '120', '-28', '-49']"
1,1,198,-42,"['-51', '120', '-28', '-49']"
2,1,194,-40,"['-61', '-29', '0', '-43']"
2,1,195,-40,"['-61', '-29', '0', '-43']"
2,1,196,-41,"['-61', '-29', '0', '-43']"
2,1,197,-41,"['-61', '-29', '0', '-43']"
2,1,198,-40,"['-61', '-29', '0', '-43']"
3,1,194,-27,"['-36', '-50', '-43', '0']"
3,1,195,-27,"['-36', '-50', '-43', '0']"
3,1,196,-27,"['-36', '-50', '-43', '0']"
3,1,197,-27,"['-36', '-50', '-43', '0']"
3,1,198,-27,"['-36', '-50', '-43', '0']"
0,1,194,-34,"[0, '-52', '-61', '-36']"
0,1,195,-34,"[0, '-52', '-61', '-36']"
0,1,196,-34,"[0, '-52', '-61', '-36']"
0,1,197,-34,"[0, '-52', '-61', '-36']"
0,1,198,-34,"[0, '-52', '-61', '-36']"
1,1,199,-42,"['-52', '120', '-28', '-50']"
1,1,200,-42,"['-52', '120', '-28', '-50']"
1,1,201,-42,"['-52', '120', '-28', '-50']"
1,1,202,-42,"['-52', '120', '-28', '-50']"
1,1,203,-42,"['-52', '120', '-28', '-50']"
2,1,199,-41,"['-62', '-29', '0', '-43']"
2,1,200,-40,"['-62', '-29', '0', '-43']"
2,1,201,-40,"['-62', '-29', '0', '-43']"
2,1,202,-40,"['-62', '-29', '0', '-43']"
2,1,203,-41,"['-62', '-29', '0', '-43']"
3,1,199,-27,"['-36', '-50', '-43', '0']"
3,1,200,-27,"['-36', '-50', '-43', '0']"
3,1,201,-27,"['-36', '-50', '-43', '0']"
3,1,202,-27,"['-36', '-50', '-43', '0']"
3,1,203,-27,"['-36', '-50', '-43', '0']"
0,1,199,-34,"[0, '-52', '-62', '-36']"
0,1,200,-34,"[0, '-52', '-62', '-36']"
0,1,201,-34,"[0, '-52', '-62', '-36']"
0,1,202,-34,"[0, '-52', '-62', '-36']"
0,1,203,-34,"[0, '-52', '-62', '-36']"
1,1,204,-42,"['-52', '120', '-28', '-49']"
1,1,205,-42,"['-52', '120', '-28', '-49']"
1,1,206,-42,"['-52', '120', '-28', '-49']"
1,1,207,-42,"['-52', '120', '-28', '-49']"
1,1,208,-42,"['-52', '120', '-28', '-49']"
2,1,204,-40,"['-61', '-29', '0', '-43']"
2,1,205,-40,"['-61', '-29', '0', '-43']"
2,1,206,-41,"['-61', '-29', '0', '-43']"
2,1,207,-40,"['-61', '-29', '0', '-43']"
2,1,208,-40,"['-61', '-29', '0', '-43']"
3,1,204,-27,"['-36', '-51', '-43', '0']"
3,1,205,-27,"['-36', '-51', '-43', '0']"
3,1,206,-27,"['-36', '-51', '-43', '0']"
3,1,207,-27,"['-36', '-51', '-43', '0']"
3,1,208,-27,"['-36', '-51', '-43', '0']"
