RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,31,-31,"['-53', '120', '-27', '-52']"
1,1,32,-31,"['-53', '120', '-27', '-52']"
1,1,33,-31,"['-53', '120', '-27', '-52']"
1,1,34,-31,"['-53', '120', '-27', '-52']"
1,1,35,-31,"['-53', '120', '-27', '-52']"
2,1,31,-32,"['-58', '-28', '0', '-42']"
2,1,32,-32,"['-58', '-28', '0', '-42']"
2,1,33,-32,"['-58', '-28', '0', '-42']"
2,1,34,-32,"['-58', '-28', '0', '-42']"
2,1,35,-32,"['-58', '-28', '0', '-42']"
3,1,31,-56,"['-36', '-53', '-42', '0']"
3,1,32,-56,"['-36', '-53', '-42', '0']"
3,1,33,-56,"['-36', '-53', '-42', '0']"
3,1,34,-56,"['-36', '-53', '-42', '0']"
3,1,35,-56,"['-36', '-53', '-42', '0']"
0,1,31,-51,"[0, '-54', '-58', '-37']"
0,1,32,-51,"[0, '-54', '-58', '-37']"
0,1,33,-51,"[0, '-54', '-58', '-37']"
0,1,34,-51,"[0, '-54', '-58', '-37']"
0,1,35,-51,"[0, '-54', '-58', '-37']"
1,1,36,-31,"['-53', '120', '-27', '-52']"
1,1,37,-31,"['-53', '120', '-27', '-52']"
1,1,38,-31,"['-53', '120', '-27', '-52']"
1,1,39,-31,"['-53', '120', '-27', '-52']"
1,1,40,-31,"['-53', '120', '-27', '-52']"
2,1,36,-32,"['-57', '-28', '0', '-42']"
2,1,37,-32,"['-57', '-28', '0', '-42']"
2,1,38,-32,"['-57', '-28', '0', '-42']"
2,1,39,-32,"['-57', '-28', '0', '-42']"
2,1,40,-32,"['-57', '-28', '0', '-42']"
3,1,36,-56,"['-36', '-53', '-42', '0']"
3,1,37,-56,"['-36', '-53', '-42', '0']"
3,1,38,-56,"['-36', '-53', '-42', '0']"
3,1,39,-56,"['-36', '-53', '-42', '0']"
3,1,40,-56,"['-36', '-53', '-42', '0']"
0,1,36,-51,"[0, '-54', '-58', '-37']"
0,1,37,-51,"[0, '-54', '-58', '-37']"
0,1,38,-51,"[0, '-54', '-58', '-37']"
0,1,39,-51,"[0, '-54', '-58', '-37']"
0,1,40,-51,"[0, '-54', '-58', '-37']"
1,1,41,-31,"['-53', '120', '-27', '-52']"
1,1,42,-31,"['-53', '120', '-27', '-52']"
1,1,43,-31,"['-53', '120', '-27', '-52']"
1,1,44,-31,"['-53', '120', '-27', '-52']"
1,1,45,-31,"['-53', '120', '-27', '-52']"
2,1,41,-32,"['-57', '-28', '0', '-42']"
2,1,42,-32,"['-57', '-28', '0', '-42']"
2,1,43,-32,"['-57', '-28', '0', '-42']"
2,1,44,-32,"['-57', '-28', '0', '-42']"
2,1,45,-32,"['-57', '-28', '0', '-42']"
