NodeID,PacketNo,Iteration,RSSI,AbsTime,RecordedTime,Horizontal Distance (m),Vertical Distance RX (m),Vertical Distance TX (m),Shift (m),Tx angle (deg),Rx Angle (deg),Orientation
1,48825,0,-30,0644482,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48826,0,-31,0644513,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48827,0,-31,0644544,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48828,0,-31,0644576,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48829,0,-31,0644607,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48830,0,-31,0644638,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48831,0,-31,0644669,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48832,0,-31,0644700,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48833,0,-31,0644731,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48834,0,-31,0644763,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48835,0,-31,0644794,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48836,0,-32,0644825,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48837,0,-32,0644856,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48838,0,-32,0644887,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48839,0,-32,0644918,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48840,0,-32,0644949,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48841,0,-32,0644981,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48842,0,-32,0645012,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48843,0,-32,0645043,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48844,0,-32,0645074,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48845,0,-32,0645105,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48846,0,-32,0645136,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48847,0,-32,0645168,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48848,0,-32,0645199,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48849,0,-32,0645230,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48850,0,-32,0645261,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48851,0,-32,0645292,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48852,0,-32,0645323,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48853,0,-32,0645354,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48854,0,-32,0645386,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48855,0,-32,0645417,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48856,0,-32,0645448,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48857,0,-32,0645479,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48858,0,-32,0645510,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48859,0,-32,0645541,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48860,0,-32,0645573,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48861,0,-32,0645604,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48862,0,-32,0645635,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48863,0,-32,0645666,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48864,0,-32,0645697,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48865,0,-32,0645728,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48866,0,-32,0645759,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48867,0,-32,0645791,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48868,0,-32,0645822,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48869,0,-32,0645853,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48870,0,-32,0645884,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48871,0,-32,0645915,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48872,0,-32,0645946,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48873,0,-32,0645978,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48874,0,-31,0646009,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48875,0,-32,0646040,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48876,0,-31,0646071,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48877,0,-32,0646102,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48878,0,-32,0646133,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48879,0,-32,0646164,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48880,0,-32,0646196,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48881,0,-32,0646227,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48882,0,-32,0646258,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48883,0,-32,0646289,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48884,0,-32,0646320,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48885,0,-32,0646351,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48886,0,-32,0646383,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48887,0,-32,0646414,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48888,0,-32,0646445,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48889,0,-32,0646476,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48890,0,-32,0646507,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48891,0,-32,0646538,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48892,0,-32,0646569,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48893,0,-32,0646601,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48894,0,-32,0646632,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48895,0,-32,0646663,00000000,2.6,1.1,1.2,0,330,0,vertical
1,48896,0,-32,0646694,00000000,2.6,1.1,1.2,0,330,0,vertical
