RxNID,TXNID,PacketNo,RSSI
1,1,45,-27
1,1,46,-27
1,1,47,-27
1,1,48,-27
1,1,49,-27
2,1,45,-26
2,1,46,-26
2,1,47,-26
2,1,48,-26
2,1,49,-26
0,1,45,-47
0,1,46,-47
0,1,47,-47
0,1,48,-47
0,1,49,-47
1,1,50,-27
1,1,51,-27
1,1,52,-27
1,1,53,-27
1,1,54,-27
2,1,50,-26
2,1,51,-26
2,1,52,-26
2,1,53,-26
2,1,54,-26
0,1,50,-48
0,1,51,-47
0,1,52,-48
0,1,53,-48
0,1,54,-48
1,1,55,-27
1,1,56,-27
1,1,57,-27
1,1,58,-27
1,1,59,-27
2,1,55,-26
2,1,56,-26
2,1,57,-26
2,1,58,-26
2,1,59,-26
0,1,55,-48
0,1,56,-48
0,1,57,-48
0,1,58,-48
0,1,59,-48
1,1,60,-27
1,1,61,-27
1,1,62,-27
1,1,63,-27
1,1,64,-27
2,1,60,-26
2,1,61,-26
2,1,62,-26
2,1,63,-26
2,1,64,-26
0,1,60,-48
0,1,61,-48
0,1,62,-48
0,1,63,-48
0,1,64,-48
1,1,65,-27
1,1,66,-27
1,1,67,-27
1,1,68,-27
1,1,69,-27
2,1,65,-26
2,1,66,-26
2,1,67,-26
2,1,68,-26
2,1,69,-26
0,1,65,-48
0,1,66,-48
0,1,67,-48
0,1,68,-48
0,1,69,-48
1,1,70,-27
1,1,71,-27
1,1,72,-27
1,1,73,-27
1,1,74,-27
2,1,70,-26
2,1,71,-26
2,1,72,-26
2,1,73,-26
2,1,74,-26
0,1,70,-48
0,1,71,-48
0,1,72,-48
0,1,73,-48
0,1,74,-48
1,1,75,-27
1,1,76,-27
1,1,77,-27
1,1,78,-27
1,1,79,-27
2,1,75,-26
2,1,76,-26
2,1,77,-26
2,1,78,-26
2,1,79,-26
0,1,75,-48
0,1,76,-48
0,1,77,-48
0,1,78,-48
0,1,79,-48
1,1,80,-27
1,1,81,-27
1,1,82,-27
1,1,83,-27
1,1,84,-27
2,1,80,-26
2,1,81,-26
2,1,82,-26
2,1,83,-26
2,1,84,-26
