RxNID,TXNID,PacketNo,RSSI
1,1,231,-24
1,1,232,-24
1,1,233,-24
1,1,234,-24
1,1,235,-24
2,1,231,-38
2,1,232,-38
2,1,233,-38
2,1,234,-38
2,1,235,-38
0,1,231,-64
0,1,232,-65
0,1,233,-65
0,1,234,-64
0,1,235,-64
1,1,236,-24
1,1,237,-24
1,1,238,-24
1,1,239,-24
1,1,240,-24
2,1,236,-38
2,1,237,-38
2,1,238,-38
2,1,239,-38
2,1,240,-38
0,1,236,-62
0,1,237,-62
0,1,238,-61
0,1,239,-62
0,1,240,-62
1,1,241,-24
1,1,242,-24
1,1,243,-24
1,1,244,-24
1,1,245,-24
2,1,241,-38
2,1,242,-38
2,1,243,-38
2,1,244,-38
2,1,245,-38
0,1,241,-62
0,1,242,-62
0,1,243,-62
0,1,244,-61
0,1,245,-62
1,1,246,-24
1,1,247,-24
1,1,248,-24
1,1,249,-24
1,1,250,-24
2,1,246,-38
2,1,247,-38
2,1,248,-38
2,1,249,-38
2,1,250,-38
0,1,246,-64
0,1,247,-62
0,1,248,-62
0,1,249,-62
0,1,250,-63
1,1,251,-24
1,1,252,-24
1,1,253,-24
1,1,254,-24
1,1,255,-24
2,1,251,-38
2,1,252,-38
2,1,253,-38
2,1,254,-38
2,1,255,-38
0,1,251,-63
0,1,252,-63
0,1,253,-64
0,1,254,-64
0,1,255,-63
1,1,0,-24
1,1,1,-24
1,1,2,-24
1,1,3,-24
1,1,4,-24
2,1,0,-38
2,1,1,-38
2,1,2,-38
2,1,3,-38
2,1,4,-38
0,1,0,-65
0,1,1,-65
0,1,2,-64
0,1,3,-65
0,1,4,-66
1,1,5,-24
1,1,6,-24
1,1,7,-24
1,1,8,-24
1,1,9,-24
2,1,5,-38
2,1,6,-38
2,1,7,-38
2,1,8,-38
2,1,9,-38
0,1,5,-68
0,1,6,-68
0,1,7,-69
0,1,8,-71
0,1,9,-68
1,1,10,-24
1,1,11,-24
1,1,12,-24
1,1,13,-24
1,1,14,-24
2,1,10,-38
2,1,11,-38
2,1,12,-38
2,1,13,-38
2,1,14,-38
