RxNID,TXNID,PacketNo,RSSI
2,1,35,-37
2,1,36,-37
2,1,37,-37
2,1,38,-37
2,1,39,-37
0,1,35,-52
0,1,36,-52
0,1,37,-52
0,1,38,-52
0,1,39,-52
1,1,40,-36
1,1,41,-36
1,1,42,-36
1,1,43,-36
1,1,44,-36
2,1,40,-37
2,1,41,-37
2,1,42,-37
2,1,43,-37
2,1,44,-37
0,1,40,-52
0,1,41,-52
0,1,42,-52
0,1,43,-52
0,1,44,-52
1,1,45,-36
1,1,46,-36
1,1,47,-36
1,1,48,-36
1,1,49,-36
2,1,45,-37
2,1,46,-37
2,1,47,-37
2,1,48,-37
2,1,49,-37
0,1,45,-52
0,1,46,-52
0,1,47,-52
0,1,48,-52
0,1,49,-52
1,1,50,-36
1,1,51,-36
1,1,52,-36
1,1,53,-36
1,1,54,-36
2,1,50,-37
2,1,51,-37
2,1,52,-37
2,1,53,-37
2,1,54,-37
0,1,50,-52
0,1,51,-52
0,1,52,-52
0,1,53,-52
0,1,54,-52
1,1,55,-36
1,1,56,-36
1,1,57,-36
1,1,58,-36
1,1,59,-36
2,1,55,-37
2,1,56,-37
2,1,57,-37
2,1,58,-37
2,1,59,-37
0,1,55,-52
0,1,56,-52
0,1,57,-52
0,1,58,-52
0,1,59,-52
1,1,60,-36
1,1,61,-36
1,1,62,-36
1,1,63,-36
1,1,64,-36
2,1,60,-37
2,1,61,-37
2,1,62,-37
2,1,63,-37
2,1,64,-37
0,1,60,-52
0,1,61,-52
0,1,62,-52
0,1,63,-52
0,1,64,-52
1,1,65,-36
1,1,66,-36
1,1,67,-36
1,1,68,-36
1,1,69,-36
2,1,65,-37
2,1,66,-37
2,1,67,-37
2,1,68,-37
2,1,69,-37
0,1,65,-52
0,1,66,-52
0,1,67,-52
0,1,68,-52
0,1,69,-52
1,1,70,-36
1,1,71,-36
1,1,72,-36
1,1,73,-36
1,1,74,-36
2,1,70,-37
2,1,71,-37
2,1,72,-37
2,1,73,-37
2,1,74,-37
0,1,70,-51
0,1,71,-52
0,1,72,-52
0,1,73,-52
0,1,74,-52
