RxNID,TXNID,PacketNo,RSSI
1,1,45,-38
1,1,46,-38
1,1,47,-38
1,1,48,-38
1,1,49,-38
2,1,45,-42
2,1,46,-42
2,1,47,-42
2,1,48,-42
2,1,49,-42
0,1,45,-28
0,1,46,-28
0,1,47,-28
0,1,48,-28
0,1,49,-28
1,1,50,-38
1,1,51,-38
1,1,52,-38
1,1,53,-38
1,1,54,-38
2,1,50,-42
2,1,51,-42
2,1,52,-42
2,1,53,-42
2,1,54,-42
0,1,50,-28
0,1,51,-28
0,1,52,-28
0,1,53,-28
0,1,54,-28
1,1,55,-38
1,1,56,-38
1,1,57,-38
1,1,58,-38
1,1,59,-38
2,1,55,-42
2,1,56,-42
2,1,57,-42
2,1,58,-42
2,1,59,-42
0,1,55,-28
0,1,56,-28
0,1,57,-28
0,1,58,-28
0,1,59,-28
1,1,60,-38
1,1,61,-38
1,1,62,-38
1,1,63,-38
1,1,64,-38
2,1,60,-42
2,1,61,-42
2,1,62,-42
2,1,63,-42
2,1,64,-42
0,1,60,-27
0,1,61,-27
0,1,62,-27
0,1,63,-27
0,1,64,-27
1,1,65,-38
1,1,66,-38
1,1,67,-38
1,1,68,-39
1,1,69,-38
2,1,65,-42
2,1,66,-42
2,1,67,-42
2,1,68,-42
2,1,69,-42
0,1,65,-26
0,1,66,-26
0,1,67,-26
0,1,68,-26
0,1,69,-26
1,1,70,-38
1,1,71,-38
1,1,72,-38
1,1,73,-38
1,1,74,-38
2,1,70,-42
2,1,71,-42
2,1,72,-42
2,1,73,-42
2,1,74,-42
0,1,70,-26
0,1,71,-26
0,1,72,-26
0,1,73,-26
0,1,74,-26
1,1,75,-39
1,1,76,-39
1,1,77,-39
1,1,78,-39
1,1,79,-39
2,1,75,-42
2,1,76,-42
2,1,77,-42
2,1,78,-42
2,1,79,-42
0,1,75,-26
0,1,76,-26
0,1,77,-26
0,1,78,-26
0,1,79,-26
1,1,80,-39
1,1,81,-39
1,1,82,-39
1,1,83,-39
1,1,84,-39
2,1,80,-42
2,1,81,-42
2,1,82,-42
2,1,83,-42
2,1,84,-42
