RxNID,TXNID,PacketNo,RSSI
1,1,74,-43
1,1,75,-43
1,1,76,-43
1,1,77,-43
1,1,78,-43
2,1,74,-47
2,1,75,-47
2,1,76,-47
2,1,77,-47
2,1,78,-47
0,1,74,-30
0,1,75,-30
0,1,76,-30
0,1,77,-30
0,1,78,-30
1,1,79,-43
1,1,80,-43
1,1,81,-43
1,1,82,-43
1,1,83,-43
2,1,79,-47
2,1,80,-47
2,1,81,-47
2,1,82,-47
2,1,83,-47
0,1,79,-29
0,1,80,-29
0,1,81,-29
0,1,82,-29
0,1,83,-29
1,1,84,-43
1,1,85,-43
1,1,86,-43
1,1,87,-43
1,1,88,-43
2,1,84,-47
2,1,85,-47
2,1,86,-47
2,1,87,-47
2,1,88,-47
0,1,84,-30
0,1,85,-30
0,1,86,-30
0,1,87,-30
0,1,88,-30
1,1,89,-43
1,1,90,-43
1,1,91,-43
1,1,92,-43
1,1,93,-43
2,1,89,-47
2,1,90,-47
2,1,91,-47
2,1,92,-47
2,1,93,-47
0,1,89,-30
0,1,90,-30
0,1,91,-30
0,1,92,-29
0,1,93,-30
1,1,94,-44
1,1,95,-44
1,1,96,-44
1,1,97,-44
1,1,98,-44
2,1,94,-47
2,1,95,-47
2,1,96,-47
2,1,97,-47
2,1,98,-47
0,1,94,-29
0,1,95,-29
0,1,96,-29
0,1,97,-29
0,1,98,-29
1,1,99,-43
1,1,100,-43
1,1,101,-43
1,1,102,-43
1,1,103,-43
2,1,99,-47
2,1,100,-47
2,1,101,-47
2,1,102,-47
2,1,103,-47
0,1,99,-29
0,1,100,-29
0,1,101,-29
0,1,102,-29
0,1,103,-29
1,1,104,-43
1,1,105,-43
1,1,106,-43
1,1,107,-43
1,1,108,-43
2,1,104,-47
2,1,105,-47
2,1,106,-47
2,1,107,-47
2,1,108,-47
0,1,104,-29
0,1,105,-29
0,1,106,-29
0,1,107,-29
0,1,108,-29
1,1,109,-43
1,1,110,-43
1,1,111,-43
1,1,112,-43
1,1,113,-43
2,1,109,-47
2,1,110,-47
2,1,111,-47
2,1,112,-47
2,1,113,-47
