RxNID,TXNID,PacketNo,RSSI
1,1,68,-48
1,1,69,-48
1,1,70,-48
1,1,71,-48
1,1,72,-48
2,1,68,-51
2,1,69,-52
2,1,70,-51
2,1,71,-51
2,1,72,-51
0,1,68,-24
0,1,69,-24
0,1,70,-24
0,1,71,-24
0,1,72,-24
1,1,73,-48
1,1,74,-48
1,1,75,-48
1,1,76,-48
1,1,77,-48
2,1,73,-51
2,1,74,-51
2,1,75,-51
2,1,76,-51
2,1,77,-51
0,1,73,-24
0,1,74,-24
0,1,75,-24
0,1,76,-24
0,1,77,-24
1,1,78,-48
1,1,79,-48
1,1,80,-48
1,1,81,-48
1,1,82,-48
2,1,78,-51
2,1,79,-51
2,1,80,-52
2,1,81,-51
2,1,82,-52
0,1,78,-24
0,1,79,-24
0,1,80,-24
0,1,81,-24
0,1,82,-24
1,1,83,-48
1,1,84,-48
1,1,85,-48
1,1,86,-48
1,1,87,-48
2,1,83,-51
2,1,84,-51
2,1,85,-52
2,1,86,-51
2,1,87,-51
0,1,83,-24
0,1,84,-24
0,1,85,-24
0,1,86,-24
0,1,87,-24
1,1,88,-48
1,1,89,-48
1,1,90,-48
1,1,91,-48
1,1,92,-48
2,1,88,-51
2,1,89,-52
2,1,90,-52
2,1,91,-51
2,1,92,-51
0,1,88,-24
0,1,89,-24
0,1,90,-24
0,1,91,-24
0,1,92,-24
1,1,93,-48
1,1,94,-48
1,1,95,-48
1,1,96,-48
1,1,97,-48
2,1,93,-51
2,1,94,-52
2,1,95,-51
2,1,96,-51
2,1,97,-52
0,1,93,-24
0,1,94,-24
0,1,95,-24
0,1,96,-24
0,1,97,-24
1,1,98,-48
1,1,99,-48
1,1,100,-48
1,1,101,-48
1,1,102,-48
2,1,98,-52
2,1,99,-52
2,1,100,-52
2,1,101,-51
2,1,102,-52
0,1,98,-24
0,1,99,-24
0,1,100,-24
0,1,101,-24
0,1,102,-24
1,1,103,-48
1,1,104,-48
1,1,105,-48
1,1,106,-48
1,1,107,-48
2,1,103,-51
2,1,104,-52
2,1,105,-52
2,1,106,-52
2,1,107,-51
