RxNID,TXNID,PacketNo,RSSI
1,1,140,-29
1,1,141,-29
1,1,142,-29
1,1,143,-30
1,1,144,-30
2,1,140,-30
2,1,141,-30
2,1,142,-30
2,1,143,-30
2,1,144,-30
0,1,140,-40
0,1,141,-40
0,1,142,-41
0,1,143,-40
0,1,144,-41
1,1,145,-29
1,1,146,-29
1,1,147,-29
1,1,148,-30
1,1,149,-30
2,1,145,-30
2,1,146,-30
2,1,147,-30
2,1,148,-30
2,1,149,-30
0,1,145,-40
0,1,146,-40
0,1,147,-40
0,1,148,-40
0,1,149,-40
1,1,150,-29
1,1,151,-29
1,1,152,-29
1,1,153,-30
1,1,154,-30
2,1,150,-30
2,1,151,-30
2,1,152,-30
2,1,153,-30
2,1,154,-30
0,1,150,-40
0,1,151,-40
0,1,152,-40
0,1,153,-40
0,1,154,-40
1,1,155,-29
1,1,156,-30
1,1,157,-29
1,1,158,-29
1,1,159,-29
2,1,155,-30
2,1,156,-30
2,1,157,-30
2,1,158,-30
2,1,159,-30
0,1,155,-41
0,1,156,-41
0,1,157,-41
0,1,158,-41
0,1,159,-41
1,1,160,-29
1,1,161,-29
1,1,162,-29
1,1,163,-30
1,1,164,-29
2,1,160,-30
2,1,161,-30
2,1,162,-30
2,1,163,-30
2,1,164,-30
0,1,160,-40
0,1,161,-40
0,1,162,-40
0,1,163,-41
0,1,164,-41
1,1,165,-29
1,1,166,-29
1,1,167,-29
1,1,168,-29
1,1,169,-29
2,1,165,-30
2,1,166,-30
2,1,167,-30
2,1,168,-30
2,1,169,-30
0,1,165,-40
0,1,166,-40
0,1,167,-40
0,1,168,-40
0,1,169,-40
1,1,170,-29
1,1,171,-30
1,1,172,-29
1,1,173,-30
1,1,174,-29
2,1,170,-30
2,1,171,-30
2,1,172,-30
2,1,173,-30
2,1,174,-30
0,1,170,-40
0,1,171,-40
0,1,172,-40
0,1,173,-40
0,1,174,-40
1,1,175,-29
1,1,176,-29
1,1,177,-30
1,1,178,-29
1,1,179,-30
2,1,175,-30
2,1,176,-30
2,1,177,-30
2,1,178,-30
2,1,179,-30
