RxNID,TXNID,PacketNo,RSSI
1,1,99,-56
1,1,100,-56
1,1,101,-56
1,1,102,-56
1,1,103,-56
2,1,99,-46
2,1,100,-46
2,1,101,-46
2,1,102,-46
2,1,103,-46
0,1,99,-32
0,1,100,-32
0,1,101,-32
0,1,102,-32
0,1,103,-32
1,1,104,-56
1,1,105,-56
1,1,106,-56
1,1,107,-55
1,1,108,-56
2,1,104,-46
2,1,105,-46
2,1,106,-46
2,1,107,-46
2,1,108,-46
0,1,104,-32
0,1,105,-32
0,1,106,-32
0,1,107,-32
0,1,108,-32
1,1,109,-56
1,1,110,-56
1,1,111,-56
1,1,112,-56
1,1,113,-55
2,1,109,-47
2,1,110,-47
2,1,111,-47
2,1,112,-47
2,1,113,-47
0,1,109,-32
0,1,110,-32
0,1,111,-32
0,1,112,-32
0,1,113,-32
1,1,114,-55
1,1,115,-55
1,1,116,-55
1,1,117,-55
1,1,118,-55
2,1,114,-47
2,1,115,-47
2,1,116,-47
2,1,117,-47
2,1,118,-47
0,1,114,-32
0,1,115,-32
0,1,116,-32
0,1,117,-32
0,1,118,-32
1,1,119,-56
1,1,120,-56
1,1,121,-55
1,1,122,-55
1,1,123,-55
2,1,119,-47
2,1,120,-47
2,1,121,-47
2,1,122,-47
2,1,123,-47
0,1,119,-32
0,1,120,-32
0,1,121,-32
0,1,122,-32
0,1,123,-32
1,1,124,-55
1,1,125,-55
1,1,126,-55
1,1,127,-55
1,1,128,-55
2,1,124,-46
2,1,125,-46
2,1,126,-46
2,1,127,-47
2,1,128,-47
0,1,124,-32
0,1,125,-32
0,1,126,-32
0,1,127,-32
0,1,128,-32
1,1,129,-56
1,1,130,-55
1,1,131,-56
1,1,132,-56
1,1,133,-56
2,1,129,-46
2,1,130,-47
2,1,131,-47
2,1,132,-47
2,1,133,-47
0,1,129,-32
0,1,130,-32
0,1,131,-32
0,1,132,-32
0,1,133,-32
1,1,134,-55
1,1,135,-55
1,1,136,-55
1,1,137,-55
1,1,138,-55
2,1,134,-47
2,1,135,-47
2,1,136,-47
2,1,137,-47
2,1,138,-47
