RxNID,TXNID,PacketNo,RSSI
2,1,47,-31
2,1,48,-32
2,1,49,-31
2,1,50,-32
2,1,51,-32
0,1,47,-39
0,1,48,-39
0,1,49,-39
0,1,50,-39
0,1,51,-39
1,1,52,-37
1,1,53,-37
1,1,54,-37
1,1,55,-37
1,1,56,-37
2,1,52,-31
2,1,53,-31
2,1,54,-31
2,1,55,-32
2,1,56,-31
0,1,52,-39
0,1,53,-39
0,1,54,-39
0,1,55,-39
0,1,56,-39
1,1,57,-37
1,1,58,-37
1,1,59,-37
1,1,60,-37
1,1,61,-37
2,1,57,-31
2,1,58,-31
2,1,59,-32
2,1,60,-31
2,1,61,-32
0,1,57,-39
0,1,58,-39
0,1,59,-39
0,1,60,-39
0,1,61,-39
1,1,62,-37
1,1,63,-37
1,1,64,-37
1,1,65,-37
1,1,66,-37
2,1,62,-31
2,1,63,-32
2,1,64,-32
2,1,65,-32
2,1,66,-31
0,1,62,-39
0,1,63,-39
0,1,64,-39
0,1,65,-39
0,1,66,-39
1,1,67,-37
1,1,68,-37
1,1,69,-37
1,1,70,-37
1,1,71,-37
2,1,67,-31
2,1,68,-32
2,1,69,-31
2,1,70,-31
2,1,71,-32
0,1,67,-39
0,1,68,-39
0,1,69,-39
0,1,70,-39
0,1,71,-39
1,1,72,-37
1,1,73,-37
1,1,74,-37
1,1,75,-37
1,1,76,-37
2,1,72,-31
2,1,73,-31
2,1,74,-31
2,1,75,-31
2,1,76,-31
0,1,72,-39
0,1,73,-39
0,1,74,-39
0,1,75,-39
0,1,76,-39
1,1,77,-37
1,1,78,-37
1,1,79,-37
1,1,80,-37
1,1,81,-37
2,1,77,-31
2,1,78,-31
2,1,79,-32
2,1,80,-31
2,1,81,-32
0,1,77,-39
0,1,78,-39
0,1,79,-39
0,1,80,-39
0,1,81,-39
1,1,82,-37
1,1,83,-37
1,1,84,-37
1,1,85,-37
1,1,86,-37
2,1,82,-31
2,1,83,-32
2,1,84,-31
2,1,85,-31
2,1,86,-32
0,1,82,-39
0,1,83,-39
0,1,84,-39
0,1,85,-39
0,1,86,-39
