RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
2,1,168,-33,"['-30', '-21', '0', '-27']"
2,1,169,-33,"['-30', '-21', '0', '-27']"
2,1,170,-34,"['-30', '-21', '0', '-27']"
2,1,171,-34,"['-30', '-21', '0', '-27']"
2,1,172,-34,"['-30', '-21', '0', '-27']"
3,1,168,-48,"['-33', '-36', '-27', '0']"
3,1,169,-48,"['-33', '-36', '-27', '0']"
3,1,170,-48,"['-33', '-36', '-27', '0']"
3,1,171,-48,"['-33', '-36', '-27', '0']"
3,1,172,-48,"['-33', '-36', '-27', '0']"
0,1,168,-24,"[0, 1, '-30', '-34']"
0,1,169,-24,"[0, 1, '-30', '-34']"
0,1,170,-24,"[0, 1, '-30', '-34']"
0,1,171,-24,"[0, 1, '-30', '-34']"
0,1,172,-24,"[0, 1, '-30', '-34']"
1,1,173,-31,"['-43', '120', '-21', '-36']"
1,1,174,-31,"['-43', '120', '-21', '-36']"
1,1,175,-31,"['-43', '120', '-21', '-36']"
1,1,176,-31,"['-43', '120', '-21', '-36']"
1,1,177,-31,"['-43', '120', '-21', '-36']"
2,1,173,-34,"['-30', '-21', '0', '-27']"
2,1,174,-34,"['-30', '-21', '0', '-27']"
2,1,175,-34,"['-30', '-21', '0', '-27']"
2,1,176,-34,"['-30', '-21', '0', '-27']"
2,1,177,-34,"['-30', '-21', '0', '-27']"
3,1,173,-48,"['-33', '-36', '-27', '0']"
3,1,174,-48,"['-33', '-36', '-27', '0']"
3,1,175,-48,"['-33', '-36', '-27', '0']"
3,1,176,-48,"['-33', '-36', '-27', '0']"
3,1,177,-48,"['-33', '-36', '-27', '0']"
0,1,173,-24,"[0, '-43', '-30', '-34']"
0,1,174,-24,"[0, '-43', '-30', '-34']"
0,1,175,-24,"[0, '-43', '-30', '-34']"
0,1,176,-24,"[0, '-43', '-30', '-34']"
0,1,177,-24,"[0, '-43', '-30', '-34']"
1,1,178,-32,"['-42', '120', '-21', '-36']"
1,1,179,-32,"['-42', '120', '-21', '-36']"
1,1,180,-32,"['-42', '120', '-21', '-36']"
1,1,181,-32,"['-42', '120', '-21', '-36']"
1,1,182,-32,"['-42', '120', '-21', '-36']"
2,1,178,-34,"['-30', '-21', '0', '-28']"
2,1,179,-34,"['-30', '-21', '0', '-28']"
2,1,180,-34,"['-30', '-21', '0', '-28']"
2,1,181,-34,"['-30', '-21', '0', '-28']"
2,1,182,-34,"['-30', '-21', '0', '-28']"
3,1,178,-48,"['-33', '-36', '-27', '0']"
3,1,179,-48,"['-33', '-36', '-27', '0']"
3,1,180,-48,"['-33', '-36', '-27', '0']"
3,1,181,-48,"['-33', '-36', '-27', '0']"
3,1,182,-48,"['-33', '-36', '-27', '0']"
0,1,178,-24,"[0, '-43', '-30', '-34']"
0,1,179,-24,"[0, '-43', '-30', '-34']"
0,1,180,-24,"[0, '-43', '-30', '-34']"
0,1,181,-24,"[0, '-43', '-30', '-34']"
0,1,182,-24,"[0, '-43', '-30', '-34']"
1,1,183,-32,"['-42', '120', '-21', '-36']"
1,1,184,-32,"['-42', '120', '-21', '-36']"
1,1,185,-32,"['-42', '120', '-21', '-36']"
1,1,186,-32,"['-42', '120', '-21', '-36']"
1,1,187,-32,"['-42', '120', '-21', '-36']"
2,1,183,-34,"['-30', '-21', '0', '-27']"
2,1,184,-34,"['-30', '-21', '0', '-27']"
2,1,185,-34,"['-30', '-21', '0', '-27']"
2,1,186,-34,"['-30', '-21', '0', '-27']"
2,1,187,-34,"['-30', '-21', '0', '-27']"
3,1,183,-48,"['-33', '-36', '-27', '0']"
3,1,184,-48,"['-33', '-36', '-27', '0']"
3,1,185,-48,"['-33', '-36', '-27', '0']"
3,1,186,-48,"['-33', '-36', '-27', '0']"
3,1,187,-48,"['-33', '-36', '-27', '0']"
0,1,183,-24,"[0, '-43', '-30', '-34']"
0,1,184,-24,"[0, '-43', '-30', '-34']"
0,1,185,-24,"[0, '-43', '-30', '-34']"
0,1,186,-24,"[0, '-43', '-30', '-34']"
0,1,187,-24,"[0, '-43', '-30', '-34']"
1,1,188,-32,"['-42', '120', '-21', '-36']"
1,1,189,-32,"['-42', '120', '-21', '-36']"
1,1,190,-32,"['-42', '120', '-21', '-36']"
1,1,191,-32,"['-42', '120', '-21', '-36']"
1,1,192,-32,"['-42', '120', '-21', '-36']"
2,1,188,-34,"['-30', '-21', '0', '-27']"
2,1,189,-34,"['-30', '-21', '0', '-27']"
2,1,190,-34,"['-30', '-21', '0', '-27']"
2,1,191,-34,"['-30', '-21', '0', '-27']"
2,1,192,-34,"['-30', '-21', '0', '-27']"
3,1,188,-48,"['-33', '-36', '-27', '0']"
3,1,189,-48,"['-33', '-36', '-27', '0']"
3,1,190,-48,"['-33', '-36', '-27', '0']"
3,1,191,-48,"['-33', '-36', '-27', '0']"
3,1,192,-48,"['-33', '-36', '-27', '0']"
0,1,188,-24,"[0, '-43', '-30', '-34']"
0,1,189,-24,"[0, '-43', '-30', '-34']"
0,1,190,-24,"[0, '-43', '-30', '-34']"
0,1,191,-24,"[0, '-43', '-30', '-34']"
0,1,192,-24,"[0, '-43', '-30', '-34']"
1,1,193,-32,"['-42', '120', '-21', '-36']"
1,1,194,-32,"['-42', '120', '-21', '-36']"
1,1,195,-32,"['-42', '120', '-21', '-36']"
1,1,196,-32,"['-42', '120', '-21', '-36']"
1,1,197,-32,"['-42', '120', '-21', '-36']"
2,1,193,-34,"['-30', '-21', '0', '-27']"
2,1,194,-34,"['-30', '-21', '0', '-27']"
2,1,195,-34,"['-30', '-21', '0', '-27']"
2,1,196,-34,"['-30', '-21', '0', '-27']"
2,1,197,-34,"['-30', '-21', '0', '-27']"
