RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,139,-33,"['-29', '120', '-22', '-33']"
1,1,140,-33,"['-29', '120', '-22', '-33']"
1,1,141,-33,"['-29', '120', '-22', '-33']"
1,1,142,-33,"['-29', '120', '-22', '-33']"
1,1,143,-34,"['-29', '120', '-22', '-33']"
2,1,139,-34,"['-28', '-23', '0', '-25']"
2,1,140,-35,"['-28', '-23', '0', '-25']"
2,1,141,-35,"['-28', '-23', '0', '-25']"
2,1,142,-35,"['-28', '-23', '0', '-25']"
2,1,143,-35,"['-28', '-23', '0', '-25']"
3,1,139,-51,"['-42', '-33', '-25', '0']"
3,1,140,-54,"['-42', '-33', '-25', '0']"
3,1,141,-58,"['-42', '-33', '-25', '0']"
3,1,142,-63,"['-42', '-33', '-25', '0']"
3,1,143,-60,"['-42', '-33', '-25', '0']"
0,1,140,-46,"[0, '-30', '-29', '-42']"
0,1,141,-47,"[0, '-30', '-29', '-42']"
0,1,142,-45,"[0, '-30', '-29', '-42']"
0,1,143,-43,"[0, '-30', '-29', '-42']"
0,1,139,-42,"[0, '-30', '-29', '-42']"
1,1,144,-33,"['-29', '120', '-23', '-33']"
1,1,145,-33,"['-29', '120', '-23', '-33']"
1,1,146,-33,"['-29', '120', '-23', '-33']"
1,1,147,-32,"['-29', '120', '-23', '-33']"
1,1,148,-32,"['-29', '120', '-23', '-33']"
2,1,144,-34,"['-29', '-24', '0', '-25']"
2,1,145,-34,"['-29', '-24', '0', '-25']"
2,1,146,-34,"['-29', '-24', '0', '-25']"
2,1,147,-34,"['-29', '-24', '0', '-25']"
2,1,148,-34,"['-29', '-24', '0', '-25']"
3,1,144,-48,"['-42', '-35', '-24', '0']"
3,1,145,-48,"['-42', '-35', '-24', '0']"
3,1,146,-47,"['-42', '-35', '-24', '0']"
3,1,147,-45,"['-42', '-35', '-24', '0']"
3,1,148,-45,"['-42', '-35', '-24', '0']"
0,1,145,-48,"[0, '-29', '-30', '-42']"
0,1,146,-49,"[0, '-29', '-30', '-42']"
0,1,147,-50,"[0, '-29', '-30', '-42']"
0,1,148,-50,"[0, '-29', '-30', '-42']"
0,1,144,-47,"[0, '-29', '-30', '-42']"
1,1,149,-32,"['-27', '120', '-23', '-34']"
1,1,150,-32,"['-27', '120', '-23', '-34']"
1,1,151,-32,"['-27', '120', '-23', '-34']"
1,1,152,-32,"['-27', '120', '-23', '-34']"
1,1,153,-32,"['-27', '120', '-23', '-34']"
2,1,149,-34,"['-30', '-24', '0', '-24']"
2,1,150,-35,"['-30', '-24', '0', '-24']"
2,1,151,-35,"['-30', '-24', '0', '-24']"
2,1,152,-35,"['-30', '-24', '0', '-24']"
2,1,153,-35,"['-30', '-24', '0', '-24']"
3,1,149,-43,"['-43', '-35', '-25', '0']"
3,1,150,-43,"['-43', '-35', '-25', '0']"
3,1,151,-43,"['-43', '-35', '-25', '0']"
