RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
2,1,169,-38,"['-30', '-21', '0', '-27']"
2,1,170,-39,"['-30', '-21', '0', '-27']"
2,1,171,-38,"['-30', '-21', '0', '-27']"
2,1,172,-38,"['-30', '-21', '0', '-27']"
2,1,173,-38,"['-30', '-21', '0', '-27']"
3,1,169,-45,"['-33', '-37', '-27', '0']"
3,1,170,-45,"['-33', '-37', '-27', '0']"
3,1,171,-45,"['-33', '-37', '-27', '0']"
3,1,172,-45,"['-33', '-37', '-27', '0']"
3,1,173,-45,"['-33', '-37', '-27', '0']"
0,1,169,-24,"[0, 1, '-30', '-33']"
0,1,170,-24,"[0, 1, '-30', '-33']"
0,1,171,-24,"[0, 1, '-30', '-33']"
0,1,172,-24,"[0, 1, '-30', '-33']"
0,1,173,-24,"[0, 1, '-30', '-33']"
1,1,174,-31,"['-42', '120', '-21', '-37']"
1,1,175,-31,"['-42', '120', '-21', '-37']"
1,1,176,-31,"['-42', '120', '-21', '-37']"
1,1,177,-31,"['-42', '120', '-21', '-37']"
1,1,178,-31,"['-42', '120', '-21', '-37']"
2,1,174,-38,"['-30', '-21', '0', '-27']"
2,1,175,-38,"['-30', '-21', '0', '-27']"
2,1,176,-39,"['-30', '-21', '0', '-27']"
2,1,177,-38,"['-30', '-21', '0', '-27']"
2,1,178,-38,"['-30', '-21', '0', '-27']"
3,1,174,-45,"['-33', '-37', '-27', '0']"
3,1,175,-45,"['-33', '-37', '-27', '0']"
3,1,176,-45,"['-33', '-37', '-27', '0']"
3,1,177,-45,"['-33', '-37', '-27', '0']"
3,1,178,-45,"['-33', '-37', '-27', '0']"
0,1,174,-24,"[0, '-43', '-30', '-33']"
0,1,175,-24,"[0, '-43', '-30', '-33']"
0,1,176,-24,"[0, '-43', '-30', '-33']"
0,1,177,-24,"[0, '-43', '-30', '-33']"
0,1,178,-24,"[0, '-43', '-30', '-33']"
1,1,179,-31,"['-42', '120', '-20', '-37']"
1,1,180,-31,"['-42', '120', '-20', '-37']"
1,1,181,-31,"['-42', '120', '-20', '-37']"
1,1,182,-31,"['-42', '120', '-20', '-37']"
1,1,183,-31,"['-42', '120', '-20', '-37']"
2,1,179,-38,"['-30', '-21', '0', '-27']"
2,1,180,-38,"['-30', '-21', '0', '-27']"
2,1,181,-38,"['-30', '-21', '0', '-27']"
2,1,182,-38,"['-30', '-21', '0', '-27']"
2,1,183,-38,"['-30', '-21', '0', '-27']"
3,1,179,-45,"['-33', '-37', '-27', '0']"
3,1,180,-45,"['-33', '-37', '-27', '0']"
3,1,181,-45,"['-33', '-37', '-27', '0']"
3,1,182,-45,"['-33', '-37', '-27', '0']"
3,1,183,-45,"['-33', '-37', '-27', '0']"
0,1,179,-24,"[0, '-44', '-30', '-33']"
0,1,180,-24,"[0, '-44', '-30', '-33']"
0,1,181,-24,"[0, '-44', '-30', '-33']"
0,1,182,-24,"[0, '-44', '-30', '-33']"
0,1,183,-24,"[0, '-44', '-30', '-33']"
1,1,184,-31,"['-43', '120', '-20', '-37']"
1,1,185,-31,"['-43', '120', '-20', '-37']"
1,1,186,-31,"['-43', '120', '-20', '-37']"
1,1,187,-31,"['-43', '120', '-20', '-37']"
1,1,188,-31,"['-43', '120', '-20', '-37']"
2,1,184,-38,"['-30', '-21', '0', '-27']"
