RxNID,TXNID,PacketNo,RSSI
1,1,105,-33
1,1,106,-33
1,1,107,-33
1,1,108,-33
1,1,109,-33
2,1,105,-44
2,1,106,-44
2,1,107,-44
2,1,108,-44
2,1,109,-44
0,1,106,-53
0,1,107,-53
0,1,108,-53
0,1,109,-53
0,1,105,-53
1,1,110,-33
1,1,111,-33
1,1,112,-33
1,1,113,-33
1,1,114,-33
2,1,110,-44
2,1,111,-44
2,1,112,-44
2,1,113,-44
2,1,114,-44
0,1,111,-53
0,1,112,-53
0,1,113,-53
0,1,114,-53
0,1,110,-53
1,1,115,-33
1,1,116,-33
1,1,117,-33
1,1,118,-33
1,1,119,-33
2,1,115,-44
2,1,116,-44
2,1,117,-44
2,1,118,-44
2,1,119,-44
0,1,116,-53
0,1,117,-53
0,1,118,-53
0,1,119,-53
0,1,115,-53
1,1,120,-33
1,1,121,-33
1,1,122,-33
1,1,123,-33
1,1,124,-33
2,1,120,-44
2,1,121,-44
2,1,122,-44
2,1,123,-44
2,1,124,-44
0,1,121,-53
0,1,122,-53
0,1,123,-53
0,1,124,-53
0,1,120,-53
1,1,125,-33
1,1,126,-33
1,1,127,-33
1,1,128,-33
1,1,129,-33
2,1,125,-44
2,1,126,-44
2,1,127,-44
2,1,128,-44
2,1,129,-44
0,1,126,-53
0,1,127,-53
0,1,128,-53
0,1,129,-53
0,1,125,-53
1,1,130,-33
1,1,131,-33
1,1,132,-33
1,1,133,-33
1,1,134,-33
2,1,130,-44
2,1,131,-44
2,1,132,-44
2,1,133,-44
2,1,134,-44
0,1,131,-53
0,1,132,-53
0,1,133,-53
0,1,134,-53
0,1,130,-53
1,1,135,-33
1,1,136,-33
1,1,137,-33
1,1,138,-33
1,1,139,-33
2,1,135,-44
2,1,136,-44
2,1,137,-44
2,1,138,-44
2,1,139,-44
0,1,136,-53
0,1,137,-53
0,1,138,-53
0,1,139,-53
0,1,135,-53
1,1,140,-33
1,1,141,-33
1,1,142,-33
1,1,143,-33
1,1,144,-33
2,1,140,-44
2,1,141,-44
2,1,142,-44
2,1,143,-44
2,1,144,-44
