RxNID,TXNID,PacketNo,RSSI
1,1,224,-47
1,1,225,-46
1,1,226,-47
1,1,227,-47
1,1,228,-47
2,1,225,-39
2,1,226,-40
2,1,227,-40
2,1,228,-40
2,1,224,-39
0,1,226,-26
0,1,227,-26
0,1,228,-26
0,1,224,-26
0,1,225,-26
1,1,229,-47
1,1,230,-47
1,1,231,-46
1,1,232,-46
1,1,233,-47
2,1,230,-40
2,1,231,-40
2,1,232,-40
2,1,233,-40
2,1,229,-40
0,1,231,-26
0,1,232,-26
0,1,233,-26
0,1,229,-26
0,1,230,-26
1,1,234,-46
1,1,235,-46
1,1,236,-47
1,1,237,-47
1,1,238,-47
2,1,235,-40
2,1,236,-40
2,1,237,-40
2,1,238,-40
2,1,234,-40
0,1,236,-26
0,1,237,-26
0,1,238,-26
0,1,234,-26
0,1,235,-26
1,1,239,-46
1,1,240,-46
1,1,241,-46
1,1,242,-46
1,1,243,-46
2,1,240,-40
2,1,241,-40
2,1,242,-40
2,1,243,-40
2,1,239,-40
0,1,241,-26
0,1,242,-26
0,1,243,-26
0,1,239,-26
0,1,240,-26
1,1,244,-46
1,1,245,-46
1,1,246,-46
1,1,247,-46
1,1,248,-46
2,1,245,-40
2,1,246,-40
2,1,247,-40
2,1,248,-41
2,1,244,-40
0,1,246,-26
0,1,247,-26
0,1,248,-26
0,1,244,-26
0,1,245,-26
1,1,249,-46
1,1,250,-46
1,1,251,-46
1,1,252,-46
1,1,253,-46
2,1,250,-40
2,1,251,-41
2,1,252,-40
2,1,253,-41
2,1,249,-41
0,1,251,-26
0,1,252,-26
0,1,253,-26
0,1,249,-26
0,1,250,-26
1,1,254,-46
1,1,255,-46
1,1,0,-46
1,1,1,-46
1,1,2,-46
2,1,255,-40
2,1,0,-40
2,1,1,-40
2,1,2,-40
2,1,254,-41
0,1,0,-26
0,1,1,-26
0,1,2,-26
0,1,254,-26
0,1,255,-26
1,1,3,-46
1,1,4,-46
1,1,5,-46
1,1,6,-46
1,1,7,-46
2,1,4,-40
2,1,5,-40
2,1,6,-40
2,1,7,-40
2,1,3,-41
