RxNID,TXNID,PacketNo,RSSI
1,1,251,-41
1,1,252,-41
1,1,253,-41
1,1,254,-41
1,1,255,-41
2,1,252,-46
2,1,253,-46
2,1,254,-46
2,1,255,-46
2,1,251,-46
0,1,252,-37
0,1,253,-37
0,1,254,-37
0,1,255,-37
0,1,251,-37
1,1,0,-41
1,1,1,-41
1,1,2,-41
1,1,3,-41
1,1,4,-41
2,1,1,-46
2,1,2,-46
2,1,3,-46
2,1,4,-47
2,1,0,-46
0,1,1,-37
0,1,2,-37
0,1,3,-37
0,1,4,-37
0,1,0,-37
1,1,5,-41
1,1,6,-41
1,1,7,-41
1,1,8,-41
1,1,9,-41
2,1,6,-46
2,1,7,-47
2,1,8,-46
2,1,9,-46
2,1,5,-46
0,1,6,-37
0,1,7,-37
0,1,8,-37
0,1,9,-37
0,1,5,-37
1,1,10,-41
1,1,11,-41
1,1,12,-41
1,1,13,-41
1,1,14,-41
2,1,11,-46
2,1,12,-46
2,1,13,-46
2,1,14,-46
2,1,10,-46
0,1,11,-37
0,1,12,-37
0,1,13,-37
0,1,14,-37
0,1,10,-37
1,1,15,-41
1,1,16,-41
1,1,17,-41
1,1,18,-41
1,1,19,-41
2,1,16,-46
2,1,17,-46
2,1,18,-46
2,1,19,-46
2,1,15,-46
0,1,16,-37
0,1,17,-37
0,1,18,-37
0,1,19,-37
0,1,15,-37
1,1,20,-41
1,1,21,-41
1,1,22,-41
1,1,23,-41
1,1,24,-41
2,1,21,-46
2,1,22,-46
2,1,23,-46
2,1,24,-47
2,1,20,-46
0,1,21,-37
0,1,22,-37
0,1,23,-37
0,1,24,-37
0,1,20,-37
1,1,25,-41
1,1,26,-41
1,1,27,-41
1,1,28,-41
1,1,29,-41
2,1,26,-46
2,1,27,-47
2,1,28,-46
2,1,29,-46
2,1,25,-46
0,1,26,-37
0,1,27,-37
0,1,28,-37
0,1,29,-37
0,1,25,-37
1,1,30,-41
1,1,31,-41
1,1,32,-41
1,1,33,-41
1,1,34,-41
2,1,31,-46
2,1,32,-46
2,1,33,-46
2,1,34,-46
2,1,30,-46
