RxNID,TXNID,PacketNo,RSSI
0,1,25,-57
0,1,26,-57
0,1,27,-57
0,1,28,-57
0,1,24,-57
1,1,29,-35
1,1,30,-35
1,1,31,-35
1,1,32,-35
1,1,33,-35
2,1,29,-48
2,1,30,-48
2,1,31,-48
2,1,32,-48
2,1,33,-48
0,1,30,-56
0,1,31,-57
0,1,32,-57
0,1,33,-56
0,1,29,-57
1,1,34,-34
1,1,35,-35
1,1,36,-35
1,1,37,-35
1,1,38,-35
2,1,34,-48
2,1,35,-48
2,1,36,-48
2,1,37,-48
2,1,38,-48
0,1,35,-56
0,1,36,-56
0,1,37,-56
0,1,38,-56
0,1,34,-56
1,1,39,-35
1,1,40,-35
1,1,41,-35
1,1,42,-35
1,1,43,-35
2,1,39,-48
2,1,40,-49
2,1,41,-48
2,1,42,-48
2,1,43,-48
0,1,40,-56
0,1,41,-56
0,1,42,-56
0,1,43,-56
0,1,39,-56
1,1,44,-35
1,1,45,-35
1,1,46,-35
1,1,47,-35
1,1,48,-35
2,1,44,-49
2,1,45,-48
2,1,46,-48
2,1,47,-48
2,1,48,-48
0,1,45,-56
0,1,46,-56
0,1,47,-56
0,1,48,-56
0,1,44,-56
1,1,49,-35
1,1,50,-35
1,1,51,-35
1,1,52,-35
1,1,53,-35
2,1,49,-48
2,1,50,-49
2,1,51,-48
2,1,52,-48
2,1,53,-48
0,1,50,-56
0,1,51,-56
0,1,52,-56
0,1,53,-56
0,1,49,-56
1,1,54,-34
1,1,55,-35
1,1,56,-35
1,1,57,-35
1,1,58,-35
2,1,54,-48
2,1,55,-48
2,1,56,-48
2,1,57,-49
2,1,58,-48
0,1,55,-56
0,1,56,-56
0,1,57,-56
0,1,58,-56
0,1,54,-56
1,1,59,-35
1,1,60,-35
1,1,61,-35
1,1,62,-35
1,1,63,-35
2,1,59,-48
2,1,60,-49
2,1,61,-48
2,1,62,-48
2,1,63,-48
0,1,60,-56
0,1,61,-56
0,1,62,-56
0,1,63,-56
0,1,59,-56
1,1,64,-35
1,1,65,-35
1,1,66,-35
1,1,67,-35
1,1,68,-35
