RxNID,TXNID,PacketNo,RSSI
1,1,236,-33
1,1,237,-33
1,1,238,-33
1,1,239,-33
1,1,240,-33
2,1,237,-40
2,1,238,-41
2,1,239,-40
2,1,240,-41
2,1,236,-40
0,1,237,-43
0,1,238,-43
0,1,239,-43
0,1,240,-43
0,1,236,-43
1,1,241,-33
1,1,242,-33
1,1,243,-33
1,1,244,-33
1,1,245,-33
2,1,242,-40
2,1,243,-41
2,1,244,-40
2,1,245,-40
2,1,241,-40
0,1,242,-43
0,1,243,-43
0,1,244,-43
0,1,245,-43
0,1,241,-43
1,1,246,-33
1,1,247,-33
1,1,248,-33
1,1,249,-33
1,1,250,-33
2,1,247,-40
2,1,248,-40
2,1,249,-40
2,1,250,-40
2,1,246,-40
0,1,247,-43
0,1,248,-43
0,1,249,-43
0,1,250,-43
0,1,246,-43
1,1,251,-33
1,1,252,-33
1,1,253,-33
1,1,254,-33
1,1,255,-33
2,1,252,-40
2,1,253,-40
2,1,254,-40
2,1,255,-40
2,1,251,-40
0,1,252,-43
0,1,253,-43
0,1,254,-43
0,1,255,-43
0,1,251,-43
1,1,0,-33
1,1,1,-33
1,1,2,-33
1,1,3,-33
1,1,4,-33
2,1,1,-41
2,1,2,-41
2,1,3,-41
2,1,4,-41
2,1,0,-40
0,1,1,-43
0,1,2,-43
0,1,3,-43
0,1,4,-43
0,1,0,-43
1,1,5,-33
1,1,6,-33
1,1,7,-33
1,1,8,-33
1,1,9,-33
2,1,6,-41
2,1,7,-41
2,1,8,-41
2,1,9,-41
2,1,5,-41
0,1,6,-43
0,1,7,-43
0,1,8,-43
0,1,9,-43
0,1,5,-43
1,1,10,-33
1,1,11,-33
1,1,12,-33
1,1,13,-33
1,1,14,-33
2,1,11,-41
2,1,12,-41
2,1,13,-41
2,1,14,-41
2,1,10,-41
0,1,11,-43
0,1,12,-43
0,1,13,-43
0,1,14,-43
0,1,10,-43
1,1,15,-33
1,1,16,-33
1,1,17,-33
1,1,18,-33
1,1,19,-33
2,1,16,-41
2,1,17,-41
2,1,18,-41
2,1,19,-41
2,1,15,-41
