RxNID,TXNID,PacketNo,RSSI
1,1,79,-30
1,1,80,-30
1,1,81,-30
1,1,82,-30
1,1,83,-30
2,1,79,-49
2,1,80,-49
2,1,81,-49
2,1,82,-49
2,1,83,-49
0,1,80,-59
0,1,81,-59
0,1,82,-59
0,1,83,-59
0,1,79,-59
1,1,84,-30
1,1,85,-30
1,1,86,-30
1,1,87,-30
1,1,88,-30
2,1,84,-49
2,1,85,-49
2,1,86,-49
2,1,87,-49
2,1,88,-49
0,1,85,-59
0,1,86,-59
0,1,87,-59
0,1,88,-59
0,1,84,-59
1,1,89,-30
1,1,90,-30
1,1,91,-30
1,1,92,-30
1,1,93,-30
2,1,89,-49
2,1,90,-49
2,1,91,-49
2,1,92,-49
2,1,93,-49
0,1,90,-58
0,1,91,-59
0,1,92,-59
0,1,93,-59
0,1,89,-58
1,1,94,-30
1,1,95,-30
1,1,96,-30
1,1,97,-30
1,1,98,-30
2,1,94,-49
2,1,95,-49
2,1,96,-49
2,1,97,-49
2,1,98,-49
0,1,95,-59
0,1,96,-59
0,1,97,-59
0,1,98,-59
0,1,94,-59
1,1,99,-30
1,1,100,-30
1,1,101,-30
1,1,102,-30
1,1,103,-30
2,1,99,-49
2,1,100,-49
2,1,101,-49
2,1,102,-49
2,1,103,-49
0,1,100,-59
0,1,101,-59
0,1,102,-59
0,1,103,-59
0,1,99,-59
1,1,104,-30
1,1,105,-30
1,1,106,-30
1,1,107,-30
1,1,108,-30
2,1,104,-49
2,1,105,-49
2,1,106,-49
2,1,107,-49
2,1,108,-49
0,1,105,-58
0,1,106,-59
0,1,107,-59
0,1,108,-59
0,1,104,-59
1,1,109,-30
1,1,110,-30
1,1,111,-30
1,1,112,-30
1,1,113,-30
2,1,109,-49
2,1,110,-49
2,1,111,-49
2,1,112,-49
2,1,113,-49
0,1,110,-58
0,1,111,-59
0,1,112,-59
0,1,113,-59
0,1,109,-58
1,1,114,-30
1,1,115,-30
1,1,116,-30
1,1,117,-30
1,1,118,-30
2,1,114,-49
2,1,115,-49
2,1,116,-49
2,1,117,-49
2,1,118,-49
