RxNID,TXNID,PacketNo,RSSI
0,1,81,-62
0,1,82,-62
0,1,83,-62
0,1,84,-62
0,1,80,-62
1,1,85,-38
1,1,86,-38
1,1,87,-38
1,1,88,-38
1,1,89,-38
2,1,85,-54
2,1,86,-54
2,1,87,-54
2,1,88,-54
2,1,89,-54
0,1,86,-61
0,1,87,-61
0,1,88,-61
0,1,89,-61
0,1,85,-61
1,1,90,-38
1,1,91,-38
1,1,92,-38
1,1,93,-38
1,1,94,-38
2,1,90,-54
2,1,91,-54
2,1,92,-54
2,1,93,-54
2,1,94,-54
0,1,91,-62
0,1,92,-62
0,1,93,-62
0,1,94,-62
0,1,90,-62
1,1,95,-38
1,1,96,-38
1,1,97,-38
1,1,98,-38
1,1,99,-38
2,1,95,-54
2,1,96,-54
2,1,97,-54
2,1,98,-54
2,1,99,-54
0,1,96,-62
0,1,97,-62
0,1,98,-62
0,1,99,-62
0,1,95,-62
1,1,100,-38
1,1,101,-38
1,1,102,-38
1,1,103,-38
1,1,104,-38
2,1,100,-54
2,1,101,-54
2,1,102,-54
2,1,103,-54
2,1,104,-54
0,1,101,-62
0,1,102,-62
0,1,103,-62
0,1,104,-62
0,1,100,-62
1,1,105,-38
1,1,106,-38
1,1,107,-38
1,1,108,-38
1,1,109,-38
2,1,105,-54
2,1,106,-54
2,1,107,-54
2,1,108,-54
2,1,109,-54
0,1,106,-64
0,1,107,-64
0,1,108,-63
0,1,109,-63
0,1,105,-64
1,1,110,-38
1,1,111,-38
1,1,112,-38
1,1,113,-38
1,1,114,-38
2,1,110,-55
2,1,111,-55
2,1,112,-55
2,1,113,-55
2,1,114,-55
0,1,111,-65
0,1,112,-64
0,1,113,-64
0,1,114,-64
0,1,110,-65
1,1,115,-38
1,1,116,-38
1,1,117,-38
1,1,118,-38
1,1,119,-38
2,1,115,-54
2,1,116,-54
2,1,117,-54
2,1,118,-54
2,1,119,-54
0,1,116,-64
0,1,117,-64
0,1,118,-64
0,1,119,-64
0,1,115,-64
1,1,120,-37
1,1,121,-38
1,1,122,-37
1,1,123,-38
1,1,124,-38
