RxNID,TXNID,PacketNo,RSSI
1,1,212,-32
1,1,213,-32
1,1,214,-32
1,1,215,-32
1,1,216,-32
2,1,212,-44
2,1,213,-44
2,1,214,-44
2,1,215,-44
2,1,216,-44
0,1,213,-59
0,1,214,-59
0,1,215,-60
0,1,216,-60
0,1,212,-59
1,1,217,-32
1,1,218,-32
1,1,219,-32
1,1,220,-32
1,1,221,-32
2,1,217,-44
2,1,218,-44
2,1,219,-44
2,1,220,-44
2,1,221,-44
0,1,218,-62
0,1,219,-62
0,1,220,-62
0,1,221,-62
0,1,217,-62
1,1,222,-32
1,1,223,-32
1,1,224,-32
1,1,225,-32
1,1,226,-32
2,1,222,-44
2,1,223,-44
2,1,224,-44
2,1,225,-44
2,1,226,-44
0,1,223,-61
0,1,224,-61
0,1,225,-61
0,1,226,-61
0,1,222,-61
1,1,227,-32
1,1,228,-32
1,1,229,-32
1,1,230,-32
1,1,231,-32
2,1,227,-44
2,1,228,-44
2,1,229,-44
2,1,230,-44
2,1,231,-44
0,1,228,-61
0,1,229,-61
0,1,230,-61
0,1,231,-61
0,1,227,-61
1,1,232,-32
1,1,233,-32
1,1,234,-32
1,1,235,-32
1,1,236,-32
2,1,232,-44
2,1,233,-44
2,1,234,-44
2,1,235,-44
2,1,236,-44
0,1,233,-61
0,1,234,-61
0,1,235,-61
0,1,236,-61
0,1,232,-61
1,1,237,-32
1,1,238,-32
1,1,239,-32
1,1,240,-32
1,1,241,-32
2,1,237,-44
2,1,238,-44
2,1,239,-44
2,1,240,-44
2,1,241,-44
0,1,238,-61
0,1,239,-61
0,1,240,-61
0,1,241,-61
0,1,237,-61
1,1,242,-32
1,1,243,-32
1,1,244,-32
1,1,245,-32
1,1,246,-32
2,1,242,-44
2,1,243,-44
2,1,244,-44
2,1,245,-44
2,1,246,-44
0,1,243,-61
0,1,244,-61
0,1,245,-61
0,1,246,-61
0,1,242,-61
1,1,247,-32
1,1,248,-32
1,1,249,-32
1,1,250,-32
1,1,251,-32
2,1,247,-44
2,1,248,-44
2,1,249,-44
2,1,250,-44
2,1,251,-44
