RxNID,TXNID,PacketNo,RSSI
2,1,111,-52
2,1,112,-52
2,1,113,-52
2,1,114,-52
2,1,110,-52
0,1,111,-45
0,1,112,-45
0,1,113,-45
0,1,114,-45
0,1,110,-45
1,1,115,-30
1,1,116,-30
1,1,117,-30
1,1,118,-30
1,1,119,-30
2,1,116,-52
2,1,117,-52
2,1,118,-52
2,1,119,-52
2,1,115,-52
0,1,116,-45
0,1,117,-45
0,1,118,-45
0,1,119,-45
0,1,115,-45
1,1,120,-30
1,1,121,-30
1,1,122,-30
1,1,123,-30
1,1,124,-30
2,1,121,-52
2,1,122,-52
2,1,123,-52
2,1,124,-52
2,1,120,-52
0,1,121,-45
0,1,122,-45
0,1,123,-45
0,1,124,-45
0,1,120,-45
1,1,125,-30
1,1,126,-30
1,1,127,-30
1,1,128,-30
1,1,129,-30
2,1,126,-52
2,1,127,-52
2,1,128,-52
2,1,129,-52
2,1,125,-52
0,1,126,-45
0,1,127,-45
0,1,128,-45
0,1,129,-45
0,1,125,-45
1,1,130,-30
1,1,131,-30
1,1,132,-30
1,1,133,-30
1,1,134,-30
2,1,131,-52
2,1,132,-52
2,1,133,-52
2,1,134,-52
2,1,130,-52
0,1,131,-45
0,1,132,-45
0,1,133,-45
0,1,134,-45
0,1,130,-45
1,1,135,-30
1,1,136,-30
1,1,137,-30
1,1,138,-30
1,1,139,-30
2,1,136,-52
2,1,137,-52
2,1,138,-52
2,1,139,-52
2,1,135,-52
0,1,136,-45
0,1,137,-45
0,1,138,-45
0,1,139,-45
0,1,135,-45
1,1,140,-30
1,1,141,-30
1,1,142,-30
1,1,143,-30
1,1,144,-30
2,1,141,-52
2,1,142,-52
2,1,143,-52
2,1,144,-52
2,1,140,-52
0,1,141,-45
0,1,142,-45
0,1,143,-45
0,1,144,-45
0,1,140,-45
1,1,145,-30
1,1,146,-30
1,1,147,-30
1,1,148,-30
1,1,149,-30
2,1,146,-52
2,1,147,-52
2,1,148,-52
2,1,149,-52
2,1,145,-52
0,1,146,-45
0,1,147,-45
0,1,148,-45
0,1,149,-45
0,1,145,-45
