RxNID,TXNID,PacketNo,RSSI
1,1,39,-48
1,1,40,-48
1,1,41,-48
1,1,42,-48
1,1,43,-48
2,1,40,-38
2,1,41,-38
2,1,42,-38
2,1,43,-38
2,1,39,-37
0,1,41,-27
0,1,42,-27
0,1,43,-27
0,1,39,-27
0,1,40,-27
1,1,44,-48
1,1,45,-48
1,1,46,-48
1,1,47,-48
1,1,48,-48
2,1,45,-38
2,1,46,-38
2,1,47,-38
2,1,48,-38
2,1,44,-38
0,1,46,-27
0,1,47,-27
0,1,48,-27
0,1,44,-27
0,1,45,-27
1,1,49,-48
1,1,50,-48
1,1,51,-48
1,1,52,-48
1,1,53,-48
2,1,50,-38
2,1,51,-38
2,1,52,-38
2,1,53,-38
2,1,49,-38
0,1,51,-27
0,1,52,-27
0,1,53,-27
0,1,49,-27
0,1,50,-27
1,1,54,-48
1,1,55,-48
1,1,56,-48
1,1,57,-48
1,1,58,-48
2,1,55,-38
2,1,56,-38
2,1,57,-38
2,1,58,-38
2,1,54,-38
0,1,56,-27
0,1,57,-27
0,1,58,-27
0,1,54,-27
0,1,55,-27
1,1,59,-48
1,1,60,-48
1,1,61,-48
1,1,62,-48
1,1,63,-48
2,1,60,-38
2,1,61,-38
2,1,62,-38
2,1,63,-38
2,1,59,-38
0,1,61,-27
0,1,62,-27
0,1,63,-27
0,1,59,-27
0,1,60,-27
1,1,64,-48
1,1,65,-48
1,1,66,-48
1,1,67,-48
1,1,68,-48
2,1,65,-38
2,1,66,-38
2,1,67,-38
2,1,68,-38
2,1,64,-37
0,1,66,-27
0,1,67,-27
0,1,68,-27
0,1,64,-27
0,1,65,-27
1,1,69,-48
1,1,70,-48
1,1,71,-48
1,1,72,-48
1,1,73,-48
2,1,70,-38
2,1,71,-38
2,1,72,-38
2,1,73,-38
2,1,69,-37
0,1,71,-27
0,1,72,-27
0,1,73,-27
0,1,69,-27
0,1,70,-27
1,1,74,-48
1,1,75,-48
1,1,76,-48
1,1,77,-48
1,1,78,-48
2,1,75,-38
2,1,76,-38
2,1,77,-38
2,1,78,-38
2,1,74,-38
