RxNID,TXNID,PacketNo,RSSI
1,1,119,-66
1,1,120,-65
1,1,121,-65
1,1,122,-66
1,1,123,-65
2,1,120,-36
2,1,121,-36
2,1,122,-36
2,1,123,-36
2,1,119,-36
0,1,120,-39
0,1,121,-39
0,1,122,-40
0,1,123,-40
0,1,119,-40
1,1,124,-65
1,1,125,-65
1,1,126,-65
1,1,127,-65
1,1,128,-65
2,1,125,-36
2,1,126,-36
2,1,127,-36
2,1,128,-36
2,1,124,-36
0,1,125,-40
0,1,126,-40
0,1,127,-40
0,1,128,-40
0,1,124,-39
1,1,129,-65
1,1,130,-65
1,1,131,-65
1,1,132,-65
1,1,133,-65
2,1,130,-36
2,1,131,-36
2,1,132,-36
2,1,133,-36
2,1,129,-36
0,1,130,-40
0,1,131,-40
0,1,132,-40
0,1,133,-40
0,1,129,-40
1,1,134,-65
1,1,135,-65
1,1,136,-65
1,1,137,-65
1,1,138,-65
2,1,135,-36
2,1,136,-36
2,1,137,-36
2,1,138,-36
2,1,134,-36
0,1,135,-40
0,1,136,-40
0,1,137,-40
0,1,138,-40
0,1,134,-40
1,1,139,-65
1,1,140,-65
1,1,141,-65
1,1,142,-65
1,1,143,-65
2,1,140,-36
2,1,141,-36
2,1,142,-36
2,1,143,-36
2,1,139,-36
0,1,140,-40
0,1,141,-40
0,1,142,-40
0,1,143,-40
0,1,139,-40
1,1,144,-65
1,1,145,-65
1,1,146,-65
1,1,147,-65
1,1,148,-65
2,1,145,-36
2,1,146,-36
2,1,147,-36
2,1,148,-36
2,1,144,-36
0,1,145,-40
0,1,146,-40
0,1,147,-40
0,1,148,-40
0,1,144,-40
1,1,149,-65
1,1,150,-65
1,1,151,-65
1,1,152,-65
1,1,153,-65
2,1,150,-36
2,1,151,-36
2,1,152,-36
2,1,153,-36
2,1,149,-36
0,1,150,-40
0,1,151,-40
0,1,152,-40
0,1,153,-40
0,1,149,-40
1,1,154,-65
1,1,155,-65
1,1,156,-65
1,1,157,-65
1,1,158,-65
2,1,155,-36
2,1,156,-36
2,1,157,-36
2,1,158,-36
2,1,154,-36
