RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
2,1,82,-48,"['-49', '-40', '0', '-41']"
2,1,83,-48,"['-49', '-40', '0', '-41']"
2,1,84,-48,"['-49', '-40', '0', '-41']"
2,1,85,-48,"['-49', '-40', '0', '-41']"
2,1,86,-48,"['-49', '-40', '0', '-41']"
3,1,83,-28,"['-30', '-52', '-41', '0']"
3,1,84,-28,"['-30', '-52', '-41', '0']"
3,1,85,-28,"['-30', '-52', '-41', '0']"
3,1,86,-28,"['-30', '-52', '-41', '0']"
3,1,82,-28,"['-30', '-52', '-41', '0']"
0,1,82,-36,"[0, 1, '-49', '-31']"
0,1,83,-36,"[0, 1, '-49', '-31']"
0,1,84,-36,"[0, 1, '-49', '-31']"
0,1,85,-36,"[0, 1, '-49', '-31']"
0,1,86,-36,"[0, 1, '-49', '-31']"
1,1,87,-60,"['-48', '120', '-39', '-52']"
1,1,88,-60,"['-48', '120', '-39', '-52']"
1,1,89,-60,"['-48', '120', '-39', '-52']"
1,1,90,-60,"['-48', '120', '-39', '-52']"
1,1,91,-60,"['-48', '120', '-39', '-52']"
2,1,87,-48,"['-48', '-40', '0', '-41']"
2,1,88,-48,"['-48', '-40', '0', '-41']"
2,1,89,-48,"['-48', '-40', '0', '-41']"
2,1,90,-48,"['-48', '-40', '0', '-41']"
2,1,91,-48,"['-48', '-40', '0', '-41']"
3,1,88,-28,"['-30', '-52', '-41', '0']"
3,1,89,-28,"['-30', '-52', '-41', '0']"
3,1,90,-28,"['-30', '-52', '-41', '0']"
3,1,91,-28,"['-30', '-52', '-41', '0']"
3,1,87,-28,"['-30', '-52', '-41', '0']"
0,1,87,-36,"[0, '-48', '-49', '-31']"
0,1,88,-36,"[0, '-48', '-49', '-31']"
0,1,89,-36,"[0, '-48', '-49', '-31']"
0,1,90,-36,"[0, '-48', '-49', '-31']"
0,1,91,-36,"[0, '-48', '-49', '-31']"
1,1,92,-60,"['-48', '120', '-39', '-52']"
1,1,93,-60,"['-48', '120', '-39', '-52']"
1,1,94,-60,"['-48', '120', '-39', '-52']"
1,1,95,-60,"['-48', '120', '-39', '-52']"
1,1,96,-60,"['-48', '120', '-39', '-52']"
2,1,92,-48,"['-48', '-40', '0', '-41']"
2,1,93,-48,"['-48', '-40', '0', '-41']"
2,1,94,-48,"['-48', '-40', '0', '-41']"
2,1,95,-48,"['-48', '-40', '0', '-41']"
2,1,96,-48,"['-48', '-40', '0', '-41']"
3,1,93,-28,"['-31', '-52', '-41', '0']"
3,1,94,-28,"['-31', '-52', '-41', '0']"
3,1,95,-28,"['-31', '-52', '-41', '0']"
3,1,96,-28,"['-31', '-52', '-41', '0']"
3,1,92,-28,"['-31', '-52', '-41', '0']"
0,1,92,-36,"[0, '-48', '-49', '-31']"
0,1,93,-36,"[0, '-48', '-49', '-31']"
0,1,94,-36,"[0, '-48', '-49', '-31']"
0,1,95,-36,"[0, '-48', '-49', '-31']"
0,1,96,-36,"[0, '-48', '-49', '-31']"
1,1,97,-60,"['-48', '120', '-39', '-52']"
1,1,98,-60,"['-48', '120', '-39', '-52']"
1,1,99,-60,"['-48', '120', '-39', '-52']"
1,1,100,-60,"['-48', '120', '-39', '-52']"
1,1,101,-60,"['-48', '120', '-39', '-52']"
2,1,97,-48,"['-48', '-40', '0', '-41']"
2,1,98,-48,"['-48', '-40', '0', '-41']"
2,1,99,-48,"['-48', '-40', '0', '-41']"
2,1,100,-48,"['-48', '-40', '0', '-41']"
2,1,101,-48,"['-48', '-40', '0', '-41']"
3,1,98,-28,"['-31', '-52', '-41', '0']"
3,1,99,-28,"['-31', '-52', '-41', '0']"
3,1,100,-28,"['-31', '-52', '-41', '0']"
3,1,101,-28,"['-31', '-52', '-41', '0']"
3,1,97,-28,"['-31', '-52', '-41', '0']"
0,1,97,-36,"[0, '-48', '-49', '-31']"
0,1,98,-36,"[0, '-48', '-49', '-31']"
0,1,99,-36,"[0, '-48', '-49', '-31']"
0,1,100,-36,"[0, '-48', '-49', '-31']"
0,1,101,-36,"[0, '-48', '-49', '-31']"
1,1,102,-60,"['-48', '120', '-39', '-52']"
1,1,103,-60,"['-48', '120', '-39', '-52']"
1,1,104,-60,"['-48', '120', '-39', '-52']"
1,1,105,-60,"['-48', '120', '-39', '-52']"
1,1,106,-60,"['-48', '120', '-39', '-52']"
2,1,102,-48,"['-48', '-40', '0', '-41']"
2,1,103,-48,"['-48', '-40', '0', '-41']"
2,1,104,-48,"['-48', '-40', '0', '-41']"
2,1,105,-48,"['-48', '-40', '0', '-41']"
2,1,106,-48,"['-48', '-40', '0', '-41']"
3,1,103,-28,"['-31', '-52', '-41', '0']"
3,1,104,-28,"['-31', '-52', '-41', '0']"
3,1,105,-28,"['-31', '-52', '-41', '0']"
3,1,106,-28,"['-31', '-52', '-41', '0']"
3,1,102,-28,"['-31', '-52', '-41', '0']"
0,1,102,-36,"[0, '-48', '-49', '-31']"
0,1,103,-36,"[0, '-48', '-49', '-31']"
0,1,104,-36,"[0, '-48', '-49', '-31']"
0,1,105,-36,"[0, '-48', '-49', '-31']"
0,1,106,-36,"[0, '-48', '-49', '-31']"
1,1,107,-60,"['-48', '120', '-39', '-52']"
1,1,108,-60,"['-48', '120', '-39', '-52']"
1,1,109,-60,"['-48', '120', '-39', '-52']"
1,1,110,-60,"['-48', '120', '-39', '-52']"
1,1,111,-60,"['-48', '120', '-39', '-52']"
2,1,107,-48,"['-48', '-40', '0', '-41']"
2,1,108,-48,"['-48', '-40', '0', '-41']"
2,1,109,-48,"['-48', '-40', '0', '-41']"
2,1,110,-48,"['-48', '-40', '0', '-41']"
2,1,111,-48,"['-48', '-40', '0', '-41']"
3,1,108,-28,"['-31', '-52', '-41', '0']"
3,1,109,-28,"['-31', '-52', '-41', '0']"
3,1,110,-28,"['-31', '-52', '-41', '0']"
3,1,111,-28,"['-31', '-52', '-41', '0']"
3,1,107,-28,"['-31', '-52', '-41', '0']"
