RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
2,1,153,-49,"['-56', '-40', '0', '-42']"
2,1,154,-49,"['-56', '-40', '0', '-42']"
2,1,155,-49,"['-56', '-40', '0', '-42']"
2,1,156,-49,"['-56', '-40', '0', '-42']"
2,1,157,-49,"['-56', '-40', '0', '-42']"
3,1,153,-62,"['-30', '-51', '-42', '0']"
3,1,154,-62,"['-30', '-51', '-42', '0']"
3,1,155,-62,"['-30', '-51', '-42', '0']"
3,1,156,-62,"['-30', '-51', '-42', '0']"
3,1,157,-62,"['-30', '-51', '-42', '0']"
0,1,155,-48,"[0, 1, '-56', '-31']"
0,1,156,-48,"[0, 1, '-56', '-31']"
0,1,157,-48,"[0, 1, '-56', '-31']"
0,1,153,-48,"[0, 1, '-56', '-31']"
0,1,154,-48,"[0, 1, '-56', '-31']"
1,1,158,-33,"['-48', '120', '-40', '-51']"
1,1,159,-33,"['-48', '120', '-40', '-51']"
1,1,160,-33,"['-48', '120', '-40', '-51']"
1,1,161,-33,"['-48', '120', '-40', '-51']"
1,1,162,-34,"['-48', '120', '-40', '-51']"
2,1,158,-49,"['-56', '-40', '0', '-42']"
2,1,159,-49,"['-56', '-40', '0', '-42']"
2,1,160,-49,"['-56', '-40', '0', '-42']"
2,1,161,-49,"['-56', '-40', '0', '-42']"
2,1,162,-49,"['-56', '-40', '0', '-42']"
3,1,158,-64,"['-30', '-51', '-42', '0']"
3,1,159,-63,"['-30', '-51', '-42', '0']"
3,1,160,-64,"['-30', '-51', '-42', '0']"
3,1,161,-63,"['-30', '-51', '-42', '0']"
3,1,162,-64,"['-30', '-51', '-42', '0']"
0,1,160,-48,"[0, '-49', '-56', '-31']"
0,1,161,-48,"[0, '-49', '-56', '-31']"
0,1,162,-48,"[0, '-49', '-56', '-31']"
0,1,158,-48,"[0, '-49', '-56', '-31']"
0,1,159,-48,"[0, '-49', '-56', '-31']"
1,1,163,-33,"['-48', '120', '-40', '-51']"
1,1,164,-33,"['-48', '120', '-40', '-51']"
1,1,165,-33,"['-48', '120', '-40', '-51']"
1,1,166,-33,"['-48', '120', '-40', '-51']"
1,1,167,-33,"['-48', '120', '-40', '-51']"
2,1,163,-49,"['-56', '-40', '0', '-42']"
2,1,164,-49,"['-56', '-40', '0', '-42']"
2,1,165,-49,"['-56', '-40', '0', '-42']"
2,1,166,-49,"['-56', '-40', '0', '-42']"
2,1,167,-49,"['-56', '-40', '0', '-42']"
3,1,163,-63,"['-30', '-51', '-42', '0']"
3,1,164,-62,"['-30', '-51', '-42', '0']"
3,1,165,-62,"['-30', '-51', '-42', '0']"
3,1,166,-62,"['-30', '-51', '-42', '0']"
3,1,167,-62,"['-30', '-51', '-42', '0']"
0,1,165,-48,"[0, '-49', '-56', '-31']"
0,1,166,-48,"[0, '-49', '-56', '-31']"
0,1,167,-48,"[0, '-49', '-56', '-31']"
0,1,163,-48,"[0, '-49', '-56', '-31']"
0,1,164,-48,"[0, '-49', '-56', '-31']"
