RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,220,-46,"['-50', '120', '-39', '-53']"
1,1,221,-45,"['-50', '120', '-39', '-53']"
1,1,222,-45,"['-50', '120', '-39', '-53']"
1,1,223,-45,"['-50', '120', '-39', '-53']"
1,1,224,-45,"['-50', '120', '-39', '-53']"
2,1,220,-56,"['-50', '-40', '0', '-42']"
2,1,221,-57,"['-50', '-40', '0', '-42']"
2,1,222,-58,"['-50', '-40', '0', '-42']"
2,1,223,-58,"['-50', '-40', '0', '-42']"
2,1,224,-58,"['-50', '-40', '0', '-42']"
3,1,221,-35,"['-30', '-53', '-42', '0']"
3,1,222,-36,"['-30', '-53', '-42', '0']"
3,1,223,-36,"['-30', '-53', '-42', '0']"
3,1,224,-36,"['-30', '-53', '-42', '0']"
3,1,220,-35,"['-30', '-53', '-42', '0']"
0,1,220,-38,"[0, '-49', '-52', '-30']"
0,1,221,-37,"[0, '-49', '-52', '-30']"
0,1,222,-37,"[0, '-49', '-52', '-30']"
0,1,223,-36,"[0, '-49', '-52', '-30']"
0,1,224,-36,"[0, '-49', '-52', '-30']"
1,1,225,-46,"['-49', '120', '-39', '-53']"
1,1,226,-46,"['-49', '120', '-39', '-53']"
1,1,227,-46,"['-49', '120', '-39', '-53']"
1,1,228,-45,"['-49', '120', '-39', '-53']"
1,1,229,-45,"['-49', '120', '-39', '-53']"
2,1,225,-57,"['-51', '-40', '0', '-42']"
2,1,226,-57,"['-51', '-40', '0', '-42']"
2,1,227,-57,"['-51', '-40', '0', '-42']"
2,1,228,-58,"['-51', '-40', '0', '-42']"
2,1,229,-58,"['-51', '-40', '0', '-42']"
3,1,226,-36,"['-30', '-52', '-42', '0']"
3,1,227,-36,"['-30', '-52', '-42', '0']"
3,1,228,-36,"['-30', '-52', '-42', '0']"
3,1,229,-36,"['-30', '-52', '-42', '0']"
3,1,225,-36,"['-30', '-52', '-42', '0']"
0,1,225,-39,"[0, '-49', '-52', '-31']"
0,1,226,-38,"[0, '-49', '-52', '-31']"
0,1,227,-38,"[0, '-49', '-52', '-31']"
0,1,228,-37,"[0, '-49', '-52', '-31']"
