RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
2,1,7,-43,"['-49', '-40', '0', '-41']"
2,1,8,-43,"['-49', '-40', '0', '-41']"
2,1,9,-43,"['-49', '-40', '0', '-41']"
2,1,10,-43,"['-49', '-40', '0', '-41']"
2,1,11,-43,"['-49', '-40', '0', '-41']"
3,1,7,-42,"['-30', '-52', '-41', '0']"
3,1,8,-42,"['-30', '-52', '-41', '0']"
3,1,9,-42,"['-30', '-52', '-41', '0']"
3,1,10,-42,"['-30', '-52', '-41', '0']"
3,1,11,-42,"['-30', '-52', '-41', '0']"
0,1,7,-33,"[0, 1, '-49', '-30']"
0,1,8,-33,"[0, 1, '-49', '-30']"
0,1,9,-33,"[0, 1, '-49', '-30']"
0,1,10,-33,"[0, 1, '-49', '-30']"
0,1,11,-33,"[0, 1, '-49', '-30']"
1,1,12,-57,"['-48', '120', '-39', '-51']"
1,1,13,-57,"['-48', '120', '-39', '-51']"
1,1,14,-57,"['-48', '120', '-39', '-51']"
1,1,15,-58,"['-48', '120', '-39', '-51']"
1,1,16,-58,"['-48', '120', '-39', '-51']"
2,1,12,-43,"['-49', '-40', '0', '-41']"
2,1,13,-43,"['-49', '-40', '0', '-41']"
2,1,14,-43,"['-49', '-40', '0', '-41']"
2,1,15,-43,"['-49', '-40', '0', '-41']"
2,1,16,-43,"['-49', '-40', '0', '-41']"
3,1,12,-42,"['-30', '-52', '-41', '0']"
3,1,13,-42,"['-30', '-52', '-41', '0']"
3,1,14,-42,"['-30', '-52', '-41', '0']"
3,1,15,-42,"['-30', '-52', '-41', '0']"
3,1,16,-42,"['-30', '-52', '-41', '0']"
0,1,12,-33,"[0, '-49', '-50', '-30']"
0,1,13,-33,"[0, '-49', '-50', '-30']"
0,1,14,-33,"[0, '-49', '-50', '-30']"
0,1,15,-33,"[0, '-49', '-50', '-30']"
0,1,16,-33,"[0, '-49', '-50', '-30']"
1,1,17,-57,"['-48', '120', '-39', '-51']"
1,1,18,-57,"['-48', '120', '-39', '-51']"
1,1,19,-57,"['-48', '120', '-39', '-51']"
1,1,20,-57,"['-48', '120', '-39', '-51']"
1,1,21,-58,"['-48', '120', '-39', '-51']"
2,1,17,-43,"['-49', '-40', '0', '-41']"
2,1,18,-43,"['-49', '-40', '0', '-41']"
2,1,19,-43,"['-49', '-40', '0', '-41']"
2,1,20,-43,"['-49', '-40', '0', '-41']"
2,1,21,-43,"['-49', '-40', '0', '-41']"
3,1,17,-42,"['-30', '-51', '-41', '0']"
3,1,18,-42,"['-30', '-51', '-41', '0']"
3,1,19,-42,"['-30', '-51', '-41', '0']"
3,1,20,-42,"['-30', '-51', '-41', '0']"
3,1,21,-42,"['-30', '-51', '-41', '0']"
0,1,17,-33,"[0, '-49', '-50', '-31']"
0,1,18,-33,"[0, '-49', '-50', '-31']"
0,1,19,-33,"[0, '-49', '-50', '-31']"
0,1,20,-33,"[0, '-49', '-50', '-31']"
0,1,21,-33,"[0, '-49', '-50', '-31']"
1,1,22,-57,"['-48', '120', '-39', '-51']"
1,1,23,-57,"['-48', '120', '-39', '-51']"
1,1,24,-57,"['-48', '120', '-39', '-51']"
1,1,25,-57,"['-48', '120', '-39', '-51']"
1,1,26,-57,"['-48', '120', '-39', '-51']"
2,1,22,-43,"['-49', '-40', '0', '-41']"
2,1,23,-43,"['-49', '-40', '0', '-41']"
2,1,24,-43,"['-49', '-40', '0', '-41']"
2,1,25,-43,"['-49', '-40', '0', '-41']"
2,1,26,-43,"['-49', '-40', '0', '-41']"
3,1,22,-42,"['-30', '-52', '-41', '0']"
3,1,23,-42,"['-30', '-52', '-41', '0']"
3,1,24,-42,"['-30', '-52', '-41', '0']"
3,1,25,-42,"['-30', '-52', '-41', '0']"
3,1,26,-42,"['-30', '-52', '-41', '0']"
0,1,22,-33,"[0, '-49', '-50', '-30']"
0,1,23,-33,"[0, '-49', '-50', '-30']"
0,1,24,-33,"[0, '-49', '-50', '-30']"
0,1,25,-33,"[0, '-49', '-50', '-30']"
0,1,26,-33,"[0, '-49', '-50', '-30']"
1,1,27,-57,"['-48', '120', '-39', '-51']"
1,1,28,-57,"['-48', '120', '-39', '-51']"
1,1,29,-57,"['-48', '120', '-39', '-51']"
1,1,30,-57,"['-48', '120', '-39', '-51']"
1,1,31,-57,"['-48', '120', '-39', '-51']"
2,1,27,-43,"['-49', '-40', '0', '-41']"
2,1,28,-43,"['-49', '-40', '0', '-41']"
2,1,29,-43,"['-49', '-40', '0', '-41']"
2,1,30,-43,"['-49', '-40', '0', '-41']"
