RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,64,-42,"['-48', '120', '-40', '-53']"
1,1,65,-42,"['-48', '120', '-40', '-53']"
1,1,66,-42,"['-48', '120', '-40', '-53']"
1,1,67,-42,"['-48', '120', '-40', '-53']"
1,1,68,-42,"['-48', '120', '-40', '-53']"
2,1,64,-43,"['-54', '-40', '0', '-42']"
2,1,65,-43,"['-54', '-40', '0', '-42']"
2,1,66,-43,"['-54', '-40', '0', '-42']"
2,1,67,-43,"['-54', '-40', '0', '-42']"
2,1,68,-43,"['-54', '-40', '0', '-42']"
3,1,64,-41,"['-30', '-53', '-42', '0']"
3,1,65,-41,"['-30', '-53', '-42', '0']"
3,1,66,-41,"['-30', '-53', '-42', '0']"
3,1,67,-41,"['-30', '-53', '-42', '0']"
3,1,68,-41,"['-30', '-53', '-42', '0']"
0,1,64,-60,"[0, '-49', '-53', '-30']"
0,1,65,-60,"[0, '-49', '-53', '-30']"
0,1,66,-60,"[0, '-49', '-53', '-30']"
0,1,67,-61,"[0, '-49', '-53', '-30']"
0,1,68,-62,"[0, '-49', '-53', '-30']"
1,1,69,-42,"['-48', '120', '-40', '-53']"
1,1,70,-42,"['-48', '120', '-40', '-53']"
1,1,71,-42,"['-48', '120', '-40', '-53']"
1,1,72,-42,"['-48', '120', '-40', '-53']"
1,1,73,-42,"['-48', '120', '-40', '-53']"
2,1,69,-43,"['-53', '-40', '0', '-42']"
2,1,70,-43,"['-53', '-40', '0', '-42']"
2,1,71,-43,"['-53', '-40', '0', '-42']"
2,1,72,-43,"['-53', '-40', '0', '-42']"
2,1,73,-43,"['-53', '-40', '0', '-42']"
3,1,69,-41,"['-30', '-52', '-42', '0']"
3,1,70,-41,"['-30', '-52', '-42', '0']"
3,1,71,-41,"['-30', '-52', '-42', '0']"
3,1,72,-41,"['-30', '-52', '-42', '0']"
3,1,73,-41,"['-30', '-52', '-42', '0']"
0,1,69,-63,"[0, '-49', '-54', '-30']"
0,1,70,-64,"[0, '-49', '-54', '-30']"
0,1,71,-64,"[0, '-49', '-54', '-30']"
0,1,72,-64,"[0, '-49', '-54', '-30']"
0,1,73,-64,"[0, '-49', '-54', '-30']"
1,1,74,-42,"['-48', '120', '-40', '-53']"
1,1,75,-42,"['-48', '120', '-40', '-53']"
1,1,76,-42,"['-48', '120', '-40', '-53']"
1,1,77,-42,"['-48', '120', '-40', '-53']"
1,1,78,-42,"['-48', '120', '-40', '-53']"
2,1,74,-43,"['-54', '-40', '0', '-42']"
2,1,75,-43,"['-54', '-40', '0', '-42']"
2,1,76,-44,"['-54', '-40', '0', '-42']"
2,1,77,-43,"['-54', '-40', '0', '-42']"
2,1,78,-43,"['-54', '-40', '0', '-42']"
3,1,74,-41,"['-30', '-52', '-42', '0']"
3,1,75,-41,"['-30', '-52', '-42', '0']"
3,1,76,-41,"['-30', '-52', '-42', '0']"
3,1,77,-41,"['-30', '-52', '-42', '0']"
3,1,78,-41,"['-30', '-52', '-42', '0']"
0,1,74,-63,"[0, '-48', '-54', '-30']"
0,1,75,-63,"[0, '-48', '-54', '-30']"
0,1,76,-63,"[0, '-48', '-54', '-30']"
0,1,77,-63,"[0, '-48', '-54', '-30']"
0,1,78,-62,"[0, '-48', '-54', '-30']"
1,1,79,-42,"['-48', '120', '-40', '-52']"
1,1,80,-42,"['-48', '120', '-40', '-52']"
1,1,81,-42,"['-48', '120', '-40', '-52']"
1,1,82,-42,"['-48', '120', '-40', '-52']"
1,1,83,-42,"['-48', '120', '-40', '-52']"
2,1,79,-43,"['-53', '-40', '0', '-42']"
2,1,80,-43,"['-53', '-40', '0', '-42']"
2,1,81,-44,"['-53', '-40', '0', '-42']"
2,1,82,-43,"['-53', '-40', '0', '-42']"
2,1,83,-43,"['-53', '-40', '0', '-42']"
3,1,79,-41,"['-30', '-52', '-42', '0']"
3,1,80,-41,"['-30', '-52', '-42', '0']"
3,1,81,-41,"['-30', '-52', '-42', '0']"
3,1,82,-41,"['-30', '-52', '-42', '0']"
3,1,83,-41,"['-30', '-52', '-42', '0']"
0,1,79,-63,"[0, '-48', '-54', '-30']"
0,1,80,-62,"[0, '-48', '-54', '-30']"
0,1,81,-62,"[0, '-48', '-54', '-30']"
0,1,82,-62,"[0, '-48', '-54', '-30']"
0,1,83,-62,"[0, '-48', '-54', '-30']"
1,1,84,-42,"['-48', '120', '-40', '-52']"
1,1,85,-42,"['-48', '120', '-40', '-52']"
1,1,86,-42,"['-48', '120', '-40', '-52']"
1,1,87,-42,"['-48', '120', '-40', '-52']"
1,1,88,-42,"['-48', '120', '-40', '-52']"
2,1,84,-43,"['-53', '-40', '0', '-42']"
2,1,85,-43,"['-53', '-40', '0', '-42']"
2,1,86,-43,"['-53', '-40', '0', '-42']"
2,1,87,-43,"['-53', '-40', '0', '-42']"
2,1,88,-43,"['-53', '-40', '0', '-42']"
3,1,84,-41,"['-30', '-52', '-42', '0']"
3,1,85,-41,"['-30', '-52', '-42', '0']"
3,1,86,-41,"['-30', '-52', '-42', '0']"
3,1,87,-41,"['-30', '-52', '-42', '0']"
3,1,88,-41,"['-30', '-52', '-42', '0']"
0,1,84,-62,"[0, '-48', '-54', '-30']"
0,1,85,-62,"[0, '-48', '-54', '-30']"
0,1,86,-62,"[0, '-48', '-54', '-30']"
0,1,87,-62,"[0, '-48', '-54', '-30']"
0,1,88,-62,"[0, '-48', '-54', '-30']"
1,1,89,-42,"['-48', '120', '-40', '-52']"
1,1,90,-42,"['-48', '120', '-40', '-52']"
1,1,91,-42,"['-48', '120', '-40', '-52']"
1,1,92,-42,"['-48', '120', '-40', '-52']"
1,1,93,-42,"['-48', '120', '-40', '-52']"
2,1,89,-43,"['-53', '-40', '0', '-42']"
2,1,90,-43,"['-53', '-40', '0', '-42']"
2,1,91,-43,"['-53', '-40', '0', '-42']"
2,1,92,-43,"['-53', '-40', '0', '-42']"
2,1,93,-43,"['-53', '-40', '0', '-42']"
