RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,244,-53,"['-48', '120', '-40', '-53']"
1,1,245,-52,"['-48', '120', '-40', '-53']"
1,1,246,-53,"['-48', '120', '-40', '-53']"
1,1,247,-53,"['-48', '120', '-40', '-53']"
1,1,248,-53,"['-48', '120', '-40', '-53']"
2,1,244,-42,"['-50', '-41', '0', '-41']"
2,1,245,-42,"['-50', '-41', '0', '-41']"
2,1,246,-42,"['-50', '-41', '0', '-41']"
2,1,247,-42,"['-50', '-41', '0', '-41']"
2,1,248,-42,"['-50', '-41', '0', '-41']"
3,1,244,-46,"['-31', '-53', '-41', '0']"
3,1,245,-46,"['-31', '-53', '-41', '0']"
3,1,246,-46,"['-31', '-53', '-41', '0']"
3,1,247,-46,"['-31', '-53', '-41', '0']"
3,1,248,-46,"['-31', '-53', '-41', '0']"
0,1,244,-56,"[0, '-48', '-50', '-31']"
0,1,245,-56,"[0, '-48', '-50', '-31']"
0,1,246,-56,"[0, '-48', '-50', '-31']"
0,1,247,-56,"[0, '-48', '-50', '-31']"
0,1,248,-56,"[0, '-48', '-50', '-31']"
1,1,249,-52,"['-48', '120', '-41', '-53']"
1,1,250,-53,"['-48', '120', '-41', '-53']"
1,1,251,-52,"['-48', '120', '-41', '-53']"
1,1,252,-53,"['-48', '120', '-41', '-53']"
1,1,253,-53,"['-48', '120', '-41', '-53']"
2,1,249,-42,"['-50', '-41', '0', '-41']"
2,1,250,-42,"['-50', '-41', '0', '-41']"
2,1,251,-42,"['-50', '-41', '0', '-41']"
2,1,252,-42,"['-50', '-41', '0', '-41']"
2,1,253,-42,"['-50', '-41', '0', '-41']"
3,1,249,-46,"['-30', '-53', '-41', '0']"
3,1,250,-46,"['-30', '-53', '-41', '0']"
3,1,251,-46,"['-30', '-53', '-41', '0']"
3,1,252,-45,"['-30', '-53', '-41', '0']"
3,1,253,-46,"['-30', '-53', '-41', '0']"
0,1,249,-55,"[0, '-49', '-50', '-31']"
0,1,250,-55,"[0, '-49', '-50', '-31']"
0,1,251,-55,"[0, '-49', '-50', '-31']"
0,1,252,-55,"[0, '-49', '-50', '-31']"
0,1,253,-55,"[0, '-49', '-50', '-31']"
1,1,254,-53,"['-48', '120', '-41', '-53']"
1,1,255,-53,"['-48', '120', '-41', '-53']"
1,1,0,-53,"['-48', '120', '-41', '-53']"
1,1,1,-53,"['-48', '120', '-41', '-53']"
1,1,2,-53,"['-48', '120', '-41', '-53']"
2,1,254,-42,"['-50', '-41', '0', '-41']"
2,1,255,-42,"['-50', '-41', '0', '-41']"
2,1,0,-42,"['-50', '-41', '0', '-41']"
