RxNID,TXNID,PacketNo,TxRSSI,RSSI0,RSSI1,RSSI2,RSSI3
1,1,56,-24,"['-48', '120', '-40', '-52']"
1,1,57,-24,"['-48', '120', '-40', '-52']"
1,1,58,-24,"['-48', '120', '-40', '-52']"
1,1,59,-24,"['-48', '120', '-40', '-52']"
1,1,60,-24,"['-48', '120', '-40', '-52']"
2,1,56,-43,"['-54', '-41', '0', '-42']"
2,1,57,-43,"['-54', '-41', '0', '-42']"
2,1,58,-43,"['-54', '-41', '0', '-42']"
2,1,59,-43,"['-54', '-41', '0', '-42']"
2,1,60,-43,"['-54', '-41', '0', '-42']"
3,1,56,-48,"['-31', '-52', '-42', '0']"
3,1,57,-48,"['-31', '-52', '-42', '0']"
3,1,58,-49,"['-31', '-52', '-42', '0']"
3,1,59,-48,"['-31', '-52', '-42', '0']"
3,1,60,-48,"['-31', '-52', '-42', '0']"
0,1,59,-46,"[0, '-49', '-54', '-31']"
0,1,60,-46,"[0, '-49', '-54', '-31']"
0,1,56,-46,"[0, '-49', '-54', '-31']"
0,1,57,-46,"[0, '-49', '-54', '-31']"
0,1,58,-46,"[0, '-49', '-54', '-31']"
1,1,61,-24,"['-48', '120', '-40', '-52']"
1,1,62,-24,"['-48', '120', '-40', '-52']"
1,1,63,-24,"['-48', '120', '-40', '-52']"
1,1,64,-24,"['-48', '120', '-40', '-52']"
1,1,65,-24,"['-48', '120', '-40', '-52']"
2,1,61,-43,"['-54', '-41', '0', '-42']"
2,1,62,-43,"['-54', '-41', '0', '-42']"
2,1,63,-43,"['-54', '-41', '0', '-42']"
2,1,64,-43,"['-54', '-41', '0', '-42']"
2,1,65,-43,"['-54', '-41', '0', '-42']"
3,1,61,-48,"['-31', '-52', '-42', '0']"
3,1,62,-48,"['-31', '-52', '-42', '0']"
3,1,63,-49,"['-31', '-52', '-42', '0']"
3,1,64,-48,"['-31', '-52', '-42', '0']"
3,1,65,-48,"['-31', '-52', '-42', '0']"
0,1,64,-46,"[0, '-49', '-54', '-31']"
0,1,65,-46,"[0, '-49', '-54', '-31']"
0,1,61,-46,"[0, '-49', '-54', '-31']"
0,1,62,-46,"[0, '-49', '-54', '-31']"
0,1,63,-46,"[0, '-49', '-54', '-31']"
1,1,66,-24,"['-48', '120', '-40', '-52']"
1,1,67,-24,"['-48', '120', '-40', '-52']"
1,1,68,-24,"['-48', '120', '-40', '-52']"
1,1,69,-24,"['-48', '120', '-40', '-52']"
1,1,70,-24,"['-48', '120', '-40', '-52']"
2,1,66,-43,"['-54', '-41', '0', '-42']"
2,1,67,-43,"['-54', '-41', '0', '-42']"
2,1,68,-43,"['-54', '-41', '0', '-42']"
2,1,69,-43,"['-54', '-41', '0', '-42']"
2,1,70,-43,"['-54', '-41', '0', '-42']"
3,1,66,-48,"['-31', '-52', '-42', '0']"
3,1,67,-48,"['-31', '-52', '-42', '0']"
3,1,68,-49,"['-31', '-52', '-42', '0']"
3,1,69,-48,"['-31', '-52', '-42', '0']"
3,1,70,-48,"['-31', '-52', '-42', '0']"
0,1,69,-46,"[0, '-49', '-54', '-31']"
0,1,70,-46,"[0, '-49', '-54', '-31']"
0,1,66,-46,"[0, '-49', '-54', '-31']"
0,1,67,-46,"[0, '-49', '-54', '-31']"
0,1,68,-46,"[0, '-49', '-54', '-31']"
1,1,71,-24,"['-48', '120', '-40', '-52']"
1,1,72,-24,"['-48', '120', '-40', '-52']"
1,1,73,-24,"['-48', '120', '-40', '-52']"
1,1,74,-24,"['-48', '120', '-40', '-52']"
1,1,75,-24,"['-48', '120', '-40', '-52']"
2,1,71,-42,"['-54', '-41', '0', '-42']"
2,1,72,-43,"['-54', '-41', '0', '-42']"
2,1,73,-42,"['-54', '-41', '0', '-42']"
2,1,74,-43,"['-54', '-41', '0', '-42']"
2,1,75,-43,"['-54', '-41', '0', '-42']"
3,1,71,-48,"['-31', '-52', '-42', '0']"
3,1,72,-48,"['-31', '-52', '-42', '0']"
3,1,73,-49,"['-31', '-52', '-42', '0']"
3,1,74,-48,"['-31', '-52', '-42', '0']"
3,1,75,-49,"['-31', '-52', '-42', '0']"
0,1,74,-46,"[0, '-49', '-54', '-31']"
0,1,75,-46,"[0, '-49', '-54', '-31']"
0,1,71,-46,"[0, '-49', '-54', '-31']"
0,1,72,-46,"[0, '-49', '-54', '-31']"
0,1,73,-46,"[0, '-49', '-54', '-31']"
1,1,76,-24,"['-48', '120', '-40', '-52']"
1,1,77,-24,"['-48', '120', '-40', '-52']"
1,1,78,-24,"['-48', '120', '-40', '-52']"
1,1,79,-24,"['-48', '120', '-40', '-52']"
1,1,80,-24,"['-48', '120', '-40', '-52']"
2,1,76,-43,"['-54', '-41', '0', '-42']"
2,1,77,-42,"['-54', '-41', '0', '-42']"
2,1,78,-43,"['-54', '-41', '0', '-42']"
2,1,79,-43,"['-54', '-41', '0', '-42']"
2,1,80,-43,"['-54', '-41', '0', '-42']"
3,1,76,-48,"['-31', '-52', '-42', '0']"
3,1,77,-48,"['-31', '-52', '-42', '0']"
3,1,78,-49,"['-31', '-52', '-42', '0']"
3,1,79,-48,"['-31', '-52', '-42', '0']"
3,1,80,-49,"['-31', '-52', '-42', '0']"
0,1,79,-46,"[0, '-49', '-54', '-31']"
0,1,80,-46,"[0, '-49', '-54', '-31']"
0,1,76,-46,"[0, '-49', '-54', '-31']"
0,1,77,-46,"[0, '-49', '-54', '-31']"
0,1,78,-46,"[0, '-49', '-54', '-31']"
1,1,81,-24,"['-48', '120', '-40', '-52']"
1,1,82,-24,"['-48', '120', '-40', '-52']"
1,1,83,-24,"['-48', '120', '-40', '-52']"
1,1,84,-24,"['-48', '120', '-40', '-52']"
1,1,85,-24,"['-48', '120', '-40', '-52']"
2,1,81,-43,"['-54', '-40', '0', '-42']"
2,1,82,-43,"['-54', '-40', '0', '-42']"
2,1,83,-43,"['-54', '-40', '0', '-42']"
2,1,84,-43,"['-54', '-40', '0', '-42']"
2,1,85,-43,"['-54', '-40', '0', '-42']"
